,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X1997.HK.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.191145723988145,0,0.204928029221829,0,0,0,0,0,0,0,0,0,0,0.1007190584529,0,0,-0.150114759835337,0,0,0,0,0,-0.279466999185213,0,0,0,-0.0775055739278394,-0.160100527741617,0.88029320752041,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.183026154798524,0,0,0,0,0,0.163691881811322,0,0.100087970684876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469565898764138,0,0,0,0,0.251485975465417,0,0,0,0,0.149902986766533,0,0,0,0,0,0,0,0,0,-0.11735439614042
X601939.CH.EQUITY,0.131583160287525,0,0,0,0.175361826809335,0,0,0,0,0.185008217362341,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.00455643860336631,0,0,0,-0.233267392052407,0,0,0,0,0,0,0.379692674921154,0,0,0.109483204677402,0,0,0,0,0,0,0.0881713603133
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.485313057940901,0.161684225538209,0.0419199292278438,0.474577886744911,0,0,0,0.0333257786911688,0.389939711690246,0,0,0,0,0,0,0,0,-0.297965312358803,0,0,0,0,0,0,0,-0.650590832435852,0,0,0,0,0,0,0,-0.132590278353986,0.344525128251161,0,0,0,0,0.240632538073517,0,0,-0.156413599155161,0
X5.HK.EQUITY,-0.0641063348402447,-0.0737139153278955,0,0,0,0,0,0,0,0,0,0,0,0,0.528364886016062,0,0,0.00873277200238256,0.406508850973329,0,0,0,0,0.0645768280471978,0.175591469542812,0,0,0,-0.0796425570807313,-0.112576145479011,-0.0888948908373468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238006958924009,0,0,-0.105821386738698,0,0,0
X601988.CH.EQUITY,-0.3718023185859,0,0,-0.0244101091056723,0.484803306717524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768439765914126,0,0,-0.0718955493203057,0,0,0,0,-0.55534499240568,0,0,0,0,0,0,0,0,0.117578011713567,-0.0489584856872627,0,0,0.138366755833667,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.104567216425179,0.462279522254355,-0.0432897389498537,0,0,3.46944695195361e-18,0,-0.0997352028437141,0,0.490291167480399,0,0.140107370571404,0,0,0,0,0,0,0,-0.0876722502207047,0,0,0,0,0.284314167902445,0,0,0.0822510139752803,0,0,0.0836499168070514,0,0,-0.310541090025171,0,0,0,0,0,0,0,0.227513970067274,0,0,0.124789884715271,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.109177721869754,0.0143679636432752,0,0,0.134752449447434,0,0,-0.0735870622910276,0,0,0.0271345830181695,0.138948476742747,0,0,0.0606666811401804,0,0,0,0,0,0,0.165521967394368,0,0,0,0,0,0.145099221344252,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.0800749737381379,0.0334086270401939,0,0,0,0,0,0,0.088613691864229,0,0.482428865967198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499212653103748,0,0,0,0,0.220579526213541,0.13276072051033,0,0,-0.0325085877283599,0.0339856238183344,0,0,0,0,-0.045387077527985,0,0,0,0,-0.177439102947805
X601328.CH.EQUITY,0,0,0,0,0,0,0.392450672187098,0,0,0,0,0.100037283101621,0,0,0,0,0,0,0,0,0,0,0.0217094764367977,0,0.234861974084292,0.21846341067546,0,0.0797244041686083,0,0,0,0,0,0,-0.234327878371332,0,0,-0.0584321603393009,0,0,0,0,0,0.114106229627629,0,8.67361737988404e-19,0,0,0,-0.0420272723097009,-0.254001593051513
