,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0181159872826687,-0.0376230809771496,0.213761674642153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.200781478126318,0,0,0,0,0,-0.306957949037348,0,0,0,0,0,0.78722757735181,0.212573501813162,-0.175333699875989,0,0,-0.0825059837809889,0,-0.000121338848565987,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.137840581457473,0,0.125934426341891,0,0,0,0,0.0173522679335213,0.0517189534539892,0,0,0,0,0,0,0,0,0,0.0777482590515139,0,0,0,0.0931889162548647,0.0190199267613088,0,0,0,0,0,0,0,0.309450104974891,0,0,0,0,0.0344682529456741,0,0.0215329059985054,0,0,0,0,0,-0.0233826532088557
X601939.CH.EQUITY,0.287231850692351,0,0,0,0,0.0101205987100421,0,1.35525271560688e-20,0,0.0336142752245596,0,0,0,0,0,0,0,0.0696330892323333,0,0.0288979254435391,0,0,0,0.0399757847780624,0,0,0,0,0.14368933285885,0.0942427365884771,0,0,0,-0.129357579698848,0,0,0,0,0.425512347136913,0,0,0.0202287659321653,0,0,0,0,0,0,0,0,0.141283263451181
X601288.CH.EQUITY,0,0,0,0,0,0.00757440270499949,0,-0.205774380047822,0.200329034361171,0,0.398988394055461,0,0,0,0,0.173231051170884,0,0,0,0,0,0,-0.0470042452425579,0,0,0,0,0,0,0,-0.536455344367688,0,0,0,0,0,0,0,0,0,0.291498495434508,0,0,0,0.0290058784402779,0,0,0.0587923083243166,0,-0.0758441866316169,0
X5.HK.EQUITY,-0.131954084319725,-0.0364035443643747,0,0,0,0,0,0.150877877967271,0,0,0,0,0,0,0.42293594738196,0,0,0,0,0.330143676447245,0.186560822538385,0,0.170711170769624,0,0,0,0.0308419424386144,0,0,0,0,-0.170171941881569,0,0,0,0,0,0,0,0,0,-0.171417047023444,0.208229969139711,0,0,0,-0.025957275304833,-0.114019314694711,0,0,0
X601988.CH.EQUITY,0.0727665261777036,0,0.0351752447560457,0.039585855319874,0.0683588500011904,0,0,0,0,0,0.254512269053489,0,0,0,0,0,0.0874970384023981,0.123727930847505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0729949276892728,0,0.150580793773896,0,0,0,0,0.181651618859824,0.198257713147562,0,0,0,0,-0.0109227256392192,0.0576448972011047
X600036.CH.EQUITY,0,0.18309079425582,-0.0475652328828662,0,0,0,0,0,-0.253477405385423,0.476471219318583,0,0.35180201815029,0,0,0,0,0,0,0,0,0,0,0.0785067526400753,-0.0888926989452342,0,0,0,0.0724669275654635,0,0.065272057011425,0.102304615729277,0.137603357219538,0,-0.133844424718062,0,0,0,0,0,0,0,0,0.176607080866842,0,0,0,0.0267853572766431,0,0,0,0
X1299.HK.EQUITY,0,0.103352456009214,0,0,0.0735658407834577,0,0,0,0.0987103659535233,0,0,0,0,0.0400546009613651,0,0.176543865226706,0,0,0,0,0,0,0,0,0,0.0837655549499321,-0.011882873416365,0,0,0,0,0,0.240434659155282,0,0,0,0,0,0,-0.0632178195523909,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0633451037007794,0.0404423549465955,0.0586215729840026,0,0,0,0,0,0,0,0,0,0.338732196547533,0,0,0,0,0,0,0,0,0,0.0521844171635103,0,0,0,0,0,0,0,-0.0546428213370824,0,0,0,0.0788740084281867,0,0.199207472553821,0.095775660301733,-0.0693370672056959,0,0,0,0,0,0,0,0,0,0,-0.110565035684739
X601328.CH.EQUITY,0,0,0.0161480172164078,0,0,0,0.230658059030566,0,0,0,0,0.238368308020688,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.273766807889972,0,0,0.139795429162031,0,0,0,0,0,0,0,0,0,0,-0.198182063928367,0,0,0,0,0,-0.0443126890400743,0.108415525455819,0,0,0,0,0,0,-0.241992035680453
X601166.CH.EQUITY,0,0,0,0.240398335195237,0,0.0661273290121122,0,0,0.0554290307416565,0,0,0,0,0.359920176344079,0,0,0,0,0,0,-0.060273412764687,0,0,0,0,0,0.114774271956045,-0.0437870916693405,0,0,0,0,0,0,0,0,0,0,0.173314452790922,0,0,0,0,0,0,0,0,0,0,0,-0.167985983854906
X600000.CH.EQUITY,0.00116570680739456,0,0,0,0,0,0.547168910046631,0,0,0.0146085749459158,0,0,0,0,0,0,0,0,0,0,0,0.0188979063200937,0,0,0,0.329565650925016,0,0,0.112115224337666,-0.0287384325396132,0,0.0406706345309524,0,0,0,-0.154317491488679,0,0,0,0.0827235755557705,0,0,-0.380627200985371,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0.0337853337171162,0.0866006690484178,0,0,0,0,0,0,0,0,0,0,0,0.103921183564136,0,0,0,0.0147025752669528,0,0.211657683184439,0,0,0,0,0,0,0,0,0,0,0.216570799700098,-0.078873719130817,0,0,0,0,0,0.0362436077589687,0,0.0182291295277731,0.108976312924009,0,0,0,0,0,0,0,0,0.125145088714937,0
X601601.CH.EQUITY,0,0.334059168753287,0,0,0,-0.200740890960222,0.0460530761837106,0,0.388300207867666,0,0,0,0,0,0.14543881099001,0,0,0.0349795565965211,0,0,0,0,-0.0997721283679384,0,0,0.09245084108278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243547051183982,0
X000002.CH.EQUITY,0,0,0,0,0.13613512898094,0,0,0,0,0,0,0,0,0.295231159369178,0,0,0,0,0,0,0,0,-0.0511240710908067,0,0.189833088194956,0,0.42532683150633,0,0,-0.249764460557272,0,0.295457598286666,-0.21297604930496,0,0,0,0,0,0,0,0,0,0.205425370178981,-6.93889390390723e-18,0,0,0,0,0,-0.0903366384298065,0.012616216299968
X16.HK.EQUITY,0,0,0,0,0,0.0320221408857382,0,0.203353280300476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785375867825861,0,0,0.181334698139233,0,0,0.0301661006658485,0.206139840351674,0,0.0799618351590842,0,0.0262095150165926,0,0,0,0,0,0,0,0.314989972544568,0.0395048403188401,0,0,0.0979696459585375,0,0,0,0,0
X11.HK.EQUITY,0.215539699338566,0,0,0,0,0.0345584284341117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267763608733739,0,0,0,0,0,0,0,0,0.0489611487007175,0,0.213600082903564,0,0,0,0,0,0,0,0,0,0,0,0.0292105932606369,0,0,0,0,0,0.0599050104583725,0.0989470820656787
