,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.0024290249394477,0,0.22328598779722,0,0,0.110580927732906,0,0.243617937615245,0,0,0,0,0,0.127861453997116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103901874007905,0,0,0,0,0,0,0,0,0,0,0,0,0.0479453624197902,0,0,0.0771594971804956,0,0
X601318.CH.EQUITY,0.136049926404739,0,0,0,0,0,0,0,0.32805039167822,0,0,0,0,0,0.00443429073858951,0,0.334284987419852,0,0,0,0,0.0205245976020023,0,0,0,0.119164569353253,0,0.0216985377393773,0,0,-0.132550908732427,0,0,0.127580339432472,0.0766895345163021,0,0,0,0,-0.0387460916562326,0.0396948276138006,0,0,-0.00713993780158895,0,0,0,0,0,0,0,-0.00557665837739292
X601939.CH.EQUITY,0,0,0,0.28513659244883,0,0.0754683516942247,0,0,0,0,0,0,0,0.42386774383354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562356800730028,0,0,0,0.073505503808755,0,0,0.00953273842026518,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.333440024054889,0,0.0166303251945899,0,0,0.502894192370292,0,0,0,0,0.0138417343354901,0,0,0,0.0434263023792615,0,6.93889390390723e-18,0,0,0,0,-0.02006840186294,0,0,0,0,0,-0.0139819080951731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10413658324729,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0166679638284143,0,0,0,0,0,0.0704871017410065,0,0,0,0.0681229251557968,0,0,0,0,0.0913420393722122,0.050723791061411,0,0,0.577837684448708,0,0,-0.0676877194107957,0,0,0,0,0.048382134076314,0,0,0,0,0,0,0,0,0,0,0,-0.0421257417709606
X601988.CH.EQUITY,0.398471433682535,0,0.00836126592744391,0,0,0,0,0,0,0,0.063324165809217,0,0,0,0,0,0,0,0.0390851950039334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152117103061322,0.0102682894833399,0,0,0,0,0,0,0,0,0,0,0.291935877382622,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.218074145625283,0,0,0.294025290420196,-1.38777878078145e-17,0.0334447472977044,0,0,0,0.106034170046719,0,0,0,0,0,0,0,0,0,0,0,0,0.0967650596990303,0,0.110103840218048,0.0699278559170812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024010977169554,0.105976011295891,0,-0.0178360753903131,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601895225486019,0,0,0,0.470735890092387,0,0,0,0.124968739647295,0.106208340419079,0,0,0,0,0,0,0,0,0.268548405474872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.265984877246979,0.0413144925196225,0,0,0,0,0,0,0,0,0,0,0,0.0498986056935187,0,0,0,0,0,0.0927136489050136,0,0,0,0,0,0,0,0,0.0802817383544837,0.272937929842222,0,0,0,0,0.0554059124387297,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.00430354603644989,0,0,0,0,0,0.222692956643452,0,0,-0.134610875816407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227783796326475,-0.18214026882782,0,0,0,0,-0.0804820267133234,0,0,0,0,0.739335869189165,0,0,0,0,0.618483799189705,-0.276953259608967,0,-0.479129171894652,0,0
