,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.279471350217787,0,0.257485173584768,0,0,0,0,0.0595776796206936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890868468012266,0,0,0,0,0,0,0,0,0,0.0028883829154306,0,0,0,0.0835957671055752,0,0.0833217016628117,0,0,0,0,0
X601318.CH.EQUITY,0.118976962527232,0,0,0,0,0,0,0,0.182634392035483,0,0,0,0,0,0,0,0.165495754892695,0,0,0,0,0,0,0,0.0752187512438862,0,0,0,0,0,-0.0516990059304147,0.153122575675322,0,0,0.148600440771385,0,-8.67361737988404e-19,0,0,0,0.0457796114638469,0,0,0.027781981204331,0,0,0.0551800958899158,0,0.135259187629652,0,0,0
X601939.CH.EQUITY,0.219538083251821,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.0189540186555463,0.265529995451727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423607984744448,0,0.199794282123996,0,0,0,0,0,0,0,0,0.182103385436919,0,0,0,0.0410471733659288,0,0,0,0,0,0
X601288.CH.EQUITY,0.392462254358317,0,0,0,0,0.265387763552939,0,0,0,-0.0209226303879518,0,0,0,0,0.0436433675819914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.20589316739113,0,0,0,0.00218879590675831,0,0,0.0976742172323262,0.0141860920236994,0,0
X5.HK.EQUITY,0.0259562225968736,0,0,0,0,0,0,-0.0463510445375477,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.386542194904377,0,0.130388748894089,0,0,0,0,-0.0877384436546124,0,0,0,0,0.580585250819689,0,0,0,0,0,0,0,0,0.0582420901964184,0,0,0,0,0,0,0,-0.172307972232045,0,0,-0.030625592545606,0
X601988.CH.EQUITY,0.445097357423173,0,0,0,0,0,0,0,0.0137882039608176,0,0,0,0,0,0,0,0,0,0.0701494364259674,0,0,0,0.0258236762733109,0,0,0,0,0,0,0,0,0,0.160832578165775,0,0.0234982912911782,0,0,0,0,0,0,0,0,0,0,0,0,0.241693465308873,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.225263285496377,-0.0262366067867888,0,0,0,0,0.0958331080391973,0,0,0.54943920322793,0,0,0,0,0,0,0,0,0,0,0.0391824767929617,0,0,0,0,0,0,0.0588486350206952,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.031905671413559,0,0,0.0357327121773997
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0735935047049362,0,0,0,0.413771919275139,0,0,0,0.115532793968026,0,0.0512166292928836,0,0,0,0,0,0,-0.0336963232960124,0.397782065248233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.219689198620069,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0249905647623287,0,0,0,0,0,0,0,-0.0797757086661397,0,0.0187149868605301,0,0.199302821172708,0,0,0,0,0,0.254502554187618,0,0,0,0,0,0.0567265696134867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821029848715807,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.105454488697534,0,0,0,0.275260794186918,-0.265693957085586,0,0.208238552303347,-0.258615603694158,0,0,0,0,0,0,0,0.527221051155306,0,0,0,0,0,-4.33680868994202e-19,0,0.0585734839449286,0,0,0,0,0,0,0,-0.0672771980949841,0,-1.07983072073738,0,0,0,1.34479101774575,-0.183109604583465,0,0,0,0,0,0
