,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.294933223332932,-1.38777878078145e-17,0.0288340687837103,0,0,0.43166958256134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107789725761739,0,0.0237447546587894,0,0,0,0,0,0,0,0,0,0,0.0889309521262177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.24786305238321,0,0.0788969054385779,0,0,0,0.0785755865338981,0,0,0,0,0,0,0.1417307631943,0,0,0,0,0.0432482973530787,0,0,0,0,0,0,0,0,0,0.154743024306178,0,0.00999793368361163,0,0,0.0667171678153186,0,0,0,0,0,0.0440065502458034,0,0,0,0,0.030869316389012,0,0,0,-0.132756765212361,0
X601939.CH.EQUITY,0.416867287513383,0.0703141113793768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152724598429329,0,0,0,0,-0.128675530113767,0,0,0,0,0,0,0,0,0.161976222498113,0,0.266802699149362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259815407237178,0,0.0543890549573319
X601288.CH.EQUITY,0,0,0,0,0,0,0.0233630771750312,0.493023728623526,0,-0.109835957789471,0,0.115082514758045,0,0,0,0,0,0,0,0,0,0,0.0513413149573032,0,0.0357080015852747,0,0,0,0,0,0.0594089024769618,0,0.0646556246616736,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498412023965081,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.184975561348688,0,0.1720200946032,0,0,0,-0.0547710681220675,0.129809705807616,0,0,0,0,0,0,0,0,0,0.0263020964067783,0,0.0791670041524487,0,0,0,0,0,0.134299697949427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364542811840721,0,0.0200352833536584
X1299.HK.EQUITY,0,0,-0.164209871679291,0,0,0,0,0,0,0.195010786700147,0,0,0,0,0,0,0,0,0,0,0,0,0.0340537961006631,0,0,0,0,0,0,0,0,0,0.214836411502238,0,0,0,0,0.0429634288315625,0,0.224013584420953,0,0.0313144342554742,0,0.361654364040041,0,0,0,0.201135507566422,0,0,0,0
X601628.CH.EQUITY,0.145431048922719,0,0,0,-0.0078190391733662,0.000714227369752457,0,0,0,0,0,0,-0.0268881424863543,0,-0.198006495853064,0,0,0,0,0,0,0.137599477395183,0,0,0,0,-0.109207970700883,0,0,0,0,0,0,0,0.594734347178132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077563334282364
X601988.CH.EQUITY,0.192248410656126,0,0.0822842112333774,0.330571955966781,0,0,0,0,0,0.108895305235842,0,0,0.209131703006627,0,0,0,0.0561510412978546,0,0,0,0,0,0.061006376556767,0,0.078421738237668,0,0,0,0,0.0914057637662327,0,0,0,0,0,0,0.0198983108251042,0,0,0,0,0,0,0.0248316399771208,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.197890699020172,0.111563621107964,0,0,0,0,0,0,-0.0375375154314764,0,0,0,0,0,0,0,0,0,0,0,-0.260838654464755,0.0735831869807318,0,0,0.170630672094086,0,0,0,0,0,0,0.0602686035623514,0,0,0,0,0,0,-0.0114955660163169,0.237046236555968,0.0483692386261081,0,0,0,0,0,0,0,-0.0632982122629921,0,-0.163431708090663
X388.HK.EQUITY,0,0,0,0,-0.267327504279762,0.272856056367983,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0924192691865164,0,0.38393648566754,0,0,0,0,0,0.0204077257816152,-0.0115160123716461,0,0,0,-0.18365452273921,0,0,0,0,0,0.109244296662084,0.126330999647054,0,0,0,0,0,0,0,0.0777256189484717,0,0,-0.0098580766643378,0
X601166.CH.EQUITY,0,0,0.0388193567315977,0,0,0,0,0,0,0,0,0.0526373021753181,0.141269457434776,0,0.111029912017322,0,0,0,0,0,0,0,0,0,0,0.0245034444714615,0.194298342544149,0,0,0,0.379458591323719,0,0,0,0.00918533694712897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311488157962255
X601658.CH.Equity,0,0,0,0.274613850516325,-0.167986797789325,0,0,0.153110418805796,0,0,0.324740599328739,0,0.0451594972523623,0,0.0518631469106917,0,0.441977925471453,0,0,0,0,0.27924914854564,0,0,0,0,0,0,0,0,0,-0.300448184553119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.230346399796357,0,0
X000001.CH.EQUITY,0,0.160975209474639,0,0,0.114810524239558,0,0,0.221139248323066,0,0.0415122719617624,0.280631637575212,0,0,0,-0.0598537895959723,0,0,0,0,0,0,0,0.173839039575315,0,0,0,0.223105196106234,0,-0.0487571902367258,-0.0467990896188136,0,0,-0.273765947624853,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012338091312245,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.041320111261116,0,0,0,-0.00851382619618625,0,0,0,0.177390263200234,0,0,0.187088982676518,0,0,0,0,0,0,0,0,0,0.0860326492249073,0,0.286122489013924,0.0720200643752598,0,0,0.0641529905690333,0,-0.0305461886837625,0,0,0,0,0.292102602168967,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,-0.0365366681366221,0,0,-0.038843028991655,0,0.140571928396022,0,0,0,0,0,0,0,0,0,0,0.0485722075083439,-0.00926860876595302,0.321721101371082,0,0,0.282912219834343,0,0.0130818139259766,0,-0.105276160048293,0.0805956822657803,0,0,0,0,0,0,0,0,0,0,0,0.19448338661285,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.450268928448357,0,0,0,0,0,0.0974511426117424,0.0616371474300353,0,0,0,0.171629232580889,0,-0.00903998176458935,0,0,0,0,0,0.214836194164981,0.0413839286663373,0,0,0,0,0.0458658229045434,0,0,0,0,0.117410223532095,0,0,0.0668620158343178,0,-0.206580484500833,0,-0.0905752851212193,0,0,0.1153133904415,0,0,0,0,0,0,0,0,0,-0.0246608828566324
X601328.CH.EQUITY,0,0,0.0614467366965519,0,0,0,0,0.0474494485396008,0,0,0,0.18931248281826,0,0,0,0,0,0.215756343991852,0,0,0,0,0,0.139859536446032,0.0757235861507522,0,0,0,0,0,0,0.00261416872522376,0,0,0,0.0789987669304041,0,0.128106402591168,0,0,0,0,0,0,0.0388694080171541,0.0235025065383693,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.13797373119481,0,0,0.0795481858673862,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.321814838677767,0,0,0,0,0,0,0,0.125604168534639,0,0,0.0749686201796625,0,0,0,0,0,0,0,0,0,0,0.011274850828119,0,0,0,0,0,0,0.0371182009363616,0,0,0,0,0,0.0293803205448584
X601066.CH.EQUITY,0,0,0.079289510690342,0,0,0,0.0227360440963986,0,0,0,0,0.0562669871627811,-0.0620336194522443,0.549401747073624,0,-0.140004713900758,0,0,0,0,0,0,-0.135497850478345,0,0.138470270799494,-0.0238186714777817,0,-0.105898214700306,0,0,0,0,0,0,0,0,0,0,0.155017624099559,0,0,0,0,0,0.089781280082499,0.0717823756292801,0,0,-0.00871053636242494,0,-0.170179208921207,0.00290421682867581
X16.HK.EQUITY,0,0,0,0,0,0,0.0723510262108173,0,0,0,0,0,0,0,0,-0.00314789249312962,0,-4.33680868994202e-19,0,0,0,0,0,0.0101673509197012,0,0,0,0,0.0412621737365773,0,0,0,0,0.0123121324134315,0,0.0414249390263866,0,0,0,0,0.480665925379465,0.336657278133895,-0.0933246049985786,0.197655002087849,0,0,-0.164782894820854,-0.454886492917106,0.0294856752987719,0,0,0
X601319.CH.EQUITY,0,0.079165486236723,0.207857414201335,0,0,0,0,0,0,0,0,0,0,0.259281950052469,0,0,0,0.0573938178107032,0,0,0,0,0,0,0.0174724651534167,0,0,0.0146891797977946,0,0,0,0,0,0,0.141671581284529,0.00991484170165709,0,0,0,0,0,0,0,0,0.0184546977267364,0,0,0.00358434599361705,0,0.00859689868974511,0,0
X300059.CH.EQUITY,0,0,0,0,-0.0627588529888585,0,0,0,0,0.0766755392648772,0,0.0593495769202521,0,0.0090448150725941,0,0.103710574695914,0,0,0.250899058059789,0,0,0,-0.0813247625903421,0,0,0,0,0,0.04918707006812,-0.0356055736141423,0,0,0,0,0,0,0,0,0,0,0,0,0.0611526925304228,0,0.420137452600037,0,-0.0357058156062514,0.221716141548948,0,0,0,4.33680868994202e-19
X11.HK.EQUITY,0,0,-0.0351825028073266,0,0,0,0,0.0473726473823008,0.686163163010123,0.111515875983162,0,-0.0154676219315664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208167898684491,0,0,0.056430519730543,0,0,0,0.0212080495599836,0,0,0,0,0.196808517240427,0.079842635768102,0,0,0,0,0,0,0,0,0,-0.0493130234825014,0,0.0262961811278579,0
X600016.CH.EQUITY,0,0,0.0567958277565726,0,0,0,0.122762229095067,0,0,0,0,0,0,0,0,0,0.0912476065698659,0.100613776976279,0,0,0,0,-0.154601317557249,0,0.0379405578616859,0,0,0,0,0.110412848606081,0,0,0,0.466911311247497,0,0,0,0,0,0,0,0,0,0,-0.331332698290414,0,0,0,0.185955422865643,0.28588789234391,-0.0532038122269609,0
X601998.CH.EQUITY,0,0,0,0.29257689951374,0,0.222099289765947,0,0.191541832588475,0,0,-0.108404193925424,0,0,0,0.108735988642123,0,0,0.166025104661591,0,0,0,0,0,0,0,0,0,0,0,0,0.324151949418173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253861260003289,0,-0.0801994908266624,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0346115298776636,0,0,0,0,0,0,0.0798134822179699,0,0,0.439893589446385,0,0,0,0,0.0972101498544003,0.0403934426080517,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379808225059212,0,0,0,0,0,0.299807294925213,0,0,0
X002142.CH.EQUITY,0,0,0,0,0.140971785555086,0,0,0,0,0,0,0,0.0451009629020522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147469499383545,0,0,0.208026956401612,0,0,0,0,0,0,-0.0519693813977964,0,0,0,0.0676996443790414,0,0,0,0,0.0540762697377986,0
X600048.CH.EQUITY,0,0,0,0,0,-0.187751273420864,0,0,0.0486480812818247,0.0668757340144216,-3.46944695195361e-18,0,0,0,0.590209402854022,0,0,0.160489834971993,-0.15992880944586,0,0,0,0,0.0250577022992206,0,0,0,0,0,0,-0.175117349723342,0,0,0,0.197470863041853,0,0,0.0867975659498458,-0.0323751277009944,0,0,0,0,0,0,0,0,0,0.465699566925279,0,0,0
X1109.HK.EQUITY,0,-0.0197227149563857,0,0,0,0,0,0,0,0,0,0,0,0,-0.00789735982685345,0,0,0,0,0.21737823510951,0,0,0,0,0,0.014237090608003,0.311587234134697,0,0,0,0,0.0523088204351592,0.195752901991613,0,-0.061146712581356,0,-6.93889390390723e-18,0,0,0,1.38777878078145e-17,0,-0.0537918701950137,0,0,-0.0270388122519133,-0.155745658494612,0,0,0,0,0
X2007.HK.EQUITY,0,-0.0556535524666276,0,0,0,0,0,0.100753223885986,0,0,0,0,0,0,0.0965984561645872,0,0,0,0,0,0,0,0,0.0339027113294752,0.0319969255224632,0,0,0.184021086405365,0.260176497666949,0,0,0,0.128215894619467,0,0,0,-0.0549982070284658,0.0491596377118803,-0.0108022091942397,0,0,0,-0.00365467715638541,0,-0.104325445908894,0,0,0,0,0,-0.193765220580312,0
X601818.CH.EQUITY,-0.110782506049222,0.286473323740095,0,0,0,-0.0181027319191416,0,-0.0340540123432394,0,-0.0459027542008546,0.240691509686044,0.0341927829889174,0,0,0,0,0,0,0,0,0,0,0,0,0.356014367171346,-0.0517176263405092,0.154839935931801,0,0,0.192419088458499,0,0,0,0,0,0,0,-0.0471998842588793,0,0.0644731496240684,0,0,0,0.0490737629881969,0,0,0,0,0,0,0,-0.0265932605576498
