,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0332482202042716,0,0,0,0,0,0,0,0,0,0,0,0,0.508757096016433,0.758983386746493,0.0106771144156574,0,0,-0.110857081104096,0,0.218613702315967,0,-0.226723476318258,0,0,-0.320920045440517,0,0,0,0,-0.0453895447751954,-0.0585199339566304,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.222599220208672,0,0,0,-0.0194187032190889,0,0,0,0,0,0.0200827878641713,0,0.136662962985899,0,0,0,0,0,0,0,0,0,0,0.0262011825968008,0,0.0827338303463501,0,0,0,0,0,0,0.221643587190347,0,0,0,0,0,0,0,0,0.0729881810851313,0,0,0.195216072432453,0,0.115014846284983
X601939.CH.EQUITY,0,0,0,0.818259837995464,0,0,0.0288101502242756,0,0,0.0268293882806477,0,0,-0.0472731578218876,0,0,0,0.066879050226618,0.0698235509420054,0,0,0,0.00569613497263755,0,0,0,0.0649637056808048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442598090727122,0,0,0
X601288.CH.EQUITY,0,0,0.888163626029642,0,-0.0797537290109751,0,0,0,0,0,0,0,0,0,0,0,0,0.178355887666253,0,0,0,0,0,0,-0.06590205617462,0.0431752568701316,0,0,0,0,0,0,0,0,0,0,0,0,0.0121256419192874,-0.108299824785021,0,0,0,0,0,0,-0.0215130605673255,0,0,0,0.0140698984126766,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0343891652852155,0.0631518583939104,0,0.379293304097761,0,0,0,0,0,0,0,0,0,0.124553500411593,-0.0400715597919467,0,0,0,0,0,0,0,0,0,0,0,-0.16575227988529,0.483450740630403,0,0.0151993905380256,0,0,0,0,0,0,0.0497999065870552,0.101262808777892,0,0,0,0,0,0.0987844584520757
X600036.CH.EQUITY,0,0,0.36275422505235,0,0,0,0,0,0.0218705717934992,0,0,0,0,0,0,0,0.142288774743034,0,0,0.00457668712189355,0,0,0,0,0,0.166213304018501,0,0,0,0.226737552108714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0403282328283143,0.0226319985579718,-0.00297442817165656,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0012382696304968,-0.145660269903279,0.0805508315631473,0,0.0276717708747918,0,0,0,6.93889390390723e-18,0,0.0374788226292836,0,0,0,0,0,0,-0.0746018712501708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106104405252507,0,0,0.0105598531608447,0,0,0,0,0,0,1.01453708648449,0.0371466870178423,0
X1299.HK.EQUITY,0,0.0751808780279748,0,0,0.221530888382882,0,0,0,0,0.226990345841627,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.218241555026491,0,0.323376277470205,0,0,0.140060778810167,0,0.165719218794823,0.183967434008651,0,0,0,0,0,0,0,0,0,0.0123247419053625,0,-0.100064526222493,0.163543643492986,0,0,0,0,0,0,0.0626152541867745
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266863538172114,0,0,-0.291137115427803,0,0,0,0.111332608325344,0,0.0434311853210334,0.254735205894206,0.37237633930835,0,0,0,0,0,0,0,0,-0.165551672284407,0,0,0.0375226097474994,0,0,0,0.0510713903692712,0,0,-0.175367068584959,0,0,0,0,0,-0.0833949302330724
X388.HK.EQUITY,0,0,0,0,0.283676664544333,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.191209327088611,0,0,0,0.151677691568592,0,0.202771154635859,0,0,0,0,0,0,0.122550861946077,0,0,0,0,0,0,0,0,0,0,-0.140167091439518,0,0.171710917800768,0.0479055606844555,0,0,0,0,0,0.163524949434244
X601658.CH.Equity,0,0,0,0.219248369407623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280559932704,0,0.0335081301474406,-0.0755050577205532,0,0,0,-0.0503062900774819,0,0,0,0,0,0,0.058089554657463,0,0,0,0,0,0,5.42101086242752e-20,0,0,0.289071607852478,0,0,0,0,0,0,0,0,-0.00206610745895887,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,-0.0164355955189352,-0.082750446095065,0.0579730427070016,0,0,0.274447671798076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197240683570157,0,0.0671667443310362,0,0,0,0,0.0853916037550595,0,0.0825038328645777,0,0,0.0696505784054604,0.242489933019232,0,0.0181807168741049,0,0.0769720215066488,0.040268162499709
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.015104640498393,0,0.514942122953784,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115909082113995,0,0,0.337239075091609,0,0,0,0,0,0,0.0870401470910003,0,0,0,0,0,0,0,0.0516358653039908,0,0,0.015858358286384,0.00570637931812022,0.0571857228551654,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.202831841021723,0.150025053182782,0,0,0,0.0532534434223685,0,0,0,0,0,0.00960114957021432,0,0.0350112544362869,0,0,0.0701554293947539,0,0,0,0,0,0,0,0,0,0,0.00633333297481637,0,0.0202350696672946,0,0,0,0.0175523101491108,0,0,0,0,0,0,-0.00737201749210794,0,0,0,0.486668494738334,0,0
X601328.CH.EQUITY,0,0,0,0.0475439565517752,0,0.106303610602346,0.0198693505967066,0,0,0,0,0,0,0,0,0,0.0307322065153165,0,0,0,0,0.385635998494035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240860301943511,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.180896447540851,0,3.46944695195361e-18,0,0,0,0.11804485785944,0,0,0.141860720601243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0350035845168179,0.100293346771347,0,0,0.0570233323055586,0.436214006944239,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0767346699357655,0,0,-0.054103006354334,-3.46944695195361e-18,0,0
X600000.CH.EQUITY,0,0,0.175608110093946,0.145117363550224,0,0.168773085213681,0,0,0,-0.0139485545092777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121124770602556,0,0,0,0,0,0,0,0,0,0.267709315454154,0,0,0,0,0.70173197317711,0,0,0.0805314268492249,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0.0685931394117938,0.0532686622406114,0.133988385500892,0,0,0,0,0,-0.0346178519394378,0,0,0,0,0,0.100658342288662,0,0,0,0.273738008205088,0,0,0,0.0115912742805111,-0.0612328544615469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104783170292088,0,0,0,-0.0180765782566761,0,0,0.203085417500865,0,0,-0.113624304671347,0
