,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.586930092818351,0,0.180513481842969,0.025857118264669,0,0,0,0,0,0,0,0.0627578608134405,0,0,0,0,0.0275150259650827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00157541377727542,0,0,0,0,0.0255103965596601,0,-0.0438366354946475,0.110202971848093,0,-0.0100354909623296,-0.0216865740402583,0,0,0,0,0.0431916183686643
X601939.CH.EQUITY,0.0575419370220449,0,0,0.576673642199326,0,0.0408656368027448,0,0,0,0.0244038064021432,0.0683525582480276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138638582320593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313027259336698
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.0127580770071725,0,0,0,0,0,0,-2.16840434497101e-19,0.0856618070053879,0.295224657319176,0,0,0,0,0,0,0.141298559689515,0,0,0,0,3.46944695195361e-18,0,-3.46944695195361e-18,0.0481459597541977,0,0,0,0.0032242144431742,0,0.0667530434939961,0.192061172269156,0,0.0138952639575583,0,0,0,0.0199419352062412,0,0,0.0642714803056539,0,0
X601288.CH.EQUITY,0.116474348825449,0,0.00652130081820211,0,0,0.0640562661840965,0,0,0,0.0824896760686805,0,0.0366787757855231,0,0,0,0,0,0,0,0,0,0,0,0,0.15051081956009,0,0.296892226635638,0,0,0.153337762220091,0,0.0581524871943019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.263623092098882,0,0.38897437378546,0,0,0.0941532780289671,0,0,0,0,0,0.160695642033613,0,0,-0.279530013818148,0,0,0,0,0,0.380041739646043,0,0,0,0.164472515584113,0,0,0,0,-0.132487411431459,0,0,0,0,0,0,0.0643117874798301,0,0,0,-0.401808466858486,1.73472347597681e-18,0,-0.138184105338656,-0.1879192333932,0
X601988.CH.EQUITY,0.123619748085242,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.603320480285168,0.0056340693719653,0,0,0,0,0.0203545005961543,0.139094918757681,0,0,0,0,0,-5.55111512312578e-17,0,0,0,0.0553890214469022,0,0,0,0,0.0252637890958263,0,0,0,0,-0.0901107797257146,0
X600036.CH.EQUITY,0,0,0,0,-0.0282031403477805,0,0,0,0.0323500533434415,0,0,0,0,0,0,0,-0.0222122285852666,0.0377889775322325,0,0,0,0,0,0,0.757626800147192,-0.00619471912776919,0.0323273324135224,0,0,0.103270713534935,0,0,0,0,0,0,0,0,0,0,0,0,0.0653836779852171,0.0704323210164341,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.234478139755358,0,0,0,0,0,0,0,0.171684437826567,0,0,0,0,0,0,0.124762872622633,0.00710930003426855,0,0,0,0,0,0,0.184746034047112,0.126577272375917,0,0,0,0,0.135956605490065,0,0,0,0,0,0,0,0,0,-0.112188590008332,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.218319022036216,0,0,0,0.0307741507663244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505686968609515,0,0,0,0,0,0,0,0,0,0,0,0,0.402711258608502,0.231693849701656,0,0,0,0.0293128476865222,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.171816367145158,0,0,0,0,0.115081694196313,0,0,0,0,0,0,0.256718128914993,0,0,0,0,0,0,0,0.224865090392031,0,0,0,0,0.0656234847776921,0,0,0,0,0.00607998424911512,0,-0.00585805514886491,0,0,0,0,0,0.198596057081693,0,0,0,0.0022184054346451,0,0,0,0.0278535723594321,0,0,0
