,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.127335800007219,0.0123064390657856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0947462715447109,0,0.481664118975825,0.326636328949911,0.0403836277160349,0,0.164891783374939,0,-0.252709959759865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363309994603621,0,0.00340118817055027,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.112465561169049,0,0,0,-0.0129400080776954,0,0,0.0666368944264156,0.144649207346766,0,0,0,0,0.142755607853516,0,0,0,0,0,0,0,0,0,0,0.0513885761596887,0.00501167846657156,0.0507395183020863,0,0,0,0,0.223388795333934,0,0,0,0,0,0,0,0,0,0,0,0.0724844796155025,0,0,0.142302935326586
X601939.CH.EQUITY,0,0.0642870678952662,0,0.814591543066873,0,0,0,0,0,0,0,0,-0.0308762677288484,0.0140228957580666,0,0,0.0778889724998812,0.0430638560833473,0.0213906614412886,0,0,0,0,0,0,0.0177664567880908,0.0271210825609773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240609222919169,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.867872030080438,0,-0.089678405240868,0,0,0,0,0,0,0,0,0,0,0.0273311762624053,0,0,0.15326491904279,0,0,0,0,0,-0.0278544964824947,0.0537571754332833,0,0,0,0,0,0,0.0433294147623041,0,0,0,0,0,-0.0320007205012227,0,0,-0.116131924100258,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.105510288816201,-0.0968768029879372,0.39958243524858,0,0,0,0,0,0,0,0,0,0.00275329004631141,0,0,0,0,0,0,0.00441772128047863,0,0,0,0,0,0,0,0.590167538074999,0,0,0,0,0,0,0,0,0.271380248111527,0,0,0,-0.0474545415160041,0,0.066734340350618
X600036.CH.EQUITY,0,0,0.408636345709189,0,0,0,0,0,0.0223462850893089,-0.00517109251957152,0,0,0,0,0,0,0.105591495316444,0,0,0.00634911702042417,0.0126624904609482,0,0,0,0,0.188886253871676,0.12002247300822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.159607393246992,0.0816867594034892,0,0.0269796148670376,0,0,0,-0.000837953355793241,0,0.0384790513270662,0,0,0,0,0,0,-0.0725874180089003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105751258877366,0,0.0108060989020801,0,0,0,0,1.01773852517747,0,0.034824242966356,0
X1299.HK.EQUITY,0,0,0,0,0.156518486988276,0,0,0,0,0.125865417066065,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199524784370843,0,0.390448362834463,0,0,0.0917306101082053,0.335816990180105,0.171248621869703,0.102472324259856,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,-0.15229778941436,0,0.0651074219141878,0,0,0,-0.040311592622595,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150457861498619,0,0,0,0,0,0,0.231065048002333,0,0.480481081791864,-0.129657747500036,0,0,0,0,0,0,-0.0315021632836883,0,0,0,0.0046556813700507,0,0,0,0.0108947542427199,0.0672355347417778,0,0,0,0,0.12890294338856,0,0
X388.HK.EQUITY,0,0,0,0,0.236379263815127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330075182595258,0,0,0,0.180368617346622,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,-0.154582598834217,0,0,0,-0.00606072599336655,0.110602885204192,0.152127920500222,0,0,-0.213010297982267,0,0.0560128270342049
X601658.CH.Equity,0,0,0.0517770706065946,0.181165843538145,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.301157161994922,0,-0.0564069429634926,0,0,0,-0.0479353604515184,0,0,0,0,0,0.0606048192988386,0,0,0,0,0,0,0,0,-0.0187311050452616,0,0,0.272460891957025,0,0,0,0,0,0,0,-0.00618008346532839,0
X600030.CH.EQUITY,0,0,0,0,0.0426202528113348,0,0,0,-0.0585727623542925,0.053297413422384,0,0,0.263794356018344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00384058251286748,0,0.0532905249935051,0,0,0,0,0,-3.46944695195361e-18,0.227215425686292,0,0,0.2376584752947,0,0.089227016982369,0,0,0.100501518129936,0,0.0543016633227993,0,0,0,0.0402327142325234,0.0694413090557389,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.472840633695487,0,0,0,0.105732038460996,0,0,0,0,0,0.0288667065963786,-0.0142604788352615,0,-0.0863238844168543,0,0,0,0.326878944059336,0,0,0,0,0,0,0,0,-0.0326684482959858,0,0.0502618806773225,0,0,0,0.0964292911639795,0,0.0188639975499303,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.132127980481909,0.215784018603894,0,0,0,0.0500648853662961,0,0,0,0,0,0.0262799103286468,0,0,0,0,0.0710736543704207,0,0,0,0,0,0,0,0,0,0.031120071776998,0.0998971700725809,0.00762503695218069,0,0,0.0472729776552054,0,0,0.00153237137257865,0,0,-1.73472347597681e-18,0,0,-0.019251770335582,0,0,0.41593683449444,0,0,0
X601328.CH.EQUITY,0,0,0,0.0462914071514375,0,0.113093783192586,0.0205456905309416,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0291127244469611,0,0,0,0,0.373415765323876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248236222540158,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.174343816980201,0.091041487220252,-0.129633946979577,0,0,0,0.0960192615731035,0,0,0,0.200105389693094,0.00119785195005556,0,0,0,0,0,0,0,0,0,0,0.155056034191449,0,-0.0497617947365748,-0.160654465562509,0.0776422850102818,0,0.111974010695386,0,0,0,0,0.0406127001407949,0,0,0,0,0,0,0,0.0293194339568943,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0.0860124821577208,0.263427636728996,0,0.154056500176677,0,0,0,-0.047011009568294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0337714702978364,0,0,0,0,-0.0983678446167496,0,0,0,0.309110092853835,-8.67361737988404e-19,0,0,0,0,0,0,0.691624309186183,0,0,0,0,0,0,0,0.0784853978568412,0,0.0407438443588552
X000001.CH.EQUITY,0,0.158284932515773,0,0,0,0,0,0,0,0,0,0,0,0.111754121132137,0,0,0.145692958916864,0,0,0.147334011377646,0.0223543492934207,0,0,0,0,0,0.173062771387911,0,0,0,0.00146209618862129,-0.0173802081420032,0.0917701853955591,0,0,0,0,0,0,0,0,0.0222320720195683,0,0.0241388548544564,0,0,0.0620810055496681,0,0,0.0342530683622082,0,0
X601319.CH.EQUITY,0,0.0712540528730113,0,0.196056301721382,0,0,0,0,0,-0.00909928076905295,0,0,0,0,0,0.0668316499603577,0,0,0,0.150000251075046,0,0,0,0.107884216798574,-0.0521451154484234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28714099025541,0,0,-0.049279349194833,0
X601601.CH.EQUITY,0,0.124023855277142,0,0,0.277521717549035,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.209937201903896,0.194009800523178,0,0,0,0.0285827115737185,0,0,0,0,0.0320089880314481,0.0447169809272361,0,0,0,0,0.108611673382825,0,0,0,0,0,0,0,0,0,0.357839585754012,0,-0.158720477660207,0,0,0,0,0.0590718071771113,0
