,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.25462925670067,0,0.0538522101313455,0,0,0.305167955230124,0,0,0,0.132371733218694,0,0,0,0.0419995593839003,0,0,0,0,0,0,0,0,0.12413836680187,0,0.0211882162478991,0,0,0,0,0.0254072779803958,0,0,0,0,0,0.119197530257798,0,0,0,0,0,0,0,0,0,0,-0.0106464572393896,0,0,0
X601318.CH.EQUITY,0,0,0.245645977219768,0,0,0,0,0,0.0732332665461534,0,0.0597737184978093,0,0.0377971385156469,0,0.181286417162714,0,0,0,0,0,0,0.0720174420775109,0,0,0,0,0,0.153700731010406,0,0,0,0,0,0,0.0377283142036055,0.0180169019053383,0,0,0,0,0.0803700003106751,0,0,0,0,0,0,0.00760546403939548,0,0,0,0
X601939.CH.EQUITY,0.38619792758575,0.0922935343486635,0,0,0,0,0,0.00692329541050642,-1.0842021724855e-19,0,0,0,0,0,0,0,0.17396712210794,0.154776326863193,0,-0.0860042720955121,0,0,0,0.0317821436600586,0,0,0,0.148651267711724,0,0,0,0,0.323683498895002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,-8.67361737988404e-19,0,0,0,0.0169025575153192,0.483243415710722,0,-0.0883473781446383,0,0.0984708912312894,0,0,0,0,0,0.0221791415233781,0,0,0,0,0.063660267266847,0,0.125833596993315,0,0,0.0917774836824807,0,0,0,0,0.0420257932125858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0494700208275092,0.0120426985029959,0,0,0
X600036.CH.EQUITY,0,0.0401226937057922,0,0,0,0.259163301179047,0,0,0,0,0,-0.0497501444187487,0.145771712014499,0,0,0.179908795854439,0,0.0161427955807437,0,0,0,0,0,0.444397932754882,0,0,0.118916498213783,0.0374935761262076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084224331913816,0.121674795902751
X1299.HK.EQUITY,0,0,0,-0.0891195263228595,0,0,0,0,0,0.18097318109672,0,-0.0511240068234241,0,0,0,0,0,0,0,0,0.0468795390075977,0,0.154426140650086,0,0,0,0,0,0,0,0,0,0.10572818399777,0,0,0,0,0.148271621934719,0,0.134912294270439,0,0,0.114550656789804,0.0447423776914704,0,0,0,0,0.204745477826529,0,0,0
X601628.CH.EQUITY,0.0147649067127052,0,0,0,-0.0388439332968616,0,0,0,0,0,0,0,-0.002611078461308,0,0,-0.302620623353534,0,0,0,0.243934696822533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526126590413954,0,0,0.627184370138938,0.13578883610264,0,0.0173267789339988,0,0,0,0,0,0,0,0,0,0.011463576516171,-0.0737780381658441,0.17651126051837
X601988.CH.EQUITY,0,0,0.0746528467426131,0.490662238184881,0,0,0,0,0,0.0748807387611329,0,0,0.117141787285026,0,-0.0108435619339893,0,0.151380003915521,0,0.016519422287542,0,0,0,0.0545907578786657,0,0.0331492832425953,0,0.0211011801609386,0,0,0,0.0558095836604594,0,0,0,0,0.0305758432554992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.237431868944608,0,0,0,0,0,0,0,-0.0841218887222176,0,0.127106896064091,0,0,0,0,0,0,0,-0.182748515328481,0,0,0.0730508851058282,-0.0103925760697822,0,0.259280319288802,0,0,0,0,0,0,0.0237981848086991,0,0,0,0,0,0,0,0,0.206755865874221,0,0.135661938769307,0,0,0,0,0,0,0,-0.198221116483298
X388.HK.EQUITY,0,0,0,0,-0.298274583996419,0.270288595346894,-0.0314141323657949,0,0,0,0,0,0,0,0,0,0,0,0.27936988987297,0.322960477193661,0,0,0,0,0,0,0,0,0,0,0,0,-0.0835314566421008,0,0,0,0,0,0.11691857282482,0,0,0,0,0,0,0.0438785357976288,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.114834205187456,0.483038085648278,0,0,0.0995190232948649,0,0,0,-0.0111611480075525,-0.0551005213902844,0,0,0,0,0,0,0.15985161769572,0,0.157450475741772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068151002577584
X601658.CH.Equity,0,0,0,0.00902014299549779,-0.23722051427322,-0.039549923565468,0.10634215959864,0.437973017806998,0,0,0.389603447727886,0,0,0,0,0,0.288162612213293,0,0,0.252180309961573,0,0,0,0,0,0,0,0,-0.397193674694088,0,0,0,0,0,0,0,0,0.123714584937987,0,0,0,0,0,0,0,0,0,0,0,-0.0131289881848484,-0.055323530138213,0
X000001.CH.EQUITY,0,0.116427374342306,0,0,0.152872751189193,0,0,0.199067266485925,0,0,0.48146744066188,0,0,0,0.0610623279948776,-0.0625227088874272,0,0,0,0,0,0,0.153019553994305,0,0,0,0.227477556831318,0,0,0,0,0,-0.277844193467342,0,0,0,0,-0.112117836213225,-0.0494797255635566,0,-0.00206816036102239,0,0,0,0,0,0,-0.0872681201146507,0,0,0,0.112068975547567
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295403703608008,-0.0230053880886166,0,0,0.161421458220451,0.173827358053245,0,0,0,0,0,0,0,0,0.0692316570244649,0,0,0,0,0.113390038188526,0,0,0.09187987996483,0,0,0,0.157728529812875,0,0,0,0.197601239766061,0,0.0597031740734738,0,0,0.0405820573671552,0,0
X601601.CH.EQUITY,0,0.391692409803702,0,0,0,0,0,0.063925162271276,0,0,0,0,0.140740341318339,0,0,0,0,0,0,0,0,0.366650023533643,0,0,0,0.0285411890867719,0,0,0.0314597019003117,0,0,0,0,0,0,-0.0692507061911947,0.0434347819149171,0,-0.122517799771784,0,0,0.093522770399324,0,0.0370670685827696,0,0,0,0,0,0,-0.0322883534676375,0
X000002.CH.EQUITY,0,0,0,0,0,0,-0.0543136682813613,0,0,-0.147189187946691,0,0.0801436276661888,0,0,0,0,0,0,0,0,0,0,0,-0.0110597753166302,0.276911613094952,-0.0410259792479133,0,0,-0.182215329178616,0.0876676725551574,0,0.363969786093908,0.0708819634085973,0,0,0,0,0,0,0,0,0,0,0,0.256485370920325,0,0,0.0418429419158118,0,0,0.00997444066102862,0
X601328.CH.EQUITY,0,0,0,0,0,0,0.0332143443911071,0,0,0,0,0.179543953034394,0,0,0,0,0,0.372391164279842,0,0,0,0,0,0.0687598827547771,0.00188233457235456,0,0,0,0,0,0,0,0,0,0.0925684215472328,0,0,0.14427391569986,0,0,0,0,0,0,0,0,0,0,0,0,-0.0377766195713202,0
X600000.CH.EQUITY,0,0,0,0,0.0919098460641677,0,0,0,0,0,0,0,0,0,0,0,0.401563202333046,0,0,0,0,0,0,0.0339017783133648,0.0931600956592945,0,0,0,0,0,0,0.0433874427329305,0,0,0,0,0,0,0.0756198100615002,0,0,0,0,0,0,0,0.00167166487206796,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.071926583554115,0,0,0,0,0,0,0,0,0.0378915934014117,0,0.589351802050846,-0.0612592157150951,0,0,0,0,0,0,0,-0.0900353837275756,0,0.0673678843296053,-0.169588028903055,0,0,0,0,0,0,0,0,0,0,0,0,0.178783275040122,0,0,0,0,0,0,0,0.0841852765416658,0,0,-0.0776868019928096,-0.176476170523105,0.0312616852238289
X300059.CH.EQUITY,0,0,0,0,-0.0508743776080924,0,0,0,-0.0359890287985797,0.0518671782629646,0,0.0265259447869283,0,0.274686805814092,0.108809377804772,0,0,0,0.170773124390511,0,0,0,-0.0610952014933426,0,0,0,0,0,0,-0.0188269424569274,0,0,0,0,0,0,0,0,0,0,0.192774713269032,0,0,0,0.171857098434196,0.121838195012561,0,0,0.111912013285847,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263325565408619,0,0,0,0,0,0.0665944059328181,0,0.016838194288107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329284660609865,0.0852975610076663,0.555774878047139,-0.0213264414955266,-0.445836866107781,0,-0.0928756313427043,0.0619338629359314,0.0115836957722771,0,0
X601319.CH.EQUITY,0,0.0588122983390981,0.2081471894273,0,0.00126434600972282,0.0124583693527196,0,0,0,0,0,0,0,0.242881492277681,0,0,0,0.0649377795136246,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156348821960462,0,0,0.0274824422702043,0,0.133197699567919,0,0,0,0,0,0,0,0.0239621499322154,0,0,0,0,0,0,0
