,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601066.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.195151034269949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.00760147188712043,0,0.107344679741627,0,0,0,0.36418154130809,0,0,0,0,0,0,0,0,0,0,0,-0.11852703234969,0.144804989401943,0,0.0442651135656451,0,-0.0977058349472879,-0.12114769165317
X601939.CH.EQUITY,0.15007612757045,0,0,0.251216632384656,0,0,0,0,0,0,0,0,0,0.242534120213456,-0.0726830443586151,0,0,0,0,0,-0.0677706429809161,0.0316868812411466,0,0,0,0.343499160866447,0,0,0,0,-0.08467420819545,0,0,0,0,0,0,0,-0.0479952603614297,0,0,0,-0.0549640694793502,0,0,0,0,0,0.153493853793741,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.277829168879827,0.100058708244313,0,0,0,0,0,0,0.0119922849410505,0,0,0,0,0,4.33680868994202e-19,0.0279936027865702,0,0,0,0,0.131345281676351,0,0,0,0,0,0,0,0,0,0,0.168482653854867,0,0,0,0.0867557945856989,0,0,0.0406623963542323,0,0,0,0,0,0,0,-0.0357322950553117,0
X601288.CH.EQUITY,0,0.244940841378684,0.0479890823295561,0,0.388655411772963,0,0,0,0,0,0.149346587675028,0,0.110987611138222,0,0,0,0.0750840419111377,0,0,0,0,0.0210444458431384,0,0,0,0,0,0,0,0.0333495964219931,0,0,-0.0533181762468837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353330330301338,-0.0694116079161579,0,0
X601988.CH.EQUITY,0,0,0,0.38094898078599,0,0,0.0234393006966008,0,0,0.303468607721222,0,0,0,0,0,0.311740483202831,0,0,0.0279778737152897,0.0929226926542999,-1.38777878078145e-17,0.140626170830022,0,-0.0627871836389222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.46634914829565,0,0,0,0.0465638175891803,0,0,0,0,0,0,0,0,0.344368379413437
X600036.CH.EQUITY,0,0.157852561504816,0.0170575203902555,0,0,0,0,0.0278734302170417,0,0,0,0,0.0638703182704408,0,0,0,0,0,0.099036290841049,0,0,0,0,0,0.235881505145363,0,0,0,0,0,0,0,0,0.377395638114908,0,0,0,0,0,0,0.0676665391918867,0,0,0,0,0,0,0.0792820286226089,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0208198604985034,0,0.120935025192079,0,0,0.0765977513879229,0,6.93889390390723e-18,0.293967218406804,0,0,0,0,0,0,0.0257859478273496,0,0,0,0,0,0,0.0325718832675948,0,0,0,0,0,6.93889390390723e-18,0,0,0.340556457120709,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,-0.00300015891000602,0,0,0,0,0.208435899934785,0,0,0,0,0,-0.156232817159952,0,0,0,0,0.168384965331846,0,0,0,0,0,0.195398244004859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646426996174655,0,-0.0215384611798808,0,0,0,0,0,0.253325182145733,0,-0.0767303336072486,0.0589376747935421
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132833805445335,0,-0.135325213316055,0,-0.0101557159685864,0,0,0,-0.395458528134153,0.807364362198001,0,0,0.574298230576194,0,0,0.195024037713288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109315882056081,0,0,0,0,0,0
X601658.CH.Equity,0,0.0263223289416975,0,0.0388873071070056,0.0963611209113833,0,0,0,0,0,0,-0.0345895403430539,0,0.0548661571793185,0,0,0,0,0.140855012258329,0.233546224166944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333190874308488,0,0.134105186890319,-0.159235136512144,-6.93889390390723e-18,0,-0.134202491560366,0,0,-5.42101086242752e-20,0,0,0,0,0,0
X601328.CH.EQUITY,0.273485467953703,0.212023375533688,0,0,0,0,0,0,0,0,0,0.0469568736630036,0,0.0135585399888249,0.14631800020812,0,0,0,0,0,0,0.0417758854968129,0,0,-0.059745611182846,-3.46944695195361e-18,0,0,0,0.134981444685698,0.0909977224880778,0.0625602053795007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0292487226654909
X388.HK.EQUITY,0,0,0.294246248086248,0,0,0,0,0,0,0,0,0,0.00287541437209589,0,0,0,0,0.0445953955254426,0,0,0,0.0390323486497097,0.0393053832882834,0,0,0,0,0,0,0,0,0.0929387292259152,0,0,0,0.0383954207506975,0,0,0,0.0407239142981005,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0381561920978405,0,0.121830920181323,0,0,0.240877109566522,0,0,0,0.0206467676374931,0.037311902333301,0,0,0,0,0,0,0,0,0,0,0.113566739997296,0,0,0,0,0,0,0,0.28254524079006,0,0,0,0,0,0,0.000219790213974762,0,0,0,0,0,0,0,0,0,0,0,0.15183960671195,0,0,0
X600000.CH.EQUITY,0,0,0,0.180512203704253,0,0.00731338963290831,0,0.0159638768234291,0,0,0,0,0.350107213087258,0,0,0,0,0,0,0,0,0.0258905116057801,0,0,0,0.0733652719593584,0,0,0.163159668514512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183805138466468,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00851994828577971,0,0,0,0,0.0853905202824256,0,0,0,0.150473265292137,0,0.0581206105168305,0,0,0,0,0,0.0714846746025495,0,0,0.303386960283496,0.171066331870366,0,0.0209718087929327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0383281163657428,0,0,0,0,0,0,0.0732011430093038,0,0.333975530069675,0,0,0,0,0,0,0,0,0,0,0,0.222250139342209,0,0.0780828772029507,0.134525201693799,0,0,0.0723813203313272,0.0388894024257528,0,-4.33680868994202e-19,0.0218170797768881,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.342753737570542,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0540380352153321,0.185255955440267,0,0,0,0,0,0,0.0157535697256136,0,0,0.0156246926026358,0,-0.0229700662971311,0,0,0.337605953401408,0,0,0.136877940907077,-0.127478455998089,0,0.0745925297345352,0,0,0,0,0,0,-0.00836872211624507,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0.0407920249641303,0,0,0,0,0,0,0.200166328159261,0,0,0,0,0,0,0,0,0,0,0,0,0.271589122671178,0,0.0154925899492336,0,0,0,0,0,0,0,0.280598651271191,0.0668787616837857,0,0,0,0,0,0,0,0,0,0.0843913758334985,0,0,0,0
X000001.CH.EQUITY,0,0,0.190804216120118,0,0,0,0,0,0,0,0,0,0,0,0.157808471484682,0,0,0,0,0,0.0511337206792699,0,0,0,0,0,0,0,0,0,0.109176744547004,0,0,0.285236407320703,0,0.0634172968761993,0,0.0590308331262186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0.131490617320124,0,0.00243774316223367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0084620090916432,0,0,0,0.0415787056454072,0,0,0.147469919793778,0,0,0,0,0.101217126424101,0,0,0.218046651408161,0,0.105393835446943,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,-0.0235564294350782,0.0584418657567678,0,0,0,0,0,0,0.270382854702268,0,0,0,0,0,-0.0347219057522917,0,0,-0.0954749214133731,0,0,0,0,0,0,0.0953091933896984,0,0,0,0.451585925367071,0,0,0,0,0,0,-0.0296823691855333,0.0417726605505381,0,0,0,0,0.0448113698285658,0,-0.00382613356167881,0
X600016.CH.EQUITY,0.0185030608650053,0.031079840149787,0,0.145121686387837,0,0,0,0,0,0,0.290163237654689,0,0.0350254039857618,0.0842601891878091,0,0,0.23395140880477,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216039053725923,0,0,0,0,0,0,0,0,0,0,0.0199908329233322,0.119363678020534,0,0,0,0,0.0459403457434502,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.0943285544529771,0,0,0,0,0.0378754594459365,0,0,0,0,0,0,0,0.011984846710142,0,0,0,0.2845437070375,0,0,0.020076176463418,0,0,0,0,0.138490517172054,0,0.0175834735082618,0,0,0,0,0,0.325432685057614,0,0,0,0,0,0.00941080602122864,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.235020638837922,0.290881779591629,0,0,-0.0205466457101112,0,0,0,0,0.0701462011299277,0,0,0,0,0,0.229317822166278,0,0,0,0,0,-1.38777878078145e-17,0,-0.00446609331886185,0,0,0.0437462464208088,0,0,0,0,0,0,0,0.103073442452901,0,0,0,0,0,0,0,0,0,0
