,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X688.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.00618782312640272,0,0.46577987932447,0,0,0,0,-0.00767963159743271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161395932785232,0,0,0,0,0,0,0,0,0,0.245547229446869,0,0,0,0,0,0,0,0,0,0.0154059542701599,0.231198283054923,0,0.0203668582295431,0
X601318.CH.EQUITY,0,0,0,0.0284263123726816,0,0,0,0.0603559619988408,0.109560910616129,0,0,0,0,0.0543790758900218,0,0,0,0,0.260146795521508,0,0.215281315563523,0,0,0.0242294699460228,0,0.138832562059295,0,0.083947295447081,0,0,0,0,0,0.0261585357777905,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106691973394984
X601939.CH.EQUITY,0,0,0,0,0.330315997750858,0,0,0.113122855787189,0,0,-0.0604140075786831,0,0,0,0.0283098221835428,0,0,0,0,0.0656578743272474,0,0,0,-0.118990832038038,0.393726070925086,0,0.165016596173923,0,0,0,0,0,0,0,0,-0.0990210479874422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207686606542091,0.0199467834841152
X600036.CH.EQUITY,0,0.188933156308418,0,0,0,0.0716297793367004,0,0.0934130084455884,0,0,0,0,0,0.216942620619161,0,0,0,0,0,0,0,0.0322817249754588,0,0,0,0,0,0,0.333292271017937,0.108351009213054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00191005029803262
X601288.CH.EQUITY,0.264930627701264,0,0.0618664114927156,0,0,0,-0.118458720154546,0.196373538585006,0.136441095111473,0,0,-0.0508471679055896,0,0,-0.0199068441407865,0.182476996582681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19023525979605,0,0,0,0,-0.11354248846771,0
X601628.CH.EQUITY,0.105788837922061,0,0,0,0,0,0,0,0,0,0.0110844511258486,0,0,0,0,-0.0459048020619183,0.198035465091029,0,0,0,0,0,0,-0.0544981064997325,0,0.0434961399072969,0,0,-0.107335734239107,0,0,0.0269871251437712,0.203013717102603,0,0,0.0833828534415851,0,0.556552856202768,0,-0.041529578913527,0,0.0761411835176854,0.0123863327230287,0,0,0,0,0,0,0,0,0.0212310167441192
X1299.HK.EQUITY,0,0,-0.153877122621129,0,0,0,0,0,0,0,0.177079281727102,0,0,-0.0235077480204689,-0.0465803139537931,0,0,0,0,0,0,0,0.0369160402139214,0.0657450791926761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259328172848838,0.184073134268955,0,0.0322211221223765,0.0630210484062339,0.237245641081444,0,0,0,0.0573071151278464,0,0,-0.0533613523297023,0
X601988.CH.EQUITY,0.031255723509938,0.0191540040757447,0.0471560905021281,0.351793529445167,0.171817511101207,0,0,0,0,0,0,0,0,0,0,0.189678172583729,0,0,0,0,0,-0.00844109289435824,0,0,0,0,0,0.0753846375763655,0,0.0176213572663104,0,0,-0.119768233077227,0.281542590519143,0,0,0,0,-0.0865252403827139,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.0451762230541647,0
X5.HK.EQUITY,0,0.112686207422884,0,0,0,0,0,0,0,0,0,0,0,0,0.00436418476776325,0,0,0,0,0.111247191308342,0,0,0.152682059348232,0.0379237992413922,0,0,0.0281815416600438,0,0,0,0,0,0,0,0,0,0,0,0.283166429221232,0,-0.0501678868224281,0.261559402380374,0.184811583336211,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0.108278091450043,0,0,0,0,0.0920641914734819,0,0,0,0.0573361856424696,0,0.0665484910984562,0,0.0157934359030419,0,0,0.309854405564142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098856188359541,0,0,0,0,-0.0966486652640278,0,0,-6.93889390390723e-18,0,0,-0.0575938057570992,-0.0731138234413485,0,0.113965277015062,0,0,0,0
