,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.00293021071391315,0,0.260284319376602,0,0,0,0,0,-0.159165691646092,0,0,0,0,0,0,0,0,0,0,0.465894501060368,0,0.467008359477087,0,0,0.156783949292084,0,0,0,0,0,-0.146159906328825,0,0,-0.247781801146842,0,0,-0.906957536365302,0,0,0,0.0434040437920188,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.273949820526829,-3.46944695195361e-18,0,0,0,0.0975426289441886,0,0,0.0699303899607681,0,0,0.217200965213245,0,0,0,0.00544006490988066,0,-0.0319515622413119,0,0,0.0688769232912183,0,0,0,-0.0922524219359479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543824255058531,0.301284151187692,0,0,0.0842134044757023,0.174365174081945
X601318.CH.EQUITY,0,0,0,0,0,0.388965203878977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15699737005648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330372910342054,0,0,0.0180019770683655,0,0,0,0.0323738395451904,0,0,0
X601288.CH.EQUITY,0,0.394266710999921,0,0,0.226154661115291,0,0.0561370562441627,0,0,0,0,0.204099975032791,0,0,0,-0.0553659911807847,0,0,0,0,0,0,0.211718142063994,0,0,0,0,0,0,0,0,-0.00940945932336566,0,0,0,0,0,0,0,0,0,0,0,-0.0537410631283283,0,0,-0.0917908721380948,0,0,0,0,0
X601988.CH.EQUITY,0,0.261139882244163,0,0.134282807884945,0,0,0,0,0,0.0632314186537952,0,0,0,0,0,0,0.0954358558951136,0.0521241981584818,0.111213531661464,0,0,0,0.0442533165528431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.554691157704873,0,0,0,0.158552376707461,0,0,0,0,0,0,-0.0423870714725283,0.352426096320403
X600036.CH.EQUITY,0,0.0716562915183167,0,0,0,0,0.0811106419012,0.0388677655682964,0,0,0,0,0.105513767256512,0,0,0,0,0,0,0.0010045022948033,0.141836903351993,0,0,0,0,0.0161446313690137,0,0,0,0,0,0,0,0.425228042439797,0,0,0.00592637214242805,0,0,0,0,0,0,0,0.091584191756108,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.192137008294027,0,0,0,0.13141399370253,0,0,0,0.268101202450185,0,0,0,-0.0971766396317503,0,0.0308978801476562,0,0.152284651906737,0,0,0.0340905824329009,0,0,0,0,0,0.00811744603477137,0.0181172812227294,0,0,0,0,0,0,0.315307784660397,0,0.0233916130118497,0,0,0,0,0.0813473888477993
X601628.CH.EQUITY,0,0,0,0,0,0.365042925088088,0,0,0,0,-0.161717714715264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136949017492415,0,0.063026296260074,0.164257729635777,0,0.0838551818984251,0,0,-0.0859305321026468,0,0.0946937131401552,0,0,0,0.0509027483323722,0,0,0.0150405528945014
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145355214718368,0,0,0.087328632788377,0.834223842588388,-0.593758285744198,0,0,0.655291151079849,0.050515395054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150616043355833,0,0
X601658.CH.Equity,0,0,0,0.101959189933952,0,0,0,0,0,0,0,0,0.144939454345005,0,0,0,0,0.14560158211162,0.2190057259284,-0.343072290129513,0,-0.160395797348929,0.0638756847362499,0,0,0,-0.194773448128603,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.715227863387435,0,0,0,0,0,0,0,0,0,-0.0838661568862869,0
X388.HK.EQUITY,0,0,0.1682256050381,0,0.117682145691466,0,0,0,0,-0.219812756884368,0,0,0,0,0.212449108336889,0,0,0,-2.16840434497101e-19,0,0,0.342096115835471,0,0,0,0,0,-0.103819119700943,0,0,0,-0.0343730626263122,0,0,0,0,0.160856985631221,0,0,0.135582606800979,0,0,0,-0.0614571380446303,0,0,0,-0.134989225134102,0,0,0,0
X601328.CH.EQUITY,0.22018618837785,0,0,0.263647590404456,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0.0845854293357378,0.0445657471397474,0.0591611663011261,0,0,0,-0.025624709448633,0,0,0.126163392875832,0,0,0,0,0,0,0.0937184312318732,0,0,-0.021370515837143,0,0,0,0,0,0,0,0,0,0.0694419614064246,0,0,0,0.104591971321253,0,0.0867432231153197,0,0
X601166.CH.EQUITY,0,0.162529397348096,0,0.130822691666324,0,0,0,0,0,0.0334038492877159,0.0141405664724624,0,0,0,0.296573228182755,0,0,0,0.0268635845440254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638297211167164,0,0,0,0,0,0,0,0.023221550953172,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237254877717479,0,0.014468744566698,0,0,0,0,0,0,0,0,0,0,0,0,0.382441458148656,0.059770407494561,0,0.0538876299571709,0,0,0,0,0.0273310215937474,0,0,0,0,0.057628055462512,0,0,0,0,0.00855642483322229,-0.0317371646106475,0
X600000.CH.EQUITY,0,0,0,0.200716314205683,0,0.0283653301943343,0,0,0.0720169580613189,0,0,0,0.305853157779467,0,0,0,0,0,0,0,0,0,0.0942943776639128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119578280416322,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0.0289079678676839,0,0,0,0,0,0,0,0,0.0331779545878921,-0.0229630461497163,0,0,0.0375880934793459,0,0,0,0,0,0,0,0,0.187983720828746,0,0.112181064595928,0,0,0,0.060539406919408,0,0,0,0,0,0,0.189502522365151,0,0,0,-1.73472347597681e-18,0.018950474330947,0,0,-0.0446574511917789
X601066.CH.EQUITY,0,0,0,0,0,0,0,-0.1290318089775,0.0202076877128646,0,0,0,0,0.388218218012773,0,0,0,0,0,0,0,0,0,0,0.092192589502261,0,0,0,0,0.0393040939687071,0,0,0,-0.0912523321678851,0.267438077227226,0,0.0893231469108874,0,0,-0.0672665940423598,0,0,0,0,0,0,0,0,0,0.0116076768128686,0,0.0104683505870155
X601319.CH.EQUITY,0,0,0,0,0.0737785111926685,0,0,0,0,0,-0.0456137383988829,0,0,0,0,0.0525794722870507,0,0,0,0,0.0295504051106604,0,0,0,0,0,0.0116784360076085,0,0,0,0,0.163130187195467,0,0,-1.73472347597681e-18,0,0,0,0.328923456035671,0.194840293149229,0,0,0,0.126875540508209,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.142927875423987,0,0.0618383158957293,0.126078416512432,0.0358860276454268,0,0.0944955179709421,0,0,0,0,0,0,0,0,0,0,0,0.129849100127511,0,0,0.107546795104607,0,0,0,0,0,0,0,0,0,0.15974264594546,0,0,0,0,0,0.0237064261873938,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0864017685477174,0
