,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.586390472714343,0,0.0163107971189548,0,0.0301409080767932,0,0,0,0,0,0.100993292699092,0,0,0,0,0,0.0914936499408101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0645254482512075,0,0,0.0611493197213178,0,0,0,-0.0456834725752059,0,0.0257543560118847,-0.00746037965641987,0.00291983020892338
X601318.CH.EQUITY,0,0,0,0,0,0,0.151648368961879,0,0.0900960757862753,0,0,0,0,0,0,0,0.0700441184312279,-0.00955310344458832,0.248056634952987,0,0,0,0,0,0,0,0,0,0,0,-0.0144064524932614,0,0,0.0469971564318868,0,0,0,0,1.73472347597681e-18,0.182934377657128,0,0.0437581259498794,0,0,0,0,0,0.144407512758696,0,0,0
X601939.CH.EQUITY,0,0,0,0.353107222152213,0,0.27945673879081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239258667839383,0,0,0,0,0.168425239445638,0,0,6.93889390390723e-18,0.0107854003665464,0,0,0,0,0,0,0,0,0,0,0,0,0.0029748740461574
X601288.CH.EQUITY,0.0654063049639493,0,0.241761259281052,0,0,0,0,0,0,0.15971156742328,0,0,0,0,0,0,0,-0.0139179287842552,0.128017424960036,0,0,0,0,0,0.154314962223267,0.0436681655932998,0,0,0,0.125671834267451,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.270445798818104,0,0,0,0,0,0,0,0.230107205016137,0.0096522695507869,0,0,0,0,0,0,0,0,0,0,0,0,0.307482067200257,0,0,0,0,-0.0651294794100663,0,-0.0363875086989853,0,0,0,0,0.206893040805521,0,0,-0.0628435498845045,-0.353849814491662,0,0,0,-0.248677362607042,0
X601988.CH.EQUITY,0.162711580625746,0,0,0,0,0,0,0,0,0,0,0,0.0106984817822852,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.564152479997378,0,0,0,0.00216927566995829,0,0,0.11424185916154,0,0,0,0,0,0,0,0,0,0.0744125227217255,0,0,0,0.0374840000711274,0,0,0,0,0,-0.0887608255247249,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0246652502334202,0,0,-0.0226521947184263,0,0,0,0,0,0,0.0726482352339957,0,0,0,0,0,0.716344734064329,-0.00811966097333335,0,0,0.0267704618546253,0.09615594319184,0,0,0,0,0,0,0,0,0,0,-0.0012836339919178,0,0.0667981655177935,0,0.0531894099351553,0,0,0,0,0,0
X1299.HK.EQUITY,0,2.77555756156289e-17,0,0,0,0,0.167536448970758,0,0,0,0,0,0.301296139722791,0,0,0.0932134638046906,0.201242134542788,0,0,0.110164956014469,-0.0843554570441923,0,0,0,0,0,0,0.137259378977978,0,0,0.0338486527319894,0,6.93889390390723e-18,0,0.122482318963241,0,0,0,0,0,0,0,0,0,0,0.0481123911703518,0,0,0,0,0.202709282901555
X601628.CH.EQUITY,0,0.215155143557593,0,0,0,0,0.0307854950582832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504335879263591,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.403582981757256,0.232087696738983,0,0,0,0.0294979772999489,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.137058687649771,0,0,0,0.118448731709131,0.00562772588398717,0,0,0,0,0,0.261655421865867,0,0,0,0,0,0,0,0.23239661681746,0,0,0,0,0,0,0.055786378562506,0,0,0,0,0,0,0,0,0.0149207122884516,0,0.203541420700475,0,0,0,0,0,0,0,0,0.0103099576298206,0,0
X601166.CH.EQUITY,0.0074410768397972,0,0.214054703733266,0,0,0,0.174861344099066,0,0.00469702604083388,0.086841644136878,0,0,0,0.197559986437694,0,0,0,0,0,0,0,0,0,0,0.0766207811894004,0,0,0,0,0,0,0,0,0.0043115983635179,0,0,0,0,0,0,0,0.0932757185413539,0,0,0,0,0,0,0,-0.0461289675772869,0
X16.HK.EQUITY,0,0,0,0,0,0,0,-0.0784571986185958,-0.200608086894265,0,0,0,-0.105868485239594,0,0,0,0,0,0,0,0,0,0,0,0,-0.0241960057206115,0.205147390726552,0,0,0.145516364372422,0.173581721703305,0.260110406124926,0.362036986903354,0,-0.0971798420055282,0,0,0,0,0,0.0590770187083487,0,0,0,0,0.0594331156953103,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.0156376669441606,0,0,0,0,0,0,0,0,0,0,0,0,0.385558359456486,0.0877406279416936,0,0.0102827183522299,0,0,0,0,0,0.227862765827936,0,0,0,0.340933011759485,0,0,0,0,0,0,0,0,0,0,0,0,0.252713508818322,0.0478548664949763,0.0756402480474266,0.00369267072736741,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.205662805068706,0.062607422869646,0,0,0.301643863564254,0,0.0974704280230523,0,0,0,0.0599852260555808,0.0377139238004443,0,0,0,0,0,0,0,0,0,0,0,0.0181870280663107,0,0,0,0,0,0,0,0,0,0.168393353230939,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.338135492936179,0,0,0,0.0969821798560694,0,0.0957663847624906,0,0,0,0.0405440080359377,0,0,0,0,0,0.391392196479544,0,0,-0.223499089620488,0,0,0.166601943038989,0,0,0.0853993222559758,0,0.446037236343032,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0800355569693949,0,0.0525512481873135
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382610612296807,0,0,0,0,0.0800639713338246,0,0.0102345774459502,0.132451755854975,0,0,0,0,0,0,0.61185990668453,0,0,0,0,0,0,0.0568182515053744,0,0,0,0,0,0,0,0,-0.0761008647623894,0
X2388.HK.EQUITY,0,0,0,0,0.306920009115753,-0.554552502939871,0,0.117502714885353,0,0,0,0,0.0661219615986968,0,0,0,0,0,0,0,0.264329403779277,0,0,0,0,0.0499904949399831,0,0.291114417393239,0,0,-0.125065831810092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210853728934023,0,0,0.10878327686686
