,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,-0.138686834866872,0,0,0,0,0,0,0,-0.0755378377026747,0.582075299429501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.325533050353363,0,0,0,0,0.671677253826128,0.02753972573183,0,0,-0.0344926054395051,-0.169638824776691,0,-0.0644304936123146,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.142448540810481,0,0.00281811613009256,0,0.0256357387862781,0,0,0.039924447772028,0.0761176888108185,0,0.168788086696991,0,0,0,0,0,0.022405282371985,0,0,0,0,0,0.0965056959743854,0,0,0,0,0,0,0,0,0,0,0.492134789533495,0,0,0,-0.0725416628643151,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.202049828581185,0,0,0,0,0,0,0,0.0571236187619917,0,0.0417822375433499,0,0,0,0,0,0,0,0,0,0,0.277307445304352,0,0,0,0,0,0,0,0,0,0,0.0426692937464177,-0.101469141116883,0,0.282105396587941,-0.213061137232948,0,0.147212424345216,0,-0.0458333346054188,0,0,0,0,0,0,0,0.261313817210197,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.246740190274811,0,0,0,0,0,0,0.0858078900450846,0,0,0,0,0,0,0.126443073045946,0,0,-0.0265964107304247,0,0,0,0.12506869468622,0,0,0,0,0,0,-0.0722406864265198,0,0,0,0,0,0.263968493229528,0,0,0.16830945586372,0,0,0,0,0.0834452506381952,0,0,-0.0201264146305293
X5.HK.EQUITY,-0.119925057121944,-0.15707768174258,0,0.132129826541113,0,0,0,0,0,0,0,0,0,0.250934474820462,0,0,0,0.257772566287568,0,0,0,0.0864127579729948,0,0,0.361647276193418,-0.0703538990715037,0,0,-0.0997908351714702,0,0,0,0,-0.224186728742803,0,0,0,0,0,0,0.253878560824067,0,0,-0.128853264003641,0,-0.0173277399219452,0,-0.0706221434725479,0,-0.0370377225088653,0
X601988.CH.EQUITY,0.232869805714466,0,0,0.572437914838067,0,0,0,0,0,0.120171362960524,0,0,0.130878585088387,-0.0924376331974787,0,0,0.00970626415752712,0.0989799048702862,0,0,0.0153457393991615,0,0,0,0,0,0,0,0.0218992376597401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478843190756465
X600036.CH.EQUITY,0,0.650800183485206,0.0727671188666907,0,0,0,0,0,-0.0664392189316601,0,0,0,-0.191020562795953,0,0,0,0,0,0.0921098976136479,0,0,0,0,0,0,0.102304601830039,0,0,0.064781476725921,0,0,0,0.0578918596492412,0,0,0,0,0,0,0,0.257630974046966,0,0,0,0,0,0.0806647916204344,0,-0.106841408368313,0,0.0907394618953517
X1299.HK.EQUITY,0,0.033335124787134,0,0,0,0,1.73472347597681e-18,0,0,-0.0627152632783893,0,0,0,0,0,0,-0.131338470965427,0.358045989820119,0.11515091032614,0.189343947659153,0,0,0.0727425235360591,0,0,0.185888393480834,0,0,0,0,0,0,0,0,0,0.0696029683598588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100085121694132
X601628.CH.EQUITY,0,0.177698792484194,0,0.0147998257571927,-1.73472347597681e-18,0,0,0,0,0.0303925338246201,0,0,-3.46944695195361e-18,0,0.284193012842663,0,0,0,0,0,0,0,0.130719110788338,0,0,0,0,0,-0.0484885425373196,0,0,0,0,0,0,0,0,0.128440900634219,0,0.0843324421579958,0,0,0,0,0,0,0,0,0.108479745557716,0,0
X601166.CH.EQUITY,0,0,0,-1.38777878078145e-17,0,0.311101278783931,0.0701428680973737,0,0.130054903202451,0,0,0,0,0,0.575166337562397,0,0,0,0,0,0,0,-0.27109777538846,0,-0.0159170693018017,0,0,0,0,0,0,0.378732455849794,0,0,0,0.228252008999329,0,0,0,0,-0.194283703499571,-0.178469186432625,0,0,0,0,0,-0.0453763824958059,0,0,-0.0852602429688298
