,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.475519483932174,0,0,0,0,0,0,0,0,0,0,0,0,0.00451456139041225,0,0,0,0,0,0,0,-0.0164287185734249,0.00241990171626387,-0.0206810910164396,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.194128526631048,0,0.0889087257131788,0,0,0,0,0,0,6.93889390390723e-18,0,0.0704106151531048,0.0129465516804688,0.146665761003302,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.000501942146457945,0,0,0.148592883382226,0,0.0550369953959877,0,0,0.0789111825054609,0,0,0,0,0.231703431380815,0,0.189950928019393,0,0.0201850812778514,0,0,0,0,0.105860819434588,0,0,0,0,0,0,0,0,0.0233363998276366,0.0423547879129344,0,0,0,0,0,0.0222932463778499,0,0,0,0,0,0,0,0.0767521367578611
X601939.CH.EQUITY,0,0,0,0.292199310904525,0,0,0,0,0,0,0.0336333961729258,0,0,0,0,0,0,0,0,0.00504886781886497,0,0.70711218664019,-0.258268823157681,0.0518928086915532,0,0,0.0078069356273754,0.0622761438811227,-0.13237577198708,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143752176606783,0,-0.0435238029781462,0,0,0,0,0,-0.0892989963672976,-0.00273890326170059
X601288.CH.EQUITY,0.199159616604961,0,0,0,0,0.0437935986629118,0.363357692887204,-0.0556171304131344,0,0,0,0,0,0,0,0.073897319351163,0,0,0,0,0,0.054624509891272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204446692371339,0,0,0,0,0,0,-0.0890419878485189,0
X600036.CH.EQUITY,0,0.182327951787251,0,0,0,0.0679773278739979,0.0914057771434775,0,0,0,0,0,0,0.207671651677803,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0,0.0287951458580002,0.317011656387422,0,0,0,0,0,0.0863635682275008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179509063764979
X601628.CH.EQUITY,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0386491460549867,0,0,0,0,0,0,0,0.161555954053619,0,0,0,0,0.122143998446672,0,0,-0.0614677244490294,0,0,0,0,0,0,0.187541820389169,0,0.0553098180865505,0,0.539884564231776,0,0,0,-0.048531055803173,0,0.105098032433807,0,0,0,0,0,0,0,0,0.0780859005718097
X601988.CH.EQUITY,0.20084324076936,0,0,0.0718538348210895,0.219572438592351,0,0,0,0,0,0,0,0,0.0333080231977871,0,0,0,0,0,0.00193019941058978,0,0,0,0,0,0,0,0.171088819336771,0.141686772204601,0,0,0.0762747732847036,0,0,0,0,0,0.0626450081561645,0,0,0,-0.188202265103784,-0.0520164637603555,0,0,0,0,0,0,0.358633398879815,0.0261741410872992,0
X1299.HK.EQUITY,0,0,0,-0.045473946518423,0,0,0,0,0,0.139931942705503,0,-0.00484454060838642,0,-0.168764042579394,0,0,0,0,0,0,0,0,0,0,0,0,0.233242281855266,0,0.0213886765743512,0,0,0,0,0,0,0,0,0,0,0.0959856811600609,0.129316997981689,0.0588776857412184,1.73472347597681e-18,0.0689748180173811,0,0.0322814270680313,0.174195128632617,0,0.140207574727842,0,0,0
X5.HK.EQUITY,0,0.0170521993130367,0,0,0,0,0,0,0,0,0,0,0,0,0.096723870230421,0,0,0,0,0,0,0,0.0557149735286658,0,0,0,0.122724230513307,0,0.618148064725008,0,0.0336758022779499,0.135980343729469,0,0,0,0,0,3.46944695195361e-18,0,0,-0.111761017379279,0.0919826788786566,0.18938257634829,0,0,0,0.106746691691078,0,0.182364457861428,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0716273751097585,0,0,0,0,0,0.0117793028143685,0,0,-0.0412703828565046,0,0,-0.163986517384962,0,0,0.479442597856266,0,0.219965040185158,0,0,0,0.218584737893406,0,0,0.18712481993924,0.195666563629384,0,0,0,0,0.210294605618472,0,0,0,0,0.0534654852095238,0,-0.421079475515174,0,0,0,0,0,-0.0187051241543412,0
