,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.14703948079552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121995925223952,0.414548396041611,0.318587460116599,0,0.210996440297455,-0.228367755730673,0,-0.0532970013112246,0,0.00193853415821461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440450943427466,0
X601318.CH.EQUITY,0,0,0,0,0,0.218901535696039,0,0,0,-0.086875327488671,0,0,1.38777878078145e-17,0.000738285012812034,0,0,0,0.0530096641478449,0,0,0,0,0,0,0,0,0,0,0,0.0792018578695615,0.194605295087509,0.0355470526698299,0,0,0,0.225212219226999,0,0.11548357003363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294907599559251
X601939.CH.EQUITY,0,0,0,0.802137931155632,0,0,0,0,0,8.67361737988404e-19,0.000996135888039269,0,-0.0393870493975275,0,0,0.0418700357971686,0,0.118040957434127,0.0502810333915092,0,0,0,0,0,0,0.0363222237954371,0,0,0,0,0,0,0,0,0,0,0,0.0453274999506453,0,0,0,0,0,0,0,0,0.00492444764062295,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.94527601135848,0,-0.106083642739254,0,0,0,0,0,0,0,0,0,0,0,0.0458781403456026,0,0.0183950359491138,0,0.0420964537129772,0,-0.031212957871406,0,0,0.053031073404059,0,0,0,0,0,0,0.0250112802212603,0,0,0.0526919390754595,0,0,0,-0.0275072291175474,0,0,-0.0750884638016901,0,0,0,-1.0842021724855e-19,0,0,0,0,0
X601628.CH.EQUITY,0.00585253965141302,0,0,0,0,0,0,0,0,0.324259872657391,0,0.159354873645905,0,0,0,0,0,0,0,0.362705394127852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162611384654467,0,0,0,0,0,0,0,5.42101086242752e-20,0.220058430558232,0,0,0,0.0336313567977102,0.0751916581525927
X600036.CH.EQUITY,0,0,0.323486437282912,0.0828129963683449,0,0,0,0,0.0698248074738057,-0.0088277774419383,0,0,0,0,0,0.0866964016893443,0,0.103731622921945,0,1.73472347597681e-18,0,0,0,0,0,0.0432423815700547,0.0245991196082744,0,0,0,0.104251879055909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0098854978345108,-0.14073123954329,0.0589257001114916,0,0.049085477861522,0,0,0,-0.00989913101864486,0,0.0171619707288286,0,0,0,0,0,0,-0.0332491372248175,0,-0.0133576467360118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105656936018411,0,0,0,0,0,0,1.04047250464749,0.0329026508383052,0
X1299.HK.EQUITY,0,0,0,0,0.0335926906827112,0,0,0,0,0.138457567115628,0,0,0.0830166887417106,0,0,0,0,0,0,0,0,0,0.188531032084712,0,-0.120314690641722,0,0,0,0.0216935773557286,0.25612880975505,0,0.226399573088489,0,0,0,0,0,0,0,0,0.144352901852839,0,0,0,-0.0445151552756001,0,0.14387048490508,0,0.065509279032817,0,0,0.0525411227044639
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141792648205968,0,-0.328761241304098,0,0,0,0,0,0,0.165536077607702,0,0,0.531642585743513,0,0,0,0,0,0,0,0,0,0.0654068208203063,0,0,0,-0.110605157687395,0.0337244597699487,0.13418897205492,0,-0.142210144001945,0,0.060642926305126,0,0,0
X388.HK.EQUITY,0,0,0,0,0.148842487266612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329525282329171,0,0,0,0,0.20232454319015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154340996342921,0,0,-0.232400283794525,0,0,0.261381480167464
