,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,-1.73472347597681e-18,0.222842120952082,0,0,0,0,0.372393021895498,0,0,0,0,0,0.0285564998065814,0,0,0,0,0,0,0,0,0,0,0,0.254585312459013,0,1.38777878078145e-17,0,0.0173421209709926,0.0257102969614178,0,0,0.0729620549563198,0,0.0608128295031753,0,0,0,0,0,0,0,0,0,0,0,0,-0.0898790041074248,0,0,0
X601318.CH.EQUITY,0,0,0.10882302717457,0,0,0,0,0.0164710422902752,0.280247403920439,0,0,0,0,0.139086309805573,0.264661370861462,0,0,0,0,0.0495588495027465,0,0.039396399683873,0,0,0,0,0,0.19067728624771,0,0,0,0.0626662885770881,0,0,0,0,0,0,0.0256593941470643,0,0,0,0,0,-0.101430871367277,0.0484599008375683,0,0,0,0,0,0
X601939.CH.EQUITY,0.314093688247111,0.068082354048079,0,0,0,0,0,0.278448443157439,0.219702841188207,0,0,0,0,0,0,0.157872581502498,0.028325885917496,0,0,0,0,0,0,0,0,0.0683590284126353,0.0642700606056422,0.222612815313345,0,-0.0908452508557419,0,0,0,0.0967246894781766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0703616133990781,0
X600036.CH.EQUITY,0,0,0,0,0,0.155474888212489,0,0,0.0624003976931162,-0.103508359160553,0,-0.0999545329427611,0.145698806948493,0,0,0.154765984998929,0,0,0,0.16188588380736,0,0,0,0,0,0,0.399811678659715,0.0316951964902431,0,0,0,0,0,0,0,0,0,0,0,0,-0.0716314802934497,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.102038639543382,0,0,0,0,0.459696829774242,0,-0.0600325644869877,0,0.0706002342632796,0,0,0,0,0,0,0,0,0,0,0.143224596554311,0,0,0.0608028157166325,0,0.125262912439877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229208539527108,0,0,0.0124799033225696,0,0
X1299.HK.EQUITY,0,0,-0.0584738833045614,0,0,0,0,-0.0018167421406721,0,0.160256417943869,0,-0.0944980412228287,-0.0755952082097961,0,0,0,0,0,0,0,0,0,0.16112399753466,0,0,0,0,0,0,0,0,0,0,0.123713519472976,0,0.0531886321898751,0,0,0.227609173206296,0,0,0,0.251394581237523,0,0,0,0,0.0842950474904985,0.183660863985718,0,0,0
X601628.CH.EQUITY,0,0,0,-0.0135873277177561,0,0,0,0,0,0,0,0,0,0,0,-0.0236580676698792,0,0,0.107303907218435,0,0,0,0,-0.148065798426594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467457334268346,0.00455621330331365,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.0295086353109273,0
X601988.CH.EQUITY,0,0,0,0,0.525088169537358,0,0,0,-0.00799643032749852,0,0,0,0,0,0,0,0.286892329913073,0.135155988605758,0,0.0435083448882067,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418259599928344,0,0,0,0,0,0,0,0,0,0,-0.0982198674782585,0.00138594951711268,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0209251994589117,0.0846684336275391,0,0,0,0,0,0,0,0.163241302790663,0,0,0,0,0,0,0,0,0,0,0,0.0815592508500491,0,0.100921971620114,0,0,0,0,0,0,0,0,0.105618588799805,0,0.0850728760276848,0,0,0,0,0.376688834213362,0,0,0,0,0,0.0849493064869461,0,0,0,0,-0.0571626113761528
X388.HK.EQUITY,0,0,0,-0.322429061532449,0,0.239278588853027,0,0,0,0,0,0,0,0,0,0,0,0.157111952237922,0.207389788201156,0,0,0,0,0,0,-0.00731192838953739,0,0,0,0,0,0,0,-0.0963233310079773,0,0,0,0,0,0.182664504365487,0,0,0,0,0,0,0,0.150435629535485,0.0401553516384062,0,0,-0.0670520519953022
X601166.CH.EQUITY,0,0,0,0.0259759045060865,0,0,0,0,0,-0.078563302596646,0,0,0.425049870981501,-0.0570069543798501,0,0,0,0,-0.0827871299024201,0,-0.109287928948166,0,-0.068310068328452,0,0,0,0,0.330381049334915,0.000729542638712707,0,-0.00904012630121554,0.117022026224651,0,0.112698072405497,0,0,0,0.110988230024887,0,0,0,0,0,0,-0.0326020071572324,0,0.00495879688570175,0,0,0,0,0
X601658.CH.Equity,0,0,0,-0.24020026479898,0.0255180888852219,-0.0713665633169306,0.0708419898039558,0.415061362188161,0,0,0.368849171027396,0,-3.46944695195361e-18,0,0,0,0.255003858150682,0,0.189525416128351,0,0,0,0,0,0,0,0,0.0467983954587865,0,0,-0.380218850467913,0,0,0,0,0.201565738251312,0,-0.0523544167345819,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0.258292947162355,0.00115115866455181,0,0.0335579678615681,0,0,0,0.42666683412756,0.059013011396156,0,0.235614455788639,0,0,0,0,0,0,0,0,0,0.12557182041196,0,0,0,0,-0.0359181994560764,0,0,0,0,-0.244454839286586,0,-0.140975933508325,0,0,0,-0.0798830670861466,0,0,0,0,0,-0.0142384675458707,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.672028246899935,0,0,0,0,0.0101546791403742,0,0,0,0,0,0.0250294686569287,0,0,0,0,0,0.120824885916828,0,0,0,0,0.0720044004442576,0,0,0,0,-0.0780982294451895,0.124038340847578,0,0,0,0,0,0,0,0,0,-0.0643832861365549,0.047900502702051,0.0586224199740018,0,0,0.0372119480876799,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0.00785329265852779,0,0,0,0,0,0,0,0,0,0,0,0.030505565254553,0,-0.00678094891719301,0,0.142997104448772,0,0,0,0,0,0,0,0,0,0,0,0,0.119956476239588,0,0.269476605926738,0,0,0,0,0.0497037886888171,0,0,0,0,0,0.386037810580718,0.0188141415452612,0,0,0.0496078567348616,0,0.0898039385732034,0,0
X000002.CH.EQUITY,0,0,0,0.30123096929471,0,0,-0.0210847236471921,0,0,0,0,0.0217170951759868,0,0,0,0,0,0,0,0,0,0,0,0,-0.0762750205140237,0.0713487724225416,-0.171769054048247,0,0.141079726183237,0,-0.129667416416129,0.626901132039233,0,0.172740746418812,0,0,0,0,0,0,0,-0.0428280215568618,0,0.131295824420408,0,0,0.0181383924122706,0,0,0,0,0
