,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.213673145140776,0,0,0.0118732646546761,0,0.405106932449729,0,0,0.0132640373211245,0,0,0.0239647913603509,0,0,0,0,0,0,0,0,0,0,0.246755343078074,0,0,0,0,0,0,0,0,0.0671502079854822,0.064078731019689,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0912115374950538,0,0,0
X601318.CH.EQUITY,0,0,0.116718583270164,0,0,0,0,0,0.244510297330829,0,0,0,0.0355561133797043,0,0.271062171467982,0,0.0568085895479707,0,0,0,0,0,0,0,0,0,0,0.223263123476478,0.165640783492779,0,0.0641015886440333,0,0,0,0,0,0,0,0,0.0134929262606774,0,0,0,0,-0.116573055181618,0,0.0667223135433512,0.0173783104547841,0,0,-0.00457211620419324,0
X601939.CH.EQUITY,0.3124807831909,0.0106958428664692,0,0,0,0,0.0888606439510408,0.405121361196121,0.282224900670309,0,0,0,0,0,0,0.0087010563000854,0,0.112273592233415,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.198189462168164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0420943747080494,0
X600036.CH.EQUITY,0,0,0,0,0,0.215094253588055,0,0,0,-0.118620418957184,0,0,0.0476589404784589,0,0,0.0956508002672631,0,0,0.0697183333757251,0,0,0,0,0,0,0.460544505288611,0,0.0723072124460874,0,0,0,0,0,0,0,0,0,0,0,0,-0.0586761596065879,0,0,0,0,0,0,0,0,0,0,0.0174251282285399
X601288.CH.EQUITY,0,0,0.0378725207265279,0,0,0,0,0.535284955030146,0,-0.049804999422843,0,0.00731327133603796,0,0,0,0,0,0,0.0744444810282834,0,0,0,0.0835976740139286,0,0.105175162811025,0,0,0.105683560281293,0,0,0,0,0,0.0295364882548324,0,0,0,0,0,0,0,0,0,0,0,0,0.0301163779021616,0,0.0210323934456003,0.0504341818841326,0,0
X1299.HK.EQUITY,0,0,-0.00134632321526623,0,0,0,0,-0.103044306166504,0,0.280143541282493,0,-0.108699522182349,-0.00431592249746637,0,0,0,0,0,0,0,0,0,0.175459624152313,0,0,0,0,0,0,0.0721180527900974,0,0,0,0.182296901098495,0.0239237653332083,0,0,0,0,0.210186231404002,0,0,0.202113936785097,0,0,0,0,0,0.160462504659225,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00963942852974127,0,0,0,0,0,0,0,0,0,-0.139818770426642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418877583876822,0.0698058100071795,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.0165710627253008,0
X601988.CH.EQUITY,0,0,0,0,0.523830867123714,0,0,0,-0.00784354571034642,0,0,0,0,0,0,0,0,0.2836696432418,0.0428420714698081,0.146065268696838,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418045257831105,0,0,0,0,0,0,0,0,0,0,-0.0982863840168293,0,0,0.0014048369080831,0,0,0,0
X5.HK.EQUITY,0,0,0.0512309755071773,0,0,0,0,0,0,0,0.166248280946496,0,0,0,0,0,0,0,0,0,0,0,0.130879421376873,0.0314298615634985,0,0,0.115413282471324,0,0,0,0,0.0255570999451118,0,0.143736433824888,0.0281507423350422,0,0,0,0,0,0.378200940181765,0,0,0,0,0,0.0303644855565668,0,0,0,0,-0.0356085792590354
X388.HK.EQUITY,0,0,0,-0.181983736400446,0.0571458153539629,0,-0.142633367407526,0,-0.172043503354672,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.140131971199836,0,0,0,0,0,0,0,0,0,0,0,-0.228473353906901,0,0,0,0.225283273722091,0.180292296313974,0,0,0,0,0,0,0.277720831654634,0,0,0.199162239996783,0,0,0
X601166.CH.EQUITY,0,0,0,0.0338678675541944,0,0,0,0,0,-0.0756667857987767,0,0,0.394055965512187,-0.0449596737929167,0,0,0,0,0,0,-0.158921139112321,0,-0.0349465542356476,0,0,0,0,0.293176003011989,-0.0249176448570471,0,0.135237416338463,0.0188480847403593,0,0.0820503937600102,0,0,0,0.0696538183275147,0,0,0,0,0,0,0,-0.0778157479559174,0.0422923897678566,0,0,0,0,-0.011879904247451
