,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0705299633914687,0,0,0,0,0,0,-0.0701855270746327,0,0,0,0,0,0,0,0,0,0,-0.194807111110127,0,0.0433964872243431,0.71391259112017,0,0.562900374055739,0,0,-0.220725557810811,-0.11952475460273,0,0,0,0,-0.0444931405116893,0,0,0,0,0,-0.0537567592365859,0,0,0,0,0,0,0,0,0,0.0666789632774702,3.46944695195361e-18
X601318.CH.EQUITY,0,0,1.38777878078145e-17,0,0,0.327507879479924,0,0,0,-0.0635693866562051,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0851722383228029,0.0972652452300967,0,0,0,0,0.223936265551393,0,0,0,0,0,0,0,0,0,0,0,0,0.0571254031721111,0,0,0.0530598913301303
X601939.CH.EQUITY,0,0.0809477020084026,0,0.802719957103177,0,0,0,0,0,0.044419260280409,0,0,0.0169168573469044,-0.00808239105407518,0,0,-6.93889390390723e-18,0.0802582089253651,0,0,0,0,0,0,0.0252524715700599,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0678365583794725,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.891835534385587,0,-0.0467576309568736,0,-0.0656053504551041,0,0,0.00927429070360432,0,0,0,0,0,0.0170177950937479,0,0,6.93889390390723e-18,0,0.0287963778533721,0,0,0.144847497414218,0.0679210062121369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145306668533404,0,0,0,0,0,0,0,0,0,0.0205909213219934,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.310923325922883,0,0.0637317996538196,0,0,0,0,0,0,0,0.241323181634332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0902196774386124,0,0.202329344289528,0,0,0,0,0,0,0,0.11899524847175,0,0.192394207878287,0,0,0.0551056374461142,0.0817406242166658
X600036.CH.EQUITY,0,0,0.07192742974827,0.257133459150424,0,0,0,0,0.0479894223952412,-0.00689222746313215,0,0,0,0,0,0,0.176057648358912,0,0,0.0201336233578427,0,0,0,0,0.0238490423452218,0,0,0.18755694873173,0,0.0312187094895846,0.128864675563445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04237851245281,0,0,0,0,0.0317384628903197,0,0
X1299.HK.EQUITY,0,0,0,0,0.0415544538928027,0,0,0,0,0.128760434452224,0,0,0,0,0,0,0,0,0,0,0,0,0.295924947516609,0,0,0,0,0,0,0,0,0,0.145456063484208,0,0,0,0.0824736797410644,0,0.0820185921545431,0,0,0,0.104750844115295,0.0268480129670088,0,0,0,0.145070851979934,0,0,-0.00667934154411457,0.0468302766683933
X601988.CH.EQUITY,0,0,0,0.0868498133630158,-0.0451237864570236,0,0,0,-0.0203631470753299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178412887730412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124246341319827,0,1.00250558491399,0,0,0
X5.HK.EQUITY,0,0,0,0,-0.0135751824653921,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0453888311226823,-0.130171671231251,0,0,0,0,0.0424061434475539,0.164876158418457,0.316830748313121,0,0,0,0,0,0,0,0,-0.148609226134381,0,0,0.0128511844999239,0,-0.0439558638006554,0,0,0.0982978410712508,0.0950343194711158,0,0,-0.129397952060115,0,0.153803042795859,0.0257939991126311,0
X388.HK.EQUITY,0,0,0,0,0.226022408027774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144203203058363,0,0.274499103511142,0,0,0,0,0,0.0989831823657937,0,0,0,0.0839519016528166,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,-0.170857276505049,0,0.267957189704738
