,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0875388663339524,0.0367407906190759,0,0,0,0,0,-0.00931561018372349,0,0,0,0,0,0,0,0,0,0,-0.163798502447036,0,0.0288528252783636,0.635226089237819,0,-0.286857926735724,0.514778103824367,0,0,-0.117696992434922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0916237222739468,-3.46944695195361e-18
X601318.CH.EQUITY,0,0,0,0,0,0.256183345515385,0,0,0,-0.0775781884238437,0,0,0.0658509663111092,-1.0842021724855e-19,0,0,0.0647503275441833,0,0,0,0,0,0,0,0,0,0,0,0,0.0230011252471618,0.139418508974997,0,0,0,0,0.256027235325535,0,0.0257260185197817,0,0,0,0,0,0,0,0,0,0,0,0,0.0182465805585383,0.0339210019615116
X601939.CH.EQUITY,0,0.0233928055373402,0,0.791241728319808,0,0,0,0.00957040087309085,0,0.050000143742538,0.0636636538791473,0,0.0115693579001421,-0.0623868981146692,0,0,0.0766255856766722,0,0,0,0,0.00403802116689737,0,0,0.0337542983678105,0,0,0,0,0,0,0,0,0,0,0,0,0.109039202751802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.897795566039844,0,-0.077347542316604,0,0,-0.0868856068627077,0,0.0196205953893425,0,0,0,0,0,0.00859553987566025,0,0,0,0,0,0,0,0.163546301321781,0.0734897498186636,0,0,0,0,0,0,0.0536520649634522,0,0,0,0,0,0,0,-0.0244521789885329,-0.112900638567542,0,0,0,0,0,0,0,0,0,0.0110593744002585,0
X601628.CH.EQUITY,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.276332960916603,0,0.12424017009084,0,0,0,0,0,0,0,0.0421035773946613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24160730900906,0,0.401463376663248,0,0,0,0,0,0,0,0.0591106842878958,0,0,0,0,0.143322942242085,0.0852433775195058
X600036.CH.EQUITY,0,0,0.113839310245306,0.264059788372343,0,0,0,0,0.00597565544558438,0,0,0,0,0,0,0,0,0.122732319034875,0,0,0,0,0,0,0.144053125138059,0,0,0,0.0925836856771599,0,0.036406797326852,0,0,0,0,0,0,0.0344185902392161,0,0,0,0,0,0,0,0,0,0,0.0345196413708361,0,0,0
X601988.CH.EQUITY,0,0,0,0.0871455665652849,-0.0455175618099598,0,0,0,-0.0202239610031626,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.017537178731076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125885147394542,1.00171231361787,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0356738842626351,0,0,0,0,0.16656360703613,0,0,0,0,0,0,0,0,0,0,0,0,0.287003268999297,-0.0178601380096853,0,0,0,0.0257669180559173,0,0,0,0,0.152858710536057,0,0,0,0.0894509130019401,0,0.0983150512457748,0,0,0,0.0619939920044231,0.0440931733632243,0,0,0,0,0,0.139536634925185,0,0.0400227083148782
X5.HK.EQUITY,0,-0.163528982439498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00378710173290919,0.429069686668846,0,0,0,0,0,0,0,-0.0867204730162736,0,0,0,0,0,0,0,0.00858213624723148,0.0992444155124314,0,0,0,0.095892064015304,-0.207360715780891,0,0
X388.HK.EQUITY,0,0,0,0,0.196641932267415,0,0,0,0,0,0,0,0,0,0,0,0,-0.00713392791799048,0,0,0.127474145774407,0,0.243868644293208,0,-0.0160159406053438,0.147704236097943,0,0,0,0,0,0,0.157000996997306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181269078851415,0,0,0.28528129440009
X601658.CH.Equity,0,0,0.191761287748737,0.0979400046998412,0,0.0450341368238775,0,0,0,0,0,0,0,0,0,0,0.142712599792801,0,0.0184012009680919,0.191072070320173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376142483232487,-0.0712993971912226,0,0,0.0793859161672283,0,-8.67361737988404e-19,0.0452764130054013,0.00825942108940811,0,0,0,0,-0.0605357023406422,0
X600030.CH.EQUITY,0,0,0,0,0.0225970017899376,0,0,-0.0362070973169576,-0.0452930766163064,0.0986827316373391,0,0,0,0.335681088108371,0,0,0.0721645125257606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963323415366662,0,0.0120668719481392,0,0,0,0.187678099551189,0,0.0656080717210204,-0.0247956030565677,0.123413916575707,0,0,0,0,0,0.178343400023497,0,0.0312495719223779
