,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.400363264033991,0,0,0.350774410247556,0,0,0,0,0,0,0,0,0,0,0,0,-0.0650657964234113,0,0,0.0957177974898947,0,0,-0.21939100907709,0,0,0,0,0,0,0,0,0,0,0.204045421442003,0,0,0,0,0.0804481853443454,0,0,0,0,-0.132873495545116,0,0,0,0,-0.0147479162491838
X601318.CH.EQUITY,-0.0148177662112173,0,0,0,0,0,0,0,0,0.245578697273141,0,0.213424536890966,0,0,0,0,0.161892868972241,-0.0449333373185664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145943181316074,0.344329311658819,-0.00760439963767791,0.0460384783527975,0.129035938649587,0,0,0,-0.0149407696342594,0,0,0,0
X601939.CH.EQUITY,0.314284151884572,0,0,0,0.0928744095924852,0,0,0,0,0,0,0,0,0.117547340242259,0,0,0,0,0,0,0.0514828577847143,0,0,0,0,0.262986321631841,0,0,-0.0142483217010087,0,0,0,0,0,0.135784507834709,0,0,0,0.00249479701729854,0,0,0,0,0.0573089860643585,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.335210423195327,0,0,0,0.0693119669661487,0.0265848067643656,0,0,0.193840101719501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0660937450783662,0.0685430231964214,0,0,0,0.141459201184131,0,0,0,0.214621571457007,0,0,0,0.0303041875384927,0,0.110053487581791,0,-0.0249551037584801
X5.HK.EQUITY,0,-0.17065653434319,0,0.393455409334691,0,0,0,-0.215808978951845,0,0,0.0177764089665671,0,0,0,0,0,0,0.0317235302986043,0,0.149978608980731,0,0,0.469492216808963,-0.0773993181832967,0,0,0,-0.0103214599194589,0,0,0,0,-0.102942557281394,-0.0721099855154659,0,0,0,0,0,0,0,0.141812986316559,0,0,0,0,0,0,-0.153892443690829,-0.142966164450787,0
X601988.CH.EQUITY,0.0241113502857646,0,6.93889390390723e-18,0.334020246982123,0,0,0,0,0,0.129119435782329,0.299275410421051,0,0,0,0,-0.0617962015767923,0,0,0,0,0,0.000163442985502321,0,0,0,0,0.0721410965274815,0,0,0,0,0,0.0464475826137536,0,0,0,0,0,0,0.0577016486303947,0,0,0,0,0,0,0,0,0,-0.0458856972741232,0.148161539418754
X600036.CH.EQUITY,0,0.400342211481478,0,0,0,0,0,0,-0.128402768773053,0,0,0,0,0.204241505809016,0,0,0,0,0.118750922291902,0,0.0124758992338444,0,0.16877312932264,0,0,0,-0.0457717967969082,0,0,-0.101418000168205,0,0,0.188894985003793,0,0,0,0,0,0,0.210132695447791,0.0278639774809759,0,0,0,0,0,0.0234625457766964,0.0227857749719477,0,0,0
X1299.HK.EQUITY,0,0.0639656782194509,0,0,0,0,0,0,0,0,0,0,0,-0.0649889561029333,0,0,0,0.335291843029364,0.202677160197727,0,0.278607765202439,0,0,0.102116957662692,0,0,0,0.0605164228231615,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,-0.168415511245683,0,0,0,0,0,0,0,0,0,0,0,-0.156442863433967
X601628.CH.EQUITY,0,0,0,0,0,-0.0182689655213631,0,0,0,0.0317921425593554,0,0,0.0805197247776232,0,0,0,0.240266007303876,0,0,0,0,0,0.0575515778338511,0.0981753692717019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181295558737069,0,0.201177072881464,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.101074831580283,0,0,0.158806917617434,0,0,0,0,0,0,0,0,0,0,0.22955675094645,0,0,0,0,0,0,0,0,0,0.0784870178568074,0,0,0,0,0,0.440805019011898,0,0.219307758223642,0,0,0,0,0,0,0,0,-0.0635893326237357,0,-0.0590886226823005,0,0,0,0,-0.0686025379257508
