,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.132365934992313,0,0.0890111913006111,0,0.0552470659910688,0,-0.0523323777427407,0,0,0,0.34630617273455,0,0,0,-0.109534556273382,0,0,0,0,0,0,0.0175973865079844,0,0,0,0,0,0.219315298527353,0,0,0,0,0,-0.0280295108320917,0,0,0,0.225909954091554,0,0,0,0,0.0448503197378092,0,0,0.0673728577624509,0,0,0,0.0587208873784621,0.10728323820938
X601318.CH.EQUITY,0,0,0,-0.0557838319545886,0,0,0,0,0.127449984370228,0,0.219039128080271,0,0.0385326566875126,-0.0903582919428672,0.0867080451890203,0,0,0,0,0,0,-0.0879102047336352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190719320262728,0,0,0,-0.222356640807157,0.394174772522579,0,0.156874904089142,0.154521904309608,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.187554632996701,-0.00739978962152764,0,0.314997571098061,0,0.077864590027998,0,-0.0727573546245321,0,0,0,0,0,0,0.106980473485501,0,0,-0.0234719224052361,0,0,0,0.0680049592025405,0,0,0,-0.0682313445577591,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468657860952902,0,0,0.0163961838053211,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.438752266826614,0,0.144185339513066,0,0,0.14774604051021,0,0,0.0288973427166443,-0.00450555448721482,0,0,0,0,-0.00474262159523956,-0.118399553564589,0.0490422666730738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389590321214223,0,0,0,0,0,0,0,0,0.178446906100489,0,0,0,0,0,0,0,0,0.188876983921423,0,0,0
X5.HK.EQUITY,0,-0.119859990908006,0.0376140020592026,0.280287791484519,0,0,0,-0.233611324387789,0,0,0,0,0.152760885413634,0,0,0,0,0,0,0,0.545918902577736,0,0,0,0,0.278045451242966,0,-0.0225852061000898,0,0,0,0,0,0.0227242563063335,0,0,0,0,0,0,0,0,0,0,0,0,0.195883753325084,0,-0.0730212439365528,0,0,0
X601988.CH.EQUITY,0.207270612351594,0,0.236172365370346,0.0301962817244985,0,0,0,0,0.0775901699647673,0,0.0776326983250446,0,0,-0.275016807542887,0,0,0,0,0,0,0,0,0.0544636259276462,0,0.21171568541613,0,0,0.142920196591817,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.132120743003142,0,0,0,0,0,0,0,0,0.0751617681440513
X600036.CH.EQUITY,0,0.149419424832673,0,0,0,0,0,0.0872346198286098,0,0,0.138775789586401,0,0.00288239686585352,0,0.318135331314259,0,0,0,0.0143800103552183,0,0.115789916840371,0,0,0,0,0,0,0,0,0,0,0.067529199905888,0,0,0,0,0.0599104581069695,0,0,0,0,0,0,0,0,0,0,0.109841076909256,0,0,0,-0.0977569148082755
X1299.HK.EQUITY,0,0,0,0,0,-0.0539470784345926,0.110532268450371,0,0,0,0.118699845472317,0,0,0,-0.14145198509407,6.93889390390723e-18,0,0,0.335452752103498,0,0.259697646565207,0,0.0852611529295051,0,0,0,0,0.102459370938054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163291886114975,0,0
X601628.CH.EQUITY,0.0247171487165135,0.315593552635138,0,0,0,0,0,0,0,0.0120362279240894,1.38777878078145e-17,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.149181293076095,0.0664241248880724,0,0.0255350220954489,0,0,0,0,0,0,0,-0.339699815922723,0,0,0.0993053276510503,0,0.212102779629924,-0.00776498507437025,0,0.172157015839151,0,0,0,0,0.0793009136954494
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455028218476225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.00694673645938013,0,0.0327111864650051,0,0,0,0.470177733073012,0,0,0,0,0,0,0,0,0.216005643321332,0,0.015492521663013,0,0,0,0,0,0,0,0,0,0,0.0469397961307253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184177510914354,0,0,0,0,0,0
