,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.34386688172502,0,0.329543806925315,0,0,0,0,0,0,0.0397663065212017,0,0,0,0,0,0,0,0,0,0,0.0190337768198599,0,-0.0564275415611377,0,0,0,0,0,0,0.0272845928844071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0290697304770922,0.109859875855576,0,-0.127029040105847,0
X601939.CH.EQUITY,0.440347298818693,0,0,0.204326470913216,0,0,-0.158076002137367,0,0,0.0286075711756639,0,0,0.238889117355,0,-0.0416038603571748,0,0,0,0,0,0,0,0,0,-0.0267693939356043,0,0,0,-0.0189027353907855,-0.046783078316835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183237025785207,0,0,0,0.0442671838917823,0
X601318.CH.EQUITY,0,0,0,0,0.216560219164112,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0260379833465732,0,0,0,0,0,0,0.181026728844359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258984482202177,0,0,0,0,0.218496813950043,-1.73472347597681e-18,0,0,0,0,0,0.111099338710473,0,0
X601288.CH.EQUITY,0.500265355158318,0,0,0,0.198592737042759,0,0,0,0,0,0,0,0.0747777207241269,0,0,0,0,0,0,0.0129293002482373,0.118433399716205,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0507671407257863,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.381095171030539,0,0,0,0,0,0.26499125578774,0,0,0,0,0,0.356557277669496,0.0873539635024034,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.368408407141806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.278494604681567,0,0,0,0,0.0920710277727375,0,0,0,0,0,0,0.010191827754605,0,0,0,0,0,0.043362424825382,0.185151313125279,0,0,0.0916187640837307,0,0,0,0.0159817134354425,0,0,0,0.172707131539466,0,0,0,0,0,0.105441957379379,0.0157016292457397,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0848607525862602,0,0,0.0588449996406699,0.122707698437028,0,0,0,0,0,0,0,0,0,0.0246766902027696,0,0,0,0.147116695216343,0,0,0,0,0,0,0,0,0.219904206349418,0,0,0,0,0,0,0.0922910549198925,0,0,0,0,0.117246639181189,0,0,0,0
X5.HK.EQUITY,0,-0.0538843648415677,0,-0.123543150834691,0,0,0,0,0,0,0,0,0,0,-0.00818443352783922,0,0,0,0,0,0,0,-0.591090538917846,1.04022866861013,0,0,-1.38777878078145e-17,0,0.499379015624052,0,0,0,0,0,0,0,0,0,0.420883463172096,0,0,0,0,-0.103916910965511,0,0,0,0,0,0,-0.0724744630866249,0
X601628.CH.EQUITY,0.0255316307999928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164052348025965,0,0,0,0,0,0,0,0,0,0.145101686337809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100485276248584,0.179937245800235,0,0,0.0671129132535472,0.065931790812079,0,0.0560451792412773,0,-0.100835253780165,0.0227572300704658
X601658.CH.Equity,0,0,0,0.041872354172892,0.197310297112523,0,0,0,0,0,0,0,0.26260225125969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0876405030603219,0.17344580845988,0,0,0,0,0,0,0,0,0,0,0.0447335061995388,0,0,0,0,0,0,0,0.352157766140682,0,0,0,0,0
