,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.159750531132815,0,0,-0.00948153724195163,-0.0818793374831942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.16893952916708,0,-0.0192974125664429,0,0,0,-0.402331466489709,0,0,0,0,0.8256892530955,0,-0.21487943213512,0,0.308580959868918,0,-3.46944695195361e-18,0,-0.0356654166173914,0,0,0,-0.0196990148132064
X601318.CH.EQUITY,0,0,0,0,0,0,0.15369871124759,0,0.115642014312881,0,0,0,0,0.0266034401393038,0,0.000228958515734503,0,0,0,0,0.0675855276426251,0,0,0,0.0811031539518508,0,0,0,0.02735645598181,0.0326417424642986,0,0.0565245797045393,0,0,0,0,0.339953992062169,0,0,0,0,0.0835246202373228,0,0,0.0367721901384848,0,0,-0.0715869690227893,0,0,-0.0335653827417448
X601939.CH.EQUITY,0.332162838719726,0,0,0,0.0101283667186782,0,0,0,0,0.0089909235588064,0,0,0,0,0,0,0,0.136665924912723,0,0,0,0,0.0255096633606778,0,0,0,0,0,0.125116177785508,0.0814812666843011,0,0,0,-0.200632712052144,-0.0170409554213233,0,0,0,0,0.458403725250801,0,0,0,0,0,0,0,0,0,0,0.0998589684453485
X601288.CH.EQUITY,0,0,0,0,0,0,-0.0138732824457284,-0.333615733682223,0.20985307395194,0,0.412829496217217,0,0,0,0.143364642541839,0.169100751988163,-0.090717365034631,0,0,0,0,-0.0628195273455757,0,0,0,0,0,0,0,0,0,0,-0.695063803041048,0,0,0,0,0,0,0,0,0,0.234318366465172,0,0,0,0,0.05360623211826,0.135977865094296,-0.101274447773829,0
X5.HK.EQUITY,-0.0678231114647459,0,0,0,0,0.00970837721516544,0,0,0,0,0,0,0,0,0,0.422588101078393,0,0,0.494867493404008,0,0,0.0449243306295669,0.0686123247953798,0,0,0,0,0,-0.130428049278404,0,0,-0.162307805704794,0,0,0,0,0,0,0,0,-0.147345253293486,0.204438512369685,0,0,0,0,0,0,-0.124837406744338,0,0
X601988.CH.EQUITY,-0.294965781518623,0,0,-0.0183658842132378,0.454214705980806,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0755517012775404,0,0,0.71208243109427,0,0,0,0,-0.57721993040175,0,0,0,0,0,0,0,0,0,0,0.185874053017178,0,0,0,0,0.104391006206535,0,0,0,0,0
X600036.CH.EQUITY,0,0.264370604128982,-0.0634314441713399,0,0,0,0,0,-0.0563762657696086,-4.33680868994202e-19,0,0.619157830248754,0,0,0,0,0,0,0,0,-0.0665877686463815,0.258079497118542,0,0,0,0,0,0.0746509228432195,0,0,0,0.169219044471257,0,-0.102185106388191,0,0,0,0,0,0,0,0.113069295943825,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.0260792322597027,0,0,0.139538847521561,0.0219054732264089,0,0,0.113930102432735,0,0,-0.0547815048811303,0,0.0480986962634001,0.244313171494416,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.123096748296886,0,0,0,0,0.17849057556684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0193477707327581,0.0798012638468418,0.0413726497991758,0,0,0,0,0,0,0,0,0,0.380899001437407,0,0,0,0,0,0,0.0230587605213455,0,0,0,0,0,0,0,0,0,0,-0.00507569904719488,0,0,0,0.0985425108482785,0.191799058646242,0,-0.0605121136487006,0.0265321385752817,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,-0.189711062500704
X601328.CH.EQUITY,0,0,0.0435262271474335,0,0,0,0.101786312056885,0,0,0,0,0.372851874526226,0,0,0,0,0,0,0,0,0,0.202871883203149,0,0,0,0.0974618714472545,0,0.167245896774621,0,0,0,0,0,0,0,0,0,-0.158540034339245,0,0,0,0,0,0,0,0,0,0,0,0,-0.372579226220469
