,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.192055075190609,6.93889390390723e-18,0,0.320116136424917,0,0,0,0,0,0.299944834932459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.107408364269916,-0.149800917215039,0,0,0,0,0.0158061824496968,0,0,0,0,0,0,0,-0.142235909471957,0,-0.0632188688058731,0.0456173833866431,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.149144382869287,0,0.00812846156529257,0,0.00469102616548439,0,0,0.172294283787862,0,0.0474699880790019,0,0,0,0,0,0,0,0.0583978035573061,0,0,0,0,0.0629254836625457,0,0,0,0,0,0,0,0,0,0,0.554006576503656,0,0,0.0352844885985496,-0.0758638550602329,0,0,0,-0.0300757999974247,0,0,-0.0385076827419521
X601939.CH.EQUITY,0.197882112771255,0,0,0,0,0,0,0,8.67361737988404e-19,0.0285988617383929,0,0,0,0,0,0,0,0,0,0.0719782855517334,0,0,0,0,0.0207884040757149,0,0,0,0,0,0,0,0,0,0.0414811425321147,0.353570851426574,0,0,0,0,0.0319925363331,0,0,0,0.0747574617120776,0,0,0,0,0,0
X601288.CH.EQUITY,4.33680868994202e-19,0,0,0,0,0.249988118833155,0,0,0,0,0.00939164275158957,0,0.0378513350034041,0,0,0,0,0,0,0,0.0766815775295528,0,0,0,0,0.211481044262123,0,0,0,0,0,0,0,-0.0474047278841547,0,0,0,0.0790971676407412,0,0.312481154486345,0,0.0669142785902776,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,-0.0605817268267153,-0.112964617175565,0,0,0,0,0,0,0,0.057923980878242,0,0,0,0,0,0.264852723780704,0,0.340995056443481,0,0.162595859573432,0,0,0,0,0.325695105191905,0,-0.0653609818902089,0,-0.192047150101439,0,0,0,0,-0.152291270248612,0,0,0,0,0,0,0.0669745090227459,0,0.272841482549829,-0.147155093100026,0,0,0,-0.16797397040241,0,-0.0273049956011391,0
X601988.CH.EQUITY,0.178296010585199,0,0,0.408010987929609,0,0,0,0,0,0.111639113930227,0,0,0.15751632572546,0,0,0,0,0,0.0305561338826772,0,0,0,0,0,0,0,0,0.0154206744413267,0.0213055896842111,0,0,0,0,0,0,0.126363934627303,0,0,0,0,0,0,0,0,0,0,0,-0.00653861090085336,0,0,0.137634337204734
X600036.CH.EQUITY,0,0.648312654241926,0.0316343928044577,0,0,0,0,0,-0.00778172935367372,0.03806518576368,0,0,-0.17066013489542,0,0,0,0,0,0.168465587532054,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.072002504702329,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247210733375496,0,0,0.0571074399062383,0,0,-0.149705918227023,0,0.240208666957309
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.136959629720615,0,0,0,0.369103585879347,0.103679624834212,0,0.202874462694276,0,0,0,0.0310006257982659,0,0.219126234405739,0,0,0,0,0,0,0,0,0.0523575289058027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102602829765994
X601628.CH.EQUITY,0,0.160896478917401,0,0,0,0,0,0,0,0,0,0,0.00327484354400473,0,0.274386505311352,0,0,0,0,0,0.00729773329691672,0,0,0.163264317619431,0,0,0,0,-0.0518108030517947,0,0,0,0,0,0,0,0,0.140087700272606,0,0.0989511325442908,0,0,0,0,0,0,0,0,0.109219926204995,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.325666809406693,0.245948071868236,0,0.0173176264167649,0,0,0,0,0,0.323915945553688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242399583276246,0,0,-0.0207014920574996,0,0.335046821023395,0,0,0,0,-0.139319777741223,0,-0.0916442133104009,0,0,0,0,0,0,0,-0.0441618237244598
