,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601066.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0870609653671778,0,0,0.370281443876134,0,0,0,0,0,0.190583046963163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119001337977891,0,0,-0.154822133629068,0.0571916393550158,0,-4.33680868994202e-19,0,0,0.137784043579659,0,0.0533055344968069,0,0,0,0,-0.135889395294711,0,0,0,0.0270300429646951,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.129320817020535,0,0,0,0.0186073743593833,0,0,0.21685096638771,0.0154736852764335,0.0279827532173224,0,0,0,0,0,0,0,0.054548133898328,0,0,0,0,0.0443906727568889,0,0,0,0,0,0,0.00534242651825204,0,0,0,0.516256815470639,-0.0679511293773644,0,0,0,0,0.0864810430620096,0,0,0,0,0
X601939.CH.EQUITY,0.236196540955326,0,0,0,0,0,0,1.73472347597681e-18,0.0399385317650046,0.0200058812138775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386685003605982,0,0,0,0,0,0,0.0956277973247505,0,0.0134657675631694,-0.0491809978497473,0,0,0.0215160772996099,0,0
X601288.CH.EQUITY,4.33680868994202e-19,0,0,0,0,0.232847994124203,0,0,0,0,0.00875626097228064,0,0.090303480631078,0,0,0,0,0,0,0,0.121761031788246,0,0,0,0,0.160681457511393,0,0,0,0,0,0,-0.0857637379590108,0,0,0.0225194493735683,0,0.0429977692078174,0,0.214399494046413,0,0.118760167560323,0,0,0,0,0,0.0596863859706594,0,0,0
X5.HK.EQUITY,0,-0.243937701109478,0,0.0417973126871032,0,0,0,0.124544666556416,0,0.104430405937923,0,0,0,0,0,0.285399823369635,0,0.211595992063512,0,0.260976709047606,0,0,0,-0.246403110369542,0.380983059642237,0,-0.0186704957227108,0,-0.204684869084831,0,0,0,-0.0543478717646257,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.1635935224979,0.222737067272201,0,-0.0245693242940277,0,-0.191000844757664,0,-0.0823330375822468,0
X601988.CH.EQUITY,0.190827067331869,0,0,0.409524337903253,0,0,0,0,0,0.108339971966454,0,0,0.148297283309774,0,0,0,0,0,0.0271250046997742,0,0,0,0,0,0,0,0,0.00882589894486336,0.0219153673722432,0,0,0,0,0,0,0.123894394375084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1314531164452
X600036.CH.EQUITY,0,0.729984683487012,0.0478014601364899,0,0,0,0,0,-0.216520762003254,0,0,0,-0.151663280147768,0,0,0,0,0,0.161708925140117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142816273093728,0,0,0,0.191488937362436,0,0,0.0200430696433338,0,-0.0443456154035872,0,0.150840475425592
X1299.HK.EQUITY,0,0,0.00741754831891468,0,0,0,0,0,0,-0.0982741595842724,0,0,0,-0.130447588512011,0,0,0,0.243778335738144,0.0563122412952693,0,0.249886886779511,0,0,0.326549034662924,0,0,0.0850032856885271,0,0,0,0,0,0,0,0,0.036024989916262,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.157981527947979
X601628.CH.EQUITY,0,0.160773724979377,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0032992800837424,0,0.273234028936214,0,0,0,0,0,0.00731734182126226,0,0,0.163856377812441,0,0,0,0,-0.0515694938484337,0,0,0,0,0,0,0,0,0.14036004889448,0,0.0983222509717227,0,0,0,0,0,0,0,0,0.109693514415673,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.284136840146012,0.250747898566726,0,-6.93889390390723e-18,0,0,0,0,0,0.400890855576924,0,0,0,0,0,0,0,0,0,-0.0628310470060708,0,0,0.00705286706764253,0,0,0.377895407245652,0,-0.0737467279930546,0,0,0.325257180216253,0,0,0,0,0,0,-0.117964181582993,-0.192798878696986,0,0,0,-0.0352523551576968,0,0,0
