,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.00615049058306123,0.483317427734685,0.0803086143826742,0,0,0.103018635104986,0,0,4.33680868994202e-19,0,0,0.188569040533112,0,-0.0567751297863506,0,0.0927067368665727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133903201110973,0,0,0,0,0,0,0,0,0,0,0.0158659635617606,-0.0109653888313399,0,0,0,0,0,0,0,0.0841879243547123
X601318.CH.EQUITY,0,0,0,0,0,0,0.0346433515434479,0.0945445840210649,0.277248370637709,0,0,0,0,0,0,0.0579182988992768,0.343648635499048,0.0896270218671563,0,0,0.0649152263144058,0,0,0,0,0.018273906169947,0,0,0,-0.0415729025961222,0,0,0,0.00118415628160615,0,0,0,0,0,0.0623225822696578,0,0,0.00108603778837392,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.108559959496947,0,0,0.549148931132899,0,0.0559293250154327,0,0,0,0.0489802848972142,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141917216684546,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,4.33680868994202e-19
X601288.CH.EQUITY,0,0,0.197948145667817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214569280025568,0,0,0.195363593485348,0,-0.000753866006522392,0,0.00734335013975048,0,0,0,0,0,0,0,0,0,0.215457269172735,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0811537463201536,0,0,0.232755249814322,0,0.169432461615014,0,0,0,0.311245466744681,0,0,0,0,0,0.112778132716012,0.00316897049087372,6.93889390390723e-18,-0.221112860506662,0,0,0,0,0.273998656980357,0,0,-0.122178191707505,0,0.0209061566054435,-0.0610502146619626,0,0,0.142720305138682,0,0,0,0,0,0,0,0,0,0,0,0.119734280565863,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.247699430303216,0,0,0.0942853917965677,0.0224263037923282,0.22865582209869,0,0,0.0456940466406333,0,0,0,0,0,0.0981570892758263,0,0,0,0,0,0.212396294488,0.0622678953521581,0,0,0,-0.0851225562514441,0,0,0,0,0,0,0,0,-0.075653361614071,0,0,0,0.202757365318509,0,0,0,-0.0161010947311432,0,0,-0.0578582775696742,0
X600036.CH.EQUITY,0,0.0654814510212033,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.03822979486656,0,0,0,0,0,0,0.738557453881205,-0.0237546832639579,0,0.0282051858900696,0,0,0.146593483316476,0,0,0,0,0,0,0,0,0,0,0.0979254975878089,0,0.0727461374299262,-0.0350695265275034,0,0,-0.00401504911808981,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.262026907154561,0,0,0,0,0,0,0,0.0505702184554224,0,0,0,0,0,0.0815154448488019,0,0,0,0,0,0,0,0.0692780944116176,0,0.136971639678022,0,0.0139505660659261,0.291549158637806,0,0,0.100714905763059,0,0,0,0,0,0,-0.0762717616089542,0,-0.0603056396857927,0,0.0542867002587001,0,0,0,0,0
X601628.CH.EQUITY,0,0.156185063513296,0,0.0394612177284657,0,0,0,0,0,0,0,0,0,0,0,0,0.0672580476261659,0,0,0,0,0,0,0,0.146672328199558,0,0,0,0,0,0,0,0,0,0,0,0,0.377294316328517,0,0,0.126307405846673,0.0634492795539157,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.232244701505751,0,0.0704162695295128,0,0,0,0,0,0,0,0,0.340335354892483,0,0,0,0,0,0,0.00745771824456339,0,0,0,0.346944351921259,0,0,0,0,0,0,0,-0.0234089016276055,0,0,0.0571161119887657,0,-8.67361737988404e-19,0,8.67361737988404e-19,0,0,0,0.0481751982429539,0,0,0,-0.033865962394037,0.103132346184439,0,0,-0.0409768961006328,0
X601166.CH.EQUITY,0.119478832197111,0,0.219310180504526,0,0,0,0.149088421970462,0,0,0,0,0.270154176654927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.144053800004333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.258736176360557,0,0,0,0.272409892898033,0,0.103694213845546,0,0,0,0,0.129945099219737,0,0.0800987080194341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174436548928856,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.0199808371592374,0.268097621954601,0,-0.0414195043756987,0,0,0,0,0,0,0,0,0.140802954582789,0,0,0.151398317099998,0,0,0,0,0,0.132054365587625,0,-0.0906145271618183,0,0.470640782323856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179955067528944,0.278791098918428,0.0844489068644392,0,0,0.0493476493168719,0
X601319.CH.EQUITY,0,5.42101086242752e-20,0,0,0,0,0.0072402308238727,-0.463433139098888,0,0,0,0.256050547550178,0,0,0,0,0,0,0,0.10758374281683,0,0,0,0.168848522782113,0,0.0489132953463373,0.286506200732386,0,0,0,0,0,0.329152472599849,0,0.0579235114088463,0,0.245749689276937,0,0,0,0,-0.275715543229865,0,0,0,0,0,0,0,0,0.210486104242291
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.150421981516611,-0.0293646325215189,0,0,-0.275761265357312,0,0,0,0,0,0,0,0,0,0.127238689120701,0,0,0.268628378800258,0.33745546446761,0,0,0.100200377548317,0.259789875617471,0,0,0,0,0,0,0,0,0,0,0.25527849228182,-0.231606915096971,0,0,0,-0.0721346017110878
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918524192273018,0,0,0,0,0.129880849925342,0,0,0,0,0.60329631992414,0,0,0,0,0.04001587422298,0,0,0.0231041395096341,0,0,0,0,0,0,0,-0.0798990677297768,0
X601601.CH.EQUITY,0,0.0157620007482114,-3.46944695195361e-18,0,0,0,0.041768694547943,0,0.257513357122389,0,0.108283581644449,0.011255066187054,0.0269952074279164,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0774243581868645,0,0,0,0,0,0.13535492326661,0,0,0,0,0,0,0,0,0,0,0,-0.00317518432479956,0
X2388.HK.EQUITY,0,0.0790680146381201,0,0,0,-0.259889717289271,0,0,0,0,0,0,0,0,0,0,0,0,0.618898064344571,0,0,0,0,0,0,0.198125420198312,0.049424118026061,0,-0.0178457862999866,-0.0783903943722697,0,0,0,0,0,0,0,0,0,0,0,0,0.0106923315711676,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.378405367564404,0.256501172093786,0,0,0.30769550723197,0,0,0,0,0,0.179670571597128,0,0,0,0,0,0,0,0,0.0782511917506848,0,0,0.0815799386602793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,-0.120831731930991,0,0,0,0,2.16840434497101e-19,0,0,0,0,-0.188865834578154,0,0.327602732744931,0,0,0,0,0,0,0.0256032461993281,0,0,0.183217593088488,0.157922797413767,0,0,0,0,0.321219988952364,0,0,0,0,0.186152062561672,0,0,0,-0.0275387706176664,0,0.236737560154612,0,-0.146015039464054,0,0,0
X688.HK.EQUITY,0,0.0852531107703875,0.0789757045843316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697293864416569,0,0,0,0,0,0,0.381936260973489,0,0.160182130852541,0,-0.188187293426625,0,0,0,0,0,0,0,0,0,0,0,0.144420769791491,-0.110382351261602,0,0,0,0,0,0,0.0265253236888313
X600016.CH.EQUITY,0,0,0,0.0958479604814371,0,0,0,0,0,0.208880854453161,0,0.132832416683292,0,0,0,0,0.11271367615997,0,0,0,0,0,0,0,0.0867287777714873,0,0,0.0638866502966859,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.207734172085319,0.0686158386454723,0.0622486594981693,0.0202273021266629,0,0,0,0,0,0,0.0290261624097303,0
