,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.225559848893705,0,0,0.341445046256526,0,0,0,0,0,0.248453515342344,0,0,0,0,0,0,-0.0598503021251206,0,0,0,0,0,0,0,0,0,0,-0.046331417730773,0,1.73472347597681e-18,-0.133260579786755,-0.0258353177221692,0.0936657314248391,0,0,0,0.0417694091195628,0,0.104524588352051,0,0,0,0,-0.12487732538616,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.143739726447779,0,0,0,0.0198644357184515,0,0,0.20374550321496,0.023970488496696,0.0039601586784473,0,0,0,0,0,0,0.0704232938746128,0,0,0,0,0,0.0590569866150704,0,0,0,0,0,-0.0336065090562971,0,0,0,0,0.551021577812222,-0.0792974169752587,0.00840840119230457,0,0,0,0.060709228061443,0,0,0,0,0
X601939.CH.EQUITY,0.199234187034414,0,0,0,0,0,0,0,0,0.00654158313058641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425904330064277,0,0,0,0,0,8.67361737988404e-19,0,0.112305902791039,0,-0.0494163356416134,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0.0291168824796045,0,0,0,0.0117037462628974,0,0,0,0.0953520945623406,0,0,0,0,0,0,0,0,0.375807878850186,0,0,0,0,0.0506117420114334,0,0,0,0,0,-0.0653319356596676,0,0,0,0,0,0,0.22523430702556,0,0,0,0,0,0,0,0.0783853039298139,0,0,0
X5.HK.EQUITY,0,-0.0511654721191611,0,0,0,0,0,0,0,0.0162053046487374,0,0,0,0,0.175819926402626,0,0,0.134597425949883,0,0,0.163237216573077,0,0,0.533393507875634,0,-0.0781019226594831,0,0,-0.218754607468337,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.108962256303264,0,0,0,0,0,-0.225885853261752,-0.105077865949102,-0.116404699864061,0
X601988.CH.EQUITY,0.08981886684996,0,0,0.394034218031625,0,0,0,0,0,0.0952422212898946,0,0,0.10082384480031,0,-0.00998407673258995,0,0,0,0,0,0,0.259078678601931,-0.0943232948821105,0,0,0,0,0.147188859517352,0,0,0,0,0,0,0,0.106190479114425,0,0,0,0,0,0,0,-0.0503423160988934,0,0.0100165211500666,0,0,0,-0.00187732209779887,0.0803729842730131
X600036.CH.EQUITY,0,0.707107052253031,0.0171048829062802,0,0,0,0,0,-0.182555754063222,0,0,0,-0.101107759899617,0,0,0,0,-0.0926893513956294,0.124481203328909,0,0,0,0,0,0,0,0,0,0,0,0.122124703445082,0,0,0,0,0,0,0,0,0.0750770096361986,0,0.212899506529174,0,0,0,0,0.00288716912059655,0,0,0,0.156092213328755
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,-0.0845189443469471,0,0,0,-0.134478065606786,0,0,0,0.241367748981228,0.065268385394167,0.23841904675047,0,0,0.347459758646176,0,0,0.0639711152235265,0,-0.0221499970833203,0,0,0,0,0,0,0,0.0716887590290193,0,0,-0.0338373656271004,0,0,0,0,0,0,0,0,0,0,0,-0.171654053363561
X601628.CH.EQUITY,0,0.130118053526435,0,0,0,0,0,0,0,0.0431117166474116,0,0,0,0,0,0.24044690072622,0,0,0,0.0481340598597746,0,0,0.154995638552219,0,0,0,0,0,-0.0302813251683919,0,0,0,0,0,0,0,0,0.214547281763058,0,0.113507641015402,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19
X601166.CH.EQUITY,0,0,0,0,0,0.299279014383094,0.0120000943860649,0,0.0586195891609496,0,0,0,0,0,0,0.484490597153312,0,0,0,0,0,0,-0.273056362067948,0,0,0,0,0.348900524791225,0,0,0,0,0,0.0383741225884139,0,0.293625181893752,0,0,0,0,0,0,0,-0.0602369969900047,0,0,0,0,-0.123339786004911,0,-0.155811742398568
X601328.CH.EQUITY,0,0.0310023875332259,0.0880752918331856,0.211977823899706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139426327869558,0,0,0.21747446846772,0.0530286214765392,0,0.080061791210585,0,0,0.0948798273102732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165136341221238
X600000.CH.EQUITY,0.128186269352014,0.089989454367342,0,0,0,0,0.133126194734828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177265980560613,0,0,0,0.275951662741643,0,0,0,0,0,0,0,0,0,0.106042344396819,0,0,0.0850574109558143,0,-0.0353199825433786,0,0,0,0,0,0.115950587976069,0,0,0,0.0355526111324978
