,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.393422097323426,0.0210417885049091,-8.67361737988404e-19,0,0,0,0,0,0,0.191058342087989,0,0,0,0,0,0,0,0.10819362261123,0,0,0,0,-0.00416426300093828,0,0.0998005097167492,0,0,0,0,0.00218930046586563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0607303547727914,-0.12288704995589,0
X601939.CH.EQUITY,0.462507983908621,0,0,0.122966701607911,0,0,0,0,0,0,0.163528586775782,0,0,0,-0.0479808995211875,0,0,0,-0.0352632374270791,0,0,0,0,0,0,0.178689901647914,0,0,0,0,-0.0155820512585126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626649531938459,0,0,0.0114504619189458
X601318.CH.EQUITY,0,0,0,0,0.198156499375944,0.0621907706688688,0,0,0,0,0,0,0,0,0.128575101110016,0,0,0,0.298399979833065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128483813635319,0,0,0,0.137835043980967,0,0,0.0024695014786768,0,0,0,0,0,0
X601288.CH.EQUITY,0.297080002066182,0.0953913244708511,0,0,0.176923904076355,0,0,0,0,0,0.00182438380252758,0,0,0.190632484680764,0,0,0,0,0,0,0,0.0462121254673445,0,0,0,0,0,0,0,0,0,0,0,0.123611949510397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0
X601988.CH.EQUITY,0,0,0,0.339850124588128,0,0,0,0,0,0.29094919573436,0,0,0,0,0.0515831092696645,0.130947765012267,0,0.0873473371047199,0,0,0.116962729221053,0,0,0,0,0,0.0530270665530872,0,0,0,0,0,0,0,0,0,-0.517934690479506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344950473613803
X600036.CH.EQUITY,0,0.0701945145633869,0,0,0,0,0,0,0,0,0,0,0.183945577990575,0,0,0,0,0,0.283814341615895,0,0,0.0082330131253321,0,0,0,0,0,0,0,0,0,0.283114335451464,0,0,0,0,0,0.00524205097668123,0,0,0.0664209717359119,0.0509441755600824,0,0.0209495053560137,0,0,0,0.094721341162444,0,0,0,0
X1299.HK.EQUITY,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.0886131500631273,0,0,0.182195509932174,0,0,0.292118501785189,0,0,0,0,0,0,0.136809405439325,0,0,0,0,0.0906373082281115,0,0,0,0,0,0,0,0,0,0.150536458713782,0,0.0365261062105145,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.255933440845894,0,0,-0.222294616554644,0,0,0,0,0.269289882469945,-0.150280726947219,0,0.226036449711313,0,0.799355476071714,0,0,0.0930466751433813,0,0,0,0,0,0,0,-0.0295136175365718,0,0,0,0,0,-0.158507003413962,0,0,0.271652909233044,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.00265358551289921,0,-0.120402349595649,0,0,0,0,0,0,0.294523856820825,0,0.0591641515273417,0,0.119519655561614,0,0,0,0,0,0,0,0,0.0491608113368766,0,0,0,0,0,0,0,0,0.202571871606545,0,0,0,0,0,0,0.0586078800791037,0,0,-0.186465419095102,0.0595058020018376
X601658.CH.Equity,0,0,0,0.141297802286096,0.140225528136799,0,0,0,0,0,0,0,0,0.107861476183596,0,0,0,0,0,0,0,0,0,0,0,0,0.0626406098074083,0,0.0988567528158794,0,0,0,0,0,0,0,0,0.259913691941103,0,0,0,0,0,0,0,0,0,0,0.373075314639725,0,0.0394891356931741,0
X601328.CH.EQUITY,0.224342435066507,0,0,0.355050676337124,0,0,0,0,0,0,0,0.0315065852512096,0,0,0,0.139031486167605,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080172913669686,0.0231242419864594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102966546029007,0.0631959845137759,0,0
X388.HK.EQUITY,0,0,0.42000412364133,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0893080789991289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413410741803954,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0021705106182284,0,0,0,0
