,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600015.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.00596016037603457,0.359697442463087,0,0,0.0814597676396453,0,0,0,0,0,0,0,0,0.0395336959020247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0324373957125364,0,0,0,0.209010904612847,0,0,0.0255465748505108,0,0,0,0,0,0,-6.93889390390723e-18,0,0.208677546176169,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.022318672918443,0,0,0.0233811697774096,0.145131813742249,0,0.053446288265492,0,0.0996059231033235,0,0,0,0,0,0.215348957410833,0,0.228888712711735,0,0,0,0.0247699334760782,0,0,-0.0150762022436371,0,0.0824700789585091,0,0,0,0,0,0,0,0.032790256895568,0,0,0,0,0,0.0370504835821373,0,0,0,0,0,0,0,0.0854772695751316
X601939.CH.EQUITY,0,0,0,0.249959026367813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728329158735409,0,0.0290186144781651,-0.267091678501362,0,-0.166097413371781,0.0188811624621787,0,0.123445421634008,0,0,0,0,0,0,0,0,0,0,-0.0961676776700167,0,0,0,0,0,0,0,0,0,-0.0560081559194023,0
X601288.CH.EQUITY,0.182014073361029,0,0.0298770006273766,0,0,0.0557421028142582,0.38292293698426,-0.0932349820048308,0,0,0.0215791372199748,0,0,0,0,0.0655202161309171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188375589445507,0,0,0,0,0,0,-0.108490865894898,0
X600036.CH.EQUITY,0,0.180834835824677,0,0,0,0.0679023152040878,0.0915999491136677,0,0,0,0,0,0.201705245080739,0,-1.35525271560688e-20,0,0,0,0,0,0,0,0.312893949292206,0,0,0,0,0.0248795174715053,0,0,0,0.0813932476166383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179302718660859
X601628.CH.EQUITY,0,0,0,0.101676874968222,0,0,0,0,0,0.0334273694205705,0,0,0,0,0,0,0,0.0583819666118834,0,0,0,0,-0.0996038471031519,0,0.263866285512587,0,0,0,0,0,0,0,0.253060773695224,0,0,0.487656662733808,0,0,0,0,0.0193448474917335,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.249832350460513,0.0025428428032664,0,0.0614052542487881,0.0596283312222436,0,0,0,0,0,0,0,0.179062175256502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263806180783959,0,0.104074796181729,0,0,0,0,0,0.0051319314657355,0,0,0,0,-0.0840828796866294,0,0,0,0,0,0,0.344911544093819,0.00992394470312969,0
X1299.HK.EQUITY,0,0,0,-0.033263665135365,0,0,0,0,0,0.153661770459873,-0.0373987850777189,-0.030033317142838,-0.125265953651984,0,0,0,0,0,0,0,0,0,0,0,0,0.248066469900484,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932240904607267,0.0539519979329387,0.132971332707806,0.0169043359013192,0.038597770753487,0,0.0343750495633458,0.178950510133156,0,0.105253438885622,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659480501614556,0,0,0,0,0,0,0,0,0,0.0373693679664676,0.104442440469881,0.609264337193945,0,0,0,0.0544576827243111,0.106416767214116,0,0,0,0,0,0,0,0,0.207197016840385,-0.0973096707563665,0.0992940338708889,0,0,0,0.130180478884068,0,0.173621918303881,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0604783068808484,0,0,0,0,0.0259589062556287,0,0,0,-0.0295770541896277,0,0,-0.16036603496999,0,0,0,0,0.446736671002879,0,0.246756884898388,0,0,0,0,0.217344642884463,0.314255319229996,0,0,0,0,0.186049259907296,0,0,0.0303102956751207,0,0,-1.73472347597681e-18,-0.486950793691972,0,0.106373965660825,0,0,0,0,0
