,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X300059.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X2882.TT.EQUITY,X601229.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.017328425751448,0,0,0,0,0,0,0,0,0,0,0,0,-0.113986521632806,0.48446438376251,0.721963892633176,0.0222651037126574,0,0,0,0,0.194882890164867,-0.218183332234972,0,0,-0.302496744286603,0,0,0,0,0,-0.0262913796151535,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0830044081552068,0,0,0,-0.022999797485457,0,0,0,0.0707367726700754,0,0,0,0,0,0.307581422205669,0.00694715646342009,0,0,0,0,0,0,0,0.0695649403807767,0.0878870986404138,0,0,0,0,0,0,0.286846064156518,0,0,0,0,0,0,0,0,0.0601442530603474,0,0,0,0,0,0.082963217756681
X601939.CH.EQUITY,0,0,0,0.820324451905689,0,0,0.0330599766602912,0,0,0.0235531849365239,0,0,-0.0638078235185519,0,0,0.0597259905634104,0,0.0721252620685575,0,0,0,0.000865976914963748,0,0,0,0,0,0.0602924934310736,0,0,0.0216743141311602,0,0,0,0,0,0,0,0,0,0,0,0.0218362241113012,0,0,0,0,0,0,0.0305487350984473,0,0
X601288.CH.EQUITY,0,0,0.852339393825147,0,-0.0839906276797155,0,0,0,0,0,0,0,0,0,0.00742165100827941,0.0601998060484414,0.0688622161559506,0.141647678969101,0,0,0,0,0,0,0,-0.0885767405796537,0,0.0244992967342781,0,0,0,0,0,0,0,0,0,0,0,0,-0.154699693305655,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0792143897064475,0.0870793591894689,0,0.392010508804797,0,0,0,-0.0296657710650363,0,0,0,0,0,0.0614988245425525,0,0,0,0,-0.019488302376261,0,0,0,0,0,0,0,-0.0177950789967505,0,0.219332318797158,0,0.210803780626474,0,0,0,0.244374346220203,0,0,0,0.12009593886238,0,0,0,0,0.122561966818852
X600036.CH.EQUITY,0,0,0.374070291202339,0,0,0,0,0,0.0171702353570149,-0.00555310441499931,0,0,0,0,0,0.131723444087128,0,0,0,0,0,0,0,0,0,0,0,0.168580182109423,0.00635730125346417,0,0.184862360411775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330459157044613,0,0.01608753934641,0,0,0.0377975660223778,0,0
X601988.CH.EQUITY,0,0,0,0,-0.0195693226458789,0,0,0,0,0,0,0,0,0.893991902096419,0,0,0,-0.403522230006038,0,0,0,0,0,0,0.368185333994112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702783655270593,0,0,0,0,0.0175168779746224,0,-0.038045358575963,0.0860117305689608
X1299.HK.EQUITY,0,0,0,0,0.26962574625188,0,0,0,0,0.26525002684485,-0.050032499251929,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.175998130062352,0,0,0.33100922670426,0.146823108005926,0.184401259770842,0,0.173492952919566,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.00239463371636191,-0.0590070713171131,0,0.138059200128541,0,0,0,-0.0412083739485156,0.0714021828237794
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276354782666631,0,-0.268041567515067,0,0,0,0,0.0702463236982715,0,0,0.391595733446987,0.236276397906086,0,0,0,0,0,0,0,0,0,0.0786524551874146,-0.185494372202742,0,0,0,-0.124638571852405,0.0815675150213778,0,0,0,0,0,0,0,-0.102681079298113
X388.HK.EQUITY,0,0,0,0,0.352763474074607,0,0,0,0.0936777974760194,0,0,0,0,0,0,0,0,0,-0.41076993996688,0,0,0,0.023980578765852,0.328542709433046,0,0.198781494769826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121977837141046,-0.18743121104571,0,0,0,0,0,0.0412579885184522,0,0.0777508701591484
