,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.138130270725687,0,0,0,0,0,0,0,0,0,0,-0.0961210015803959,0,0.431540729864604,0.689428981368116,-0.129203467375206,0,0.0392733243424334,0,0,0,-0.0831094755252861,0,0.10799203437334,0,0,0,0,0,0,-0.341905360689118,-0.133821201966424,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.189377896779383,0,0,-0.00741122306225324,0,0,0.0192541726885358,0,0,0,0,0,0.17004928607805,0,0,0,0,0,0,0,0,0,0,0.0535633547756495,0,0,0,0,0,0,0.378782041181492,0,0,0,0,0,0,0,0,0,0,0,0,0.253872375469108,0,0
X601939.CH.EQUITY,0,0,0,0.805699715336609,0.0269484501184969,0.00133846602553425,0.0571610637553811,0,0,0,0,0,0,0,0,0.0289600167737283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427282542458331,0,0,0,0.0436939463443742,0,0,0,0,0,0,0.0456959436701577,0,0,0,0,0.0014171769495124,0,0,0
X601288.CH.EQUITY,0,0,0.879734470778701,0,0.0565747800481819,-0.0905630892414294,0,0,0,0,0,0,0,0,0.0133993745432998,0,0.0494836634737049,0.124977843901172,0,0,0,0,0,0,0,0,-0.0886789305910429,0.0187075147359221,0,0,0.0137361361526629,0,0,0,0,0,0,0,0,0,-0.140742979051198,0,0,0,0,0,0,0,0,0,0.00252391040076796,0
X601988.CH.EQUITY,0,4.33680868994202e-19,3.46944695195361e-18,0.0471782238421846,0,-0.0610638768932474,0,0,0,0,0,0,0,0.169383041521118,0,0,0,0,0,0,0,0,-0.00660173739432723,0,0,0,0,0,0,-0.0882996284776942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075210115629325,0,0,0,-0.122960302468454,0.834745593001616,-8.67361737988404e-19,0.111205127815923
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0271894475629135,0,0,0.786278640969745,0.0343199481262202,0,0,-0.0173745144166131,0,0,0,0,0,0.140256660941227,0,0,0,0,0,0,0,0,-0.0736433950727516,0,0,0,0,0,0.0624761453880725,0,0,-0.0358457915902598,-0.0287633462767144,0,0,0.0908293872793308,0,0.0548322399063297,0,0,0.00978580076125183,0,0,0.132311462106184
X600036.CH.EQUITY,0,0,0.346420197743133,0,0,0,0,0,0.00287799323603565,0,0,0,0,0,-2.16840434497101e-19,0.161684961402447,0,0,0,0,0,0,0,0,0,0,0,0.149808791372373,0.00902107543627287,0,0,0,0.260388950786929,0,0,0,0,0,0,0,0,0,0,-0.00781863093413829,0.0704536728256354,0.028417330131137,0,0,0.0591414130010342,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234186484939808,0,0,-0.243909476545982,0,0,0.100274656789872,0.0358215705378339,0.147436419291727,0,0.325597082778211,0,0,0,0,0,0,0,0,0,0.00188140089460246,0.0185298593966153,0.05183581695997,0,0,0.385272570682791,0,0,0,0,-0.124283436658243,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119893307914668,0,0,0.213761069323067,0,0,-0.0780080377112035,0,0,0.166249251972396,0,0,0.339109763218366,0,0.133332337450741,0,0,0,0,0,0,0,0.133536536170641,0,0,0,0,0,0,0,-0.235653862853743,0.105149319847134,0,0,0,0,0,0,-0.145264495686457
X388.HK.EQUITY,0,0,0,0,0,0.293756261138495,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0919587989021745,0,0,-4.33680868994202e-19,0,0,0,0.152304889670178,0,0,0.187948839801899,0,0,0,0,0,0,0,0,0,0,0,0,-0.217587725063504,0,0,0.218889231016213,0,0,0,0,0,0.138066107178654
