,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.374904235985679,0.0101677038286934,0.0297397713163579,0,0,0,0,0,0,0.218206785662254,0,0,0,0,0,0,0,0,0,0,0.111174323157702,0,0,0.081950148036921,0,0,0,0,0.019759357810316,0,0,0,0,0,0,0,0,0,0,0,0,-0.0258993056754466,0,0,0,0.00225191366526798,0,0,0.0434640441500949,-0.14003952748124,0
X601939.CH.EQUITY,0.462642124362144,0,0,0.112502464587509,0,0,0,0,-0.0166750903827392,0,0.157352606451679,0,0,6.93889390390723e-18,-0.0640701961941263,0,0,0,0,0,0,0,0,0,0.174948612319852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739148948119693,0,0.0130461977942388,0.0178633346864494
X601318.CH.EQUITY,0,0,0,0,0.166802212760597,0,0,0,0,0,0,0.182171358857895,0,0,0.0183187129094365,0,0,0,0,0,0,0.0954827873487464,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0580491677357605,0,0,0,0,0.19703620807802,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.176628934307729,0,0,0,0.365779943244986,0,0,0,0,0,0.0401515212263358,0,0,0.0943745513204321,0,0,0,0,0,0.0652391186236844,0,0,0,0,0.0957895686186895,0,0,0,0,0,0,0,0,0,0.14683353095998,0,0,0,0,0,0,0,0.0113963627506043,0,0,0,0,0,3.46944695195361e-18,0,0,0
X601988.CH.EQUITY,0,0,0,0.38094873276154,0,0,0,0,0,0.228566144994309,0,0,0,0,0,0.0624343761956711,0.157925698920567,0,0,0,0.0191806079757889,0,0,0,0,0,0.100153187521935,0,0,0,0,0,0,0,0,0,-0.500125010567714,0,0,0,0,0,0,0.0835769343130662,0,0,0,0,0,0,0,0.289829522234198
X600036.CH.EQUITY,0,0.0771874773367548,0,0,0,0,0,0,0.000924237169098061,0,0,0.190955903815046,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.273506709788692,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.282847596201617,0,0,0,0,0,0,0,0,0.0648005041467737,0.053951253997969,0,0,0,0,0.0243843901515243,0.0891104294742394,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23624129308088,0,0,0,0.47973181303681,0,0,0,0,0,-3.46944695195361e-18,0,0.107385191636437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116677843313428,0,0,0,0,0.0458611139348823,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109232087621171,0,-0.299090608311516,0,0,0,0,0,0,-0.447390631118793,0.0741539523391159,0.746999753035136,-0.0100760012904662,0.649866858596369,0,0,0.0181630342191242,0,0,0,-0.151635304642102,0,0,0.37626664621752,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.174401486519129,0,0,0,0,0.116501529358812,0,0,0,0.307811860642246,0,0,0,0,0,0,0,0,2.20593313116713e-05,-6.93889390390723e-18,0,0,0.0516813204563013,0,0,0,0,0,0.254135390560769,0,0,0,0,0,0,0.128893453701575,0,0,-0.142688911071549,0.0355853227702238
X601658.CH.Equity,0,0,0,0,0.12934164625912,0,0,0,0,0,0,0,0,0.161801020352514,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.191712599254146,0,0.0909931190977128,0,0,0,0,0,0,0,0,0.16013388949034,0,0,0,0,0,0,0,0,0,0,0.415815268415267,0,0.0939734676052207,0
X601328.CH.EQUITY,0.171563906071015,0,0,0.461228933808077,0,0,0,0,0,0,0,0,0.0218590451908835,0,0.0409309769484499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156465778061483,0,0,0,0,0.0893716099240189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672072283684079,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.409156640221808,0,0,0,0,0.0676198326447666,0,0,0,0,0,0.0474566235012906,0,0,0,0,0,0,0,0,0,0,0,0,0.219155255691316,0,0,0,0,0,0,0,0,0,0,0,0,0.0545236884065404,0,0,0,0.0298220288575108,0.0608047593177577,0.115507514768236,0,0,0
X388.HK.EQUITY,0,0,0.27035845170345,0,0,0,0,0,0,0,0,0,0,0.034409118704665,0,0,0,0.0377195768918744,0.11651028010068,-6.93889390390723e-18,0,0,0,0.0447466654178106,0,0,0,0,0,0,0,0,0,0.0437987394071329,0,0,0,0,0,0,0,0,0,0,0.0508817958365833,0,0,0.0201561071074086,0,0,0,0
X600000.CH.EQUITY,0.301349985734462,0.0501860018694306,0,0,0.123620937574791,0,0,0,0.109406763513735,0,0,0,0,0,0,0,0.0300386106678876,0,0,0.0531512321346508,0.0718181498514302,0,0,0,0,0,0,0,0.0272988596161119,0,0,0,0.0246184676477532,0,0,0,0,0,0,0,0,0,0.0545670419415922,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.0217152471662344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112248202607789,0,0,0,0.465235627361522,0.0779434271420504,0,0.117764879882807,0,0.227422255888895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
