,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600918.CH.Equity,X600837.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0194788650030111,0,0.111589989089855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.091032184073216,0.465382558523822,0,0.739588021470238,-0.0676808212347984,0,0.160284340794394,0,0,0,0,0,0,0,-0.251786201293361,0,0,0,0,0,0,0,0,0,0,-0.314585245253171,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.140484765535333,0,0.0064175814851301,0,0,0.0352633547777091,0,0,0,0,0,0,0,0,0,0.444754093261772,0,0,0,0,0,0,0,0,0.145961952771498,0.00515844073390677,0,0,0,0,0,0,0,0,0,0.143696887951994,0,0,0,0,0,0,0,0,0,0,0,0.139731571786907
X601939.CH.EQUITY,0,0,0,0.854521495511558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767465828627787,0,0,0,0,0.100691371262296,0,-0.0530205745049049,0,0,0,0,0,-0.0193279095205533,0.0437179036809743,0,0,0,0,0,-0.0415861681183743,0,0,0,0,0.0589506536103416,0.000151359987397677,0,0.0391818296458544
X601288.CH.EQUITY,0,0,0.901352664450494,0,-0.0746213492141846,0,0,0,0,0,0,0,0,0,0,0.0383281925582124,0,0.131639157172956,0,0,0,0,0,0,0,0,-0.102336313367123,0.0123342252926103,0,0,0.00509370816315476,0,0,0,0,0,0,0,0,0,-0.0966735478600696,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0663359075740364,0.0317407051295968,0,0,0,0.277931508136198,0,0,-0.100480191445308,0,0,0,0,0,0,0,0,0,0,0,0,0.084729486031399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0894684527835933,0,0.123847923024335,0,0,0.0255882016917287,0,0,0.0801802710053572,0,0.0264920968390257,0,0.0951664232770262,0,0.0883779823865443
X601988.CH.EQUITY,0.0807267334617452,0,0,0,-0.283243508530778,0,0,0,0,0,0,0,0,1.10076608657363,0,0,0,0,0,-0.110587725532602,-0.00350172215683536,0,0,0,0,0,0,0,0,0,0,0,0,-0.188455605950969,0,0,-0.0744519187677024,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.173598546033883,0.00272003606319252,0.239873718557233
X600036.CH.EQUITY,0,0,0.200315648496597,0.251643673239381,0,0,0,0.0927304376159437,0.0505887537063114,-0.0420811340215064,0,0,0,0,0,0.00675890378472757,0,0,0,0.013855738205626,0,0,0,0,-0.0222174804431151,0,0,0.0626077627620579,0,0,0,0,0,0.272960934545999,0,0,0,-0.0585901207365991,0,0,0,0,0,0,0.0205728156715025,0,0,0.0797843493870817,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.244787612850205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248015623568317,0,0,-0.0411191193591261,0,0,0,0,0,0,0.137976703819262,0,0,0,0,0,0.0858754881419098,0,0.019427839275738,0,0,0,0,0,0,0,0,0.409653777616529,0,0,-0.0702840593221584,0.0785959726758467
X5.HK.EQUITY,0,0,0,0,-0.1661162754685,0,0,0,0,0.106585773323592,0,0,0,0,0,0,0.380650781628633,0,0,0,0,0.16490468186276,0,0,0,0.322000675258339,0,0.110641125745711,0,0.0765394649599427,0,0,0,0,0,0,0,0,-0.151619503725938,0,0,0,0,0.112563758276188,0.0233274093854218,0,0,0,0,0,0,-0.125293593338303
X388.HK.EQUITY,0,0.22469841398179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736681555982512,0,0,0,0,0.521403193823488,0.325272363010586,0,0,0,0,0,0.12816033062459,0,-0.254415413415993,0,0,0,0.063005499897387,0,0,0.101958389288097,0,0,0,0.0208324952461857,0,-0.478143665432999,-0.00499239903913255,-0.112832193499455,0,0,-2.77555756156289e-17,0,0,-0.070390883996345,0.0567783877437476
