,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.679705225662329,0,0,0,0,0,0,0.0457282580494226,0,0,0.104418321533493,0,0,0,0,0.00724865507471337,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270346012588144,0,0,0,0,0.0710313464868591,0,0,0,0,0,0,0,0,-0.00406162949173838,0.0167189973796339
X601318.CH.EQUITY,0,0,0.0649219728628454,0.179104681656589,0,0,0,0,0.0714779138309605,0,0,0,0,0,0,0.0488396085348232,0,0.161460088812198,0,0.0139504399413091,0,0,0,0,0,0,0,0,0.0994322237256789,0,0,0,0.0288860463419941,0,0,0,0,0,0,0,0.164300750323451,0,0,0,0.0249059567368857,0.0588633921773584,0.0612819778815801,0,-1.73472347597681e-18,0,0
X601939.CH.EQUITY,0.165880583761494,0,0,0.375410893887874,0,0.143175824000325,0,0,0,0,0,0,0,0,0,0,0,0,0.0235565522254624,0,0.0176739881617291,0,0,0,0,0,0.0126667000446182,0,0.146029860647188,0,0,0,0.0675851331860245,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0805216887581176
X601288.CH.EQUITY,0.164810904827101,0,0.0903339083663442,0,0,0,0,0,0,0.155268015596974,0,0,0,0,0,0,0,0.128160653514622,0,0,0,0.027711422168689,0,0,0.0118142543267323,0.291763937285134,0,0.0427492900658992,0,0.0569900208443849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0
X5.HK.EQUITY,0,0.202574309540111,0,0,0,0.0413397274864306,0,0.366502301603801,0,0,0,0,-1.73472347597681e-18,0,0,0,0.245900697506018,0,0.115683068995296,-0.134656011195819,0,0,0,0,0.362456825795047,0,0,0,0,0.0571379218153158,0,-0.0114270007258966,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.637750702879115,-0.223410156829701,0,0,-0.183618565596142,0
X601988.CH.EQUITY,0.222066412612642,0,0,0,0.065192084336416,0,0,0,0.127210818425162,0,0,0,0.0100291321908633,0,0,0,0,0.0857793001394348,0,0,0,0,0.435482703249303,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188093221549904,0,0,0,0,0,0,0,0.0810710832067152,-0.0363608050575332,0
X600036.CH.EQUITY,0,0.00981572834756081,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784532559157282,0,0,0.00547506730612221,0.0704150644207146,0,0,0,0,0,0,0,0,0,0,0,0,0.0148276019797293,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0431332170439432,0,0,0,0.261056931772697,0,0,0,0.172345806072517,0,0,0,0.0744419599839622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.130730351506467,0,0.0921748890107955,0,0,0,0,0,0,0,0,0,0,0,0.0396371405274852,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.360316827927459,0,0,0.0456160253969148,0,0,0.0801793063501725,0,0.105936613628038,0,0,0,0.0339937780701398,0,0
X601328.CH.EQUITY,0,0,0.00355709451480782,0,0,0,0.180012291347844,0,0,0,0.0299489197323875,0,0,0.145967243424679,0,0,0,0,0,0,0,0.268047801841664,0,0,0,0,0,0,0.0329409335719914,0,0,0,0.0349107824076162,-0.00706769250118832,0,0,0,0,0,0.0709646111405713,0.251658652784336,0.0430918783405484,0,0,0,0,0,0,0,-0.00397557351261852,0
X601166.CH.EQUITY,0.0477384985994412,0,0.187279844828857,0,0,0,0.158920767819202,0,0,0.0794576220844063,0,0,0,0.236726410400809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600066637730778,0,0,0,0,0,0,0,0,0,0,0,0.0938306682970482,0,0,0,0,-0.0401290805235096,0
X16.HK.EQUITY,0,0,0,0,-1.73472347597681e-18,0,0,-0.0678223364630131,-0.172715394650643,0,-0.044522385035871,0,-0.0122890109944514,0,0,0,0,0,0,0,0,-0.119875893341646,0,0,-0.0641199181612389,0,0.109574890897522,0,0,0.143299330422571,0.212944856414785,0.284946093137314,0,0.316834793415012,0,-0.023379497526446,0,0,0.0348453451450548,0,0,0,0,0,0.109238755736997,0.189410322685715,0,0,0,-0.0591248863387591,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.170327560276856,0,4.33680868994202e-19,0,0,0,0,-0.0227163876079953,0,0.159926121967423,0.113125539307252,0.265928984163708,0.134693845749837,0,0,0,0,0,0,0.139576812324473,0,-0.178826334729094,0,0.0206335810199545,0,0,0.213000566820928,0,0,0,0,0,0,0,0.072908522968836,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0656989700492568,0,0.22847988729474,0.00770742719509468,0,0,0.201552064631493,0,0.0837227707048261,0,0,0,0.0813967854514319,0,0,0,0,0,0.0117612182654912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175239824228942,0.0201540265779153,0,0,0.0952233861093285,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.362744081381427,0,0,0,0,0,0.015819800319501,0,0,0,0,0,0,0,0,0,0.393487779523078,0,0,-0.285895127277716,0,0.0169817823528428,0.199069000978855,0,0,0,0.127117051144983,0,0.451590492139114,0,0,0,0,0,0,0,0,0,0,0,0.117714495218303,0,0.0059581247648394,0.0973562591604696
X000002.CH.EQUITY,0,0.035065854916396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687106304939731,0.043585985973672,0,0.117350140563617,0,0,0,0.0143937595933213,0,0.620832921570036,0,0,0,0,0,0.0718159834993331,0,0,0,0,0,0,0,0,0,0,-0.0750109115691349,0
X2388.HK.EQUITY,0,0,0,0,0.0611681589231463,0,0,-3.46944695195361e-18,0,0,0,0,0.280646505945917,0,0,0,0,0,0,0.163115005925349,0.189092873249851,0,0,0,0.00566261689255448,0,0,0,0,0,0.177622637352643,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0684579457135802,0,0,0,0,0,0
X601601.CH.EQUITY,0.0964002519722501,0.127306539320315,0,0,0,0,0.0937127894250059,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0426500921064919,0,0,0,0,0,0,0,0,0,0,0,0,0.0675670054663416,0,0,0,0.0711436001267015,0,0,0,0,0,0,0,0,0,0.237293975155584,0,0,-0.0317936457513265,0
X267.HK.EQUITY,0,-0.172621900859247,0,0,0.250830797904924,0,0,-0.104724164275424,0,0,0,0.126787317791463,0,0,0,0,0,-0.168677195565101,0,0.346462226947244,0,0,0,0,0,0,0,0,0,0.477202703663847,0,0,0,0,0,0.092343144982462,-0.21247173416294,0,0,0,0,0.166803027612829,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0385346467268526,0,0,0.0704399349686003,0,0.289227375326675,0.162190277118743,0,0,0.00310120971277889,0.126607074878581,0,0,0,0,0,0,0.0328074049992579,0,0,0.264523767953062,0,0,0.0856171116474393,0,0,0,0,0,0,0,0,0,0,0.00673943528800696,0,0,0,0.100852807423982,0,0,0,0,0
X688.HK.EQUITY,0,0,0.0869604577818197,0,0,0,0,0,0,0.091775235408973,0,0,0,0,0,0,0,-0.0678486706634193,0,0,0,0,0,0,0,0,0.052211890049366,0.30743968522544,0,-0.0468067544569737,0,0,0.0856219805643981,0,0,0,0,0,0,0,0,0,0,0,0,0.217327342266817,0,0,0,-0.11633720901391,0
X601998.CH.EQUITY,0,0,0,0,0,0.130134925026767,0,0,0,0.296092224954741,0,0,0,0,0,0,0,0,0,0,0,0,0.115391811234273,0,0,0,0,0,0,0,0,0,0,-0.000366798798887778,0,0,0,0,0,0,0,0,0.116880405093587,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0226315700197952,0,1.38777878078145e-17,0,-0.0261322908648285,0,0.134061757127526,0.31422332511372,0,0,0,0,0,0,0,0.0475013672648012,0,0,0,0,0,0,0,0,0,0.0975098886563764,0,0,0,0,-0.0095094719975723,0,0,0,0,-0.00526784825404907,0,0.110562224997682,0,0.251679541502012,0,0.00927346486593248,0,0,0,0,0.0288313366104767,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143460514085679,0.0373373641705373,0,0,0.0655673329770568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145510677492219,0,0,0,0.591266044034888,0.0263266955487809,0,0,0,0,0.210349560701287,0,0,0,0,6.93889390390723e-18,0,0
X2007.HK.EQUITY,0,0,0,0.159091517030445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0719360209752637,0,0,0,0,0,0,0,0.073292828842825,0.117338798914905,0,0,0,0,0,0,0,0,0,0.363010148360603,-5.42101086242752e-20,0,0,-0.00264661791294832,0,0,0,0.264226025141613,0,0,0,0,0
X000001.CH.EQUITY,0,0.136690442079175,0,0,0,0.0451540699454799,0.0183449873762603,0,0,0,0,0,0,0,0,0,0,0.173518490972463,0,1.73472347597681e-18,0.0638001891075093,0,0.0712776914434242,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214145400260056,0,0,0,0,0,0.0734692119233075,0,0.182956091222798,0,0,0,0,0,0
