,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.163339770280119,0.0728122888812732,0.0463459516809633,-0.00300776091400706,0,0.354587965181862,0,0,0,0.0765167546731895,0,0,0.0258859673947672,0,0,0,0,0,0,0,0,0,0,0.0747476296663311,0.0740229287020126,0,0,0,0,0,0,0,0,0,0,0.104224517839787,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0100699991055319,0,0,0,0.158279363106683,0,0,0.0124998234721224,0.108762190956241,0,0,0.0307084631637237,0,0.0468385718870122,0,0.145416415714975,0,0,0,0,0,0,0,0,0.0930269716396814,0,0.0922741915132695,0,0,0,0,0,0,0.103255447280986,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0670875899803139
X601939.CH.EQUITY,0,0,0,0.19408170723695,0,0,-0.0576293504835597,0,0,0,-0.0196723899413251,0.148078100456385,0,0,0,0,0,0,0.137275830651956,0,0.0211945278705214,-0.116325781860416,0,0,0.122486184479569,0.580631219773147,0,0,0.0533215015027117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0174154075790179,0
X601288.CH.EQUITY,0,0,0.120280284889473,0,0,0.0514491253359394,0,0.492151124951931,0,0,0,0.0242849604667891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118535801772579,0,0,0,0,0.0033496462449725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703452370394531,0,0,-0.0634915904428718,-0.0236167228053252
X600036.CH.EQUITY,0,0.0268644244939475,0,0,0,0,0.235469004058466,0.0231256334346842,0,0,0,0,0.255512519109619,0,0.172792364297983,0,0,0,0,0,0,0,0,0,0,0.170576775375748,0.254570237424489,0,0,0.0323730828673581,0,0,0,0,0,0,0,0,0.0889737148585511,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0.106057122868429,0,0,0,0,0,0,0,0,0,0,-0.188641009596594,0,0,0,0.0364779977543202,0,0,0.0329930868666917,0,0,0,0,-0.0169330939838785,0,0,0,0,0,0,0.0438574194950587,0.633003642374197,0,0,0,0,0,0,0,0,0,0,0,0,0.0657182519540596,0,0,0,0.209312317349447
X1299.HK.EQUITY,0,0,-0.0745479514057313,0,0.0643656608212428,0,0,0,0,0,0.164804660984951,0,0,0,0,0,0,0,0,0,0.179878071324716,0,0.171207740836975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105917503932741,0,0.0735017173606285,0,0.0784909169055236,0.132095512858796,0,0.0883891885975965,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.632414541610294,0.22947274320882,0,0,0,0,0,0.024749063541478,0,0.0967841018443041,0,0,0,0.0835400035965235,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0411918952252858,0,0,0,0,0,0,0,0,0,0.0885566286305297,0,0,-0.00101535646247706,0,0,0,0,0,0,0.0366582709927353,0
X5.HK.EQUITY,0,0,0,0,0,0.00927270176463268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134094706491111,0,0,0.174250377070477,0.0841661397009509,0,0,0,0,0.0155402531554643,0,0,0,0,0,0,0,0,0,0.339371316695655,0,0,0,0,0.163004842326272,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0165653537321884,0,0.220381877474694,0,-0.0284983338646912,0,0,0,0,0.076570766584464,0.099192173423527,0,0.0605326834382187,0,0,0,0,0,0,0,0,0,0,0,0.141072237567883,0.314793596300804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0137282809952625
