,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.373485548016044,0.0234357635402059,0.0996423740431555,0,0,0,0,0,0,0.201952298378656,0,0,0,0,0,0,0,0,0,0,0.0986374653971067,0.055722910462436,-0.0274548834314481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0245934603515276,0,0,0,0,0,0,0,0.0370039004889564,0,0.0266976391086955,-0.165875256281443,0
X601939.CH.EQUITY,0.39831154284179,0,0,0.186163427910244,0,0,0,0,-0.0371854332925227,0,0.142830893641843,0,0,0,-0.0812477255994049,0,0,0,0,0,0,0,0.175481050591296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00571311870663247,0,0,0,0.0964760175999623,0,0,0
X601318.CH.EQUITY,0,0,0,-8.67361737988404e-19,0.289110181247179,0.0484112315083218,0,0,0,0,0,0.0412515632722478,0,0,0,0,0,0,0,0,0,0.17520713407149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964311897802177,0,0,0.0731367870784822,0,0.153922647322588,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.360912489884904,0,0,0,0.332863257243085,0,0,0,0,0,0.0231100487628836,0,0,0,0,0,0,0,0,0.0744400117233196,0.0308357289393126,0,0,0,0,0,0,0,0,0,0,0,0.0439074307680369,0,0.0880032176168519,0,0,0,0,0.0418739987239051,0,0,0,0,0,3.46944695195361e-18,0,0,3.46944695195361e-18,0,0,0
X601988.CH.EQUITY,0,0,0,0.510655321235436,0,0,0,0,0,0.199601806294175,0,0,0,0,0,0.0950894268684582,0.126574200865006,0,0,0,0,0,0,0,0,0,0.0446811904740749,0,0,0,0,0,0,0,0,-0.510346705101585,0,0,0,0,0,0,0,0,0,0,0.146857044963287,0,0,0,0,0.270150668496351
X600036.CH.EQUITY,0,0,0,0,-0.00155185896337291,0,0,0,0,0,0,0.270777255558711,-0.045750209348507,0,0,0,0.129551240027075,0,0,0,0,0.114314260919041,0,0.00755450235232911,0,0,0,0,0,0,0,0.231727558020447,0,0,0,0,0,0,0,0,0.123984534396039,0,0.122282906461228,0.108203223560053,0,0,0,0,0,0,0.0229131831919566,0
X1299.HK.EQUITY,0,0,0,0,0.0349796552911882,0,0,0,0,0,0,0,0,0.157355486723708,0,0,0.0502692770709031,0.502672997366139,0,0,0,0,0,0.135508298024542,-3.46944695195361e-18,0,0,0,0,0,0.0884258290796453,-0.0257280660992113,0,0,0,0,0,0,0,0,0,0,0.0777329790273517,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,-0.0319674375662908,0,0,0,0,0,0,0,0,0,-0.139855916778729,0,-0.121962217022816,0,0,0,0,0,0,0.389221804190096,-0.15274801566278,0,0,0.734656967374733,0,0,0,0,0,0,0,0,0,0.367315900152775,0,0,0,0,0,0,-0.242174954353401,0,0,-8.67361737988404e-19,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.155253018656107,0,0,0,0,0,0,0,0,0.272873306291876,0,0,0,0,0,0,0,0,0,0.0498225802180523,0,0,0,0,0,0,0,0,0.274979608341036,0.11793769131226,0,0,0,0,0,0.224531014014834,0,0,-0.076073328381562,0
X601658.CH.Equity,0,0,0,0.14616605751154,0.145241468151041,0,0,0,0,0,0,0,0,0.109440518385121,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0632624640895102,0,0.100495205518621,0,0,0,0,0,0,0,0,0.256574464699659,0,0,0,0,0,0,0,0,0,0,0.380148342973984,0,0.0477791015797705,0
X601328.CH.EQUITY,0.0616618705576657,0,0,0.6003590387425,0,0,0,0,0,-0.070270451330794,0,0,0.00417017686574771,0,0.0581798721916592,0.0172153320130587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151593924656061,0,0,0,8.67361737988404e-19,0.115988738634556,0,0,0,0,0,0,0,0,0,0,0,0,0.0226677482582599,0,0.112744348459846,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.438635518001627,0,0,0,0,0.00901181739217844,0,0,0.0292911841679512,0,0,0.0328203637990888,0,0,0,0,0,0,0,0,0,0,0,0,0.241773381713943,0.0248567401582599,0,0,0,0,0,0,0,0,0.004619581199044,0,0,0,0.0324471522638445,0,0,0,0.0516326712927817,0.108060821526621,0,0,0
X388.HK.EQUITY,0,0,0.218704687423992,0,0,0,6.93889390390723e-18,0,0,0,0,0.0482791500813541,0,0.0165395714898975,0,0,0,0.0689929329459429,0.128457856312024,0,0,0,0,0,0.00886542901452203,0,0,0,0,0,0,0,0,0.0834778816709625,0,0,0,0,0,0,0,0,0,0,0.0623691074805717,0,0,0.0213838054713137,0,0,0,-0.0982102765253884
X600000.CH.EQUITY,0.2960066464244,0.0503433074105586,0,0,0.124900151235372,0,0,0,0.108137892441597,0,0,0,0,0,0,0,0.0299865031450881,0,0,0.0523975390490283,0.0784011314690918,0,0,0,0,0,0,0,0.0275565216855735,0,0,0,0.025765189700176,0,0,0,0,0,0,0.0546499717292641,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0.0213390087416432,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114169136987252,-3.46944695195361e-18,0,0,0.426830869637697,0.0771104098121929,0,0.11955146213408,0,0,0.223289098215263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0.041008565518376,0,0,0,0,0.024545580033869,0,0,0,0,0,0,0,0,0,0,0,0.031011141511701,0.277744912622284,0,0,0,0,0,0,0.170639608140649,0,0.0879886872294557,0,0,0,0.0839521823098161,0,0,0,0.0109672974649544,0,0.0758707481791434,0,0.217595977815051,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.180000821233184,0,0,0,0,0,0,0,0,0.276704324369308,0,0,0.099530121012571,0,0,0,0,0,0,0,0,0,0,0.138674872212687,0,0,0,0,6.93889390390723e-18,0.0653675037563768,0,0,0,0,0,0.00954334639767082,0,0,0,0,0,0,0,0,0,0,0,0.162505405384957,0,0
X16.HK.EQUITY,0,0,-0.0359373407018599,0,0,0,0.171230478938262,0,0,0,0,0,0.117312071056493,0,0,0,0,0,0,0.14180872329107,0,0,0,0,0,0,0,0,0,0,-0.0256131770126217,0,0,0.13983546745628,0,0,0.140549641663183,0,0,0.0906230981364888,-0.14292170694298,0.0267698588503166,0.329140481806689,0,0.0147435401539334,0,0,0,0,0,0,0
