,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.394474916755822,0.0859415599525917,0.00661140604534537,0,0,0,0,0,0,0.218273038750406,0,0,0,0,0,0,0,0,0,0,0.0315010806989953,0,0,0,0,0,0,0,0.0771126767409017,0.0128374966273234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298490972256514,0,0,0,-0.128328862893078,0
X601939.CH.EQUITY,0.257905448610642,0,0,0.138066676647563,0,0,0,0,-0.0735585405357703,0,0.15734402796822,0,0,0.0844139263938616,0,0,0,0,0,0,0,0,0,0.224928894722889,0,0,0,0,0,0,0,0,0,0,0,0,-0.0622761694319522,0,0,0,0,0,0,0,0,0,0,0,0.158174859475683,0,0.0196921373519302,0
X601318.CH.EQUITY,0,0,0,0,0.17110577096997,0,0,0,0,0,0,0.186622005149537,0,0,0.0186001549692317,0,0,0,0,0,0,0.0971290727746647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0568037312064756,0,0,0.203178511848886,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.412088434672323,0,0,0,0.217400604102241,0,0,0,0,0,0,0,0,0.112962776351551,0,0,0,0,0,0.0854224279862588,0.0582343833117909,0,0,0,0,0,0,0,0,0,0,0,0.0201706121394608,0,0.0248770752668619,0,0,0,0,0,0,0,0.0200230120679786,0,0,-3.46944695195361e-18,0,0,0,0.0152938653143517,0,0
X601988.CH.EQUITY,0,0,0,0.375164464923348,0,0,0,0,0,0.243589463368633,0,0,0,0,0,0.0921174765675976,0.136267994947847,0,0,0,0.04524784502677,0,0,0,0,0,0.095206165154191,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.523958638592383,0,0,0,0,0,0,0.0761515968561703,0,0,0,0,0,0,0,0.292652137980464
X600036.CH.EQUITY,0,0.0281950974717585,0.0707686746356406,0,0,0,0,0,0,0,0,0.148336903554284,-0.0574536155473163,0,0,0,0.0910553874024563,0,0,0.0587008019045304,0,0.23169826405497,0,0,0,0,0,0,0,0,0,0.195284185549085,0,0,0,0,0,0,0,0,0.136805106396481,0,0,0,0,0,-1.73472347597681e-18,0.11180755181426,0.0169384314903388,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239082294930949,0,0,0,0.482015571656459,0,0,0,0,0,0,0,0.108281578044794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112299059329955,0,0,0.046513946884243,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.183221593063604,0,-0.327353489501212,0,0,0,0,0,0,0.09073292753617,-0.343262394183693,0.636807679183479,-0.0208610516660783,0.698135170953537,0,0,0.0749862826811434,0,0,0,-0.14988204121898,0,0,0.386548705456392,0,0,0,0,0,0,-0.0346314463684596,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.17638103464628,0,0,0,-3.46944695195361e-18,0.117308600608381,0,0,0,0.308813311322546,0,0,0,0.000167359644469937,0,0,0,0,0,0,0,0,0.0524798063972101,0,0,0,0,0,0.252821600417375,0,0,0,0,0,0,0.130709313093684,0,0,-0.144674268517416,0.0360744887217337
X601658.CH.Equity,0,0.118644904851307,0,0,0.201722625991711,0,0,0,0,0,0,0,0,0.10807678304644,0,0,0,0,0,0,6.93889390390723e-18,-0.0986956384615833,0,0,0,0,0.0862510680496694,-0.0597638635496574,0.0744546917619401,0,0,0,0,0,0,0,0,0.262557747532054,0,0,0,0,-0.0179537988761476,0,0,0,0,0,0.517665331288122,0,0.0561217346380043,0
