,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.171132251801042,0,0.187743973096736,0,0,0,0,0.220148543316036,0.0141475047335456,0,0,0,0,0,0,0,-0.0229022475429196,0.300085185324239,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616172954953962,0,0,0,0,0
X601939.CH.EQUITY,0.485080940171176,0,0,0,0,0,-0.0489451682552745,0,0,0.0162553120478129,0.192013539660118,0,0.229709236251369,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150252200301054,0,0
X601318.CH.EQUITY,0,0,0,0.0321213818926957,0,0,0,0,0,0,0,0.200559640592704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129679713648815,0,0.129161941660656,0,0.126923969560266,0.207894405275204,0,0,0,0,0
X601288.CH.EQUITY,0.385364996645935,0.108974247371732,0.0844703198022892,0,0.130260990740144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554317855426032,0.0290166355414256,0,0,0,0,0,0,0,0,0.0912699691109088,0,0.0219530581224904,0.00620091201049756,0,0,0,0,0,0,0,0.0493677624777538,0.00192294194016998,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.274444425575044,0,0,0,0,0,0,0.230593157763355,0.313108605319291,0,0.078105962210675,0.0795748441714794,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0211413813980339,0,0,0,3.46944695195361e-18,0,0,0,0,0.409110836577631,0,0,0,0,0,0,0,0,0,0,0.0525329051901814,0.121981815693567,0,0,0,0,0,0,0,0,0,0,0,0.0842579929057074,0,0,0,0.0583539278655333,0,0,0,0,0,0,0,0,0,0.261039941330605,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0877600594556086,0,0,0,0,0,0,0,0,0,0,0,0.162497098862323,0,0,0,0,0.108839215231967,0,0,0,0,0,0.108000164957437,0,0,0.0772373275500631,0,0,0.221767790917182,0,0,0,0,0,0,0,0,0.00909374701867537,0,0,0,0.17600856883933,0,0,0,0
X5.HK.EQUITY,0,-0.360693349433694,0,-0.00529867672200182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28403661695968,0.133322207982699,-0.873089547244455,0,0.363660753406346,0,0,0,0,0,0,0,0,0.0288395157477055,0,0,0,0,0.421450191397755,0,0,0,0,0,0,0,0,0,-0.106701341528646,-0.0694103356970351
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170584502650242,0.0785049424919292,0.178489994353951,6.93889390390723e-18,0,0,0,0.228876234023097,0,0,0.0468958264315776,0,0,0,0,0,0,0,0.0446539930134601,0,0,0,0,0,0,0,0,0,0.0459076528156477,0,0,0,-0.0396493404702593,0
X601658.CH.Equity,0,0,-0.151312738714312,0.304620544560594,0,0,0,0.102918335503727,0,0,0,0,0,0,-0.22277345107344,0,0,0,0,0,0,0,0,0.0141652420754273,0,0,0,0,0.776932918478188,0,0,0,-0.12891603756424,0,0,0,0,0,0,0,-0.134984609361392,0,0,0,0,0.720409859002579,0,0,0,-0.125105391281692,0,-0.0386620821233763
