,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.608331129464039,0,0.0373470917978162,0,0,0,0,0,0,0,0.0829661216975164,0,0,0,0,0.0978783827629938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.017709965876092,0,0,0,0.0870201704533244,0,0,0,0.0326036191769675,0,0,-0.00434929163251256,-0.0191020486816387,0,0.0461389781577238,0,0.0271324866535236
X601318.CH.EQUITY,0,0,0,0,0,0,0.151202775185118,0,0.0885602947550923,0,0,0,-0.00739286843857221,0,0,0,0.0726401782826161,0.255886657421022,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117226573458073,0,0,0.0435563318235678,0,0,0,0,0.17996167015826,0,0,0.0427255389302468,0,0,0,0,0,0.143596382949292,0,0,0
X601939.CH.EQUITY,0,0,0,0.385863494298096,0,0.245933312710149,0,0,0,0.0211118768825908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110282007385563,0,0,0,0,0,0,0.169130379205863,0,0,0,0.0159019857776206,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.0186533172123723
X601288.CH.EQUITY,0.118653642559649,0,0.257065088495787,0,0,0,0,0,0,0.132235162895124,0,0,0,0,0,0,0,0.142274185551487,-0.00810011692881463,0,0,0,0,0,0.142666737343211,0.0489676626032968,3.46944695195361e-18,0,0,0.107241302466475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.166419944186773,0,0.396226332277151,0,0,0,0,0,2.77555756156289e-17,0,0.13393519225791,0.119423375630746,0,0.078626863422026,0,-0.224657728768252,0,0,0,0,0.349645775080472,0,0,0,0.133092621847304,0,0,0,0,-0.0993067372388227,0,-0.132234844264979,0,0,0,0,0.0724889639735401,0,0,0,-0.465183653039111,0,0,0,-0.167077400205976,0
X601988.CH.EQUITY,0.0547917363718399,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0209942229080323,0,0,0,0,0,0,0,0,0.61245227888574,0,0,0,0,0,0,0.083108911524616,0,0,0,0,0,0,0,0,0.0759133058382929,0,0,0,0,0,0.0482177524537642,0,0,0,0,-0.0945435051107938,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0397125102878309,0,0,-0.0195773910958343,0,0,0,0,0,0.0600233830079352,0,0,0,0,0,0,0.683598171258238,-0.00584452269627664,0.044313989192205,0,0,0.102694146099689,0,0,0,0,0,0,0,0,0,0,0,0,0.0686119543850434,0.0487698376426307,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.263257608085135,0,0,0,0,0,0,0,0.224198028504015,0.0212610208105352,0,0,0,0,0,0.0544831824003911,0.0481168983187402,0,0,0,0,0,0,0.0824472635945576,0,-0.0483166722788563,0,0.32262519733602,0.199191707583341,0,0,0,0,0,0,0,0,0,0,-0.0755253358413942,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.215115040611806,0,0,0,0,0.0308198581985367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505216459533725,0,0,0,0,0,0,0,0,0,0,0,0,0.404381077121482,0,0.232085800015961,0,0,0.0295635704792854,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0130833935543732,0,0,0,0.15891977866741,0,0,0,0,0,0,0.171900102830974,0,0,0,0,0,0,0,0.288706495974456,0,0,0,0,0.0791882660874027,0,0,0,0,0,-0.00504820535778463,0.0686969036065924,0,0,0,0,0.257348231789475,0,0,0,0,0.0653901003190054,0,0,0,0,0.0213669897500604,-0.00940973780594662,0
