,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.0572672266715674,0,0.139709574989927,0.178331022831078,0,0.351064063901256,0,0,0,0.00061042976773669,0,0.133062291423573,0,0,0,0,0,0,0,0,0,0.0119701104816888,0,0,0,0,0,0.104102923038333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.167374181544297,0,0,0,0,0.00035803136973756,0,0,0.24546562084643,0,0,0,0,0,0.0592428631399054,0.164753895302167,0,0.040350912586185,0.165184603610363,0,0,0,0,0,0,0,0.00334659408041503,0,0,-0.104252508293324,0.0757749037838882,0,0,0,0,0,0.108405720630153,0,0.100454334290782,0,0,0,0,0,0,0,0,0,0,0,0,-0.0353589106286086
X601939.CH.EQUITY,0.255399547898523,0,0,0,0,0,0,0,0,0,0,0,0,0.415757533044139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201763889481797,0.102968384718568,0,0,0,0.0188464598939623,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.3439776717126,0,0.0265486487820132,0,0,0.487895796132818,0,0,0,0,0,0.00728257923686152,0,0,0.0356538475138358,0,0,0.00911422745879436,-0.0255977606862584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100398818277892,0,0,0
X5.HK.EQUITY,0,0,0,-0.0199111617342695,0,0,0,0.152506971193467,0,0,0,0,0.163218113916345,0,0,0,0,0,0,0,0,0.245879801370374,0.838354685158898,6.93889390390723e-18,0,0,0.228806754116931,0,0,0,0,0,0,0.0396222444967104,0,0,0.0689206405489357,0,3.46944695195361e-18,0,0,0,-0.296170924655226,0,-0.107742913984847,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0591764700890763,0,0,0,0,0,0,0,0,0.107885119142755,0,0,0,0,0.219858910272025,0,0.0739952999846328,0,0,0,0,0,0.220331485553258,0,0,0,0,0,0,0,0.10375040585018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136829068199109,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.117636210041392,0,0,0,0.267543576601326,0,0,0,0.166832843304878,0,0,0,0,0,0,0,0,0,0,0.0482798063058699,0,0,0,0.161331933983337,0,0.150334972627419,0,0,0,0,0.0358544196269164,0,0,0,0,0,0,0,0,0,0.0241657513831931,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.11985196284017,0,0,0.141538831690098,0,0,0.278532905954072,0,0,0,0.0933478022867511,0,0,0,0,0,0,0.00847754440017967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.399131910320248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109545229180076,0,0,-2.77555756156289e-17,0.116284618113533,0,0,0,0.140628943744302,-0.0362346391475232,0,0,0,0.0130138030191042,0.258808099909977,0,0,0,0,0.116153107106721,0,-0.0463643248364948,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.170771576088422,0,0,0,0,0,0.219855735356893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0983446721445535,0,0,-0.148020769490961,0,0,0,0,0,1.73472347597681e-18,0,0,0.783513185448344,0,0,0,0,0,0.37773053787007,-0.274242092156965,0,0,0
