,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0447999777956316,0,0,0,0,0,0,0,0,0,0,0,0,0.50428321229339,-0.106987993678092,0.706358871814834,0.00151560578202234,0,0,0,0,-0.209585521964026,0,0.248823539766267,0,-0.316824730683219,0,0,0,0,-0.0480361655182279,-0.0630671120096964,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.218045671709147,0,0,0,0,0,0,0.0385626343375228,0,0,0,0,0,0.261329272925699,0.020969051472715,0,0,0,0,0,0,0,0,0.0822582130277551,0,0,0,0,0,0,0,0.311179750445489,0,0,0,0,0,0,0,0,0,0,0,0.133805650994587,0,0.0252720630304966
X601939.CH.EQUITY,0,0,0,0.800330163222338,0,8.67361737988404e-19,0.0254960780774839,0,0,0,0,0,0.0104200518789711,0,0,0,0,0,0,0,0,0.00653251886219913,0,0,0,0,0,0,0,0,0,0.0898594440405582,0.028297647074786,0,0,0,0,0,0,0.0470754669783699,0,0,0,0,0,0,0,0,0.0755729648013355,0,0,0
X601288.CH.EQUITY,0,0,0.853349839494351,0,-0.0851197895294613,0,0,0,0,0,0,0,0,0,0.00764296145404122,0.0571461528266922,0.0683939360554282,0.143778907531357,0,0,0,0,0,0,0,-0.0870331887300696,0.0258559278015455,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.153869927386731,0,0,0,0,0,0,0,0,0,0.00132890404320553,0
X601628.CH.EQUITY,0,0,6.93889390390723e-18,0,0,0,-8.67361737988404e-19,0,-0.0410428054277432,0,0,0.805749140896501,0,0,0,0,0,0,0,0,0,0.136093188747423,-0.0307267244532154,0,0,0,0,0,0,0,-0.0391759342760351,0,0.0176185930263804,0,-0.0579554937139736,0,0,0,0,0,-0.0332848976031409,0,0,0.119117790294671,0,0.0874850909914358,0,0,0.0415134594213405,0,0,0.13609345159498
X601988.CH.EQUITY,0,0,0,0,-0.143933665264358,0,0.0780267466194017,0.0269496801531338,0,0.00952237202791013,0,-0.00630114846556532,0.0531976109721295,0,0,0,0,0,0,0,-0.0701542175770083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103747969567534,0,0.010782876669787,0,0,0,0,0,0,1.00338456529331,0.0352138127656213,0
X600036.CH.EQUITY,0,0,0.372871648979072,0,0,0,0,0,0.00559478471832396,0,0,0,0,0,0,0.133137782981072,0,0,0,0,0,0,0,0,0,0,0.194614916714496,0,0.0118238812519364,0,0,0,0.179689913477732,0,0,0,0,0,0,0,0,0,0,-0.00235914618305374,0.0324827550153336,0,0,0,0.023283491236448,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.240152024838217,0,0,0,0,0.258938586881809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169721031265515,0,0.344890592098945,0,0.164948558191799,0.162057517513631,0.165797162128314,0,0,0,0,0,0.0198498734262325,0,0,0,0,0,0,0,-0.100423831012421,0.10505903415267,0,0,0,0,-0.078951547713915,0.0457132516093291
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.295558291989558,0,-0.176389006183773,0,0,0,0.0535483189763866,0,0,0,0.203946460598369,0.392847382602415,0,0,0,0,0,0,0,0,0.105249656612889,0,-0.28845838762915,0,0,0,0.0728251187690938,-0.0831542852835779,0,0,0,0,0,0,0,-0.0638323871799002
X388.HK.EQUITY,0,0,0,0,0.298429697561925,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.358485541505031,0,0,0,0.286759422643451,0,0,0.249897996026875,0,0,-1.38777878078145e-17,0,0.0692893413751564,0,0,0,0,0,0,0,0,0,0,0,-0.0936702044380252,0.127617215277294,0,0,0,0,0,0,0,0.108763141609002
X601658.CH.Equity,0,0,0,0.229196223320854,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.281862776601378,-8.67361737988404e-19,0,-0.0978737500243156,0,0,0,0,-0.0708892914940642,0,0,0,0,0.0812138513292996,0,0,0,0,0,0,0,0,0,0,0.32681101133113,0,0,0,0,0,0,0,0,-0.00535614534482645,0
