,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.133506070206129,0,0.086934478460933,0,0,0,0,0,0,0,0.318956871970435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0740305823924138,-1.73472347597681e-18,0,0,0,0.174699586374294,0,0,0,0,0,0,0,0,0.0218098711928585,0,0.020266858800197,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0774527464598732,0,0,0.178669827631689,0,0,0,0.23868965375641,-0.0291178098664797,0,0.215483965046008,0,0,0,0,0,0,-0.0238941285554158,0,0,0,0,0,0,0,-0.138225348492671,0,0,0.245021734939333,0,0,0,0,0.0376646156436233,0.2303538929254,-0.268410976926064,0,0.157709247420975,0.16816612304138,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.481057088942415,0,0,0,0,0,0,-0.0465042638003231,0,0,0,0.119836734988577,0,0,0.143980048262834,-0.0668061454521246,0,0,0,0,0,0,0.0122618964002477,0,0.116532978586253,0,0,0,0,0,0,0,0,0,0,0,0,0.11634871856093,0,0,0.328080654530815,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.266863514994395,0,0.101451316396317,0,0,0.363785138130837,0,0,0,0,0.0580087408251026,0,0,0,0,0,0.0959414891899414,0,0,0.0321707634990189,-0.0564889158818785,0,0,0,-0.0241545113492805,0,0,0,0,0,0,0,0,-0.128720572289255,0,0,0,0,0,0,0.23000602532022,0,0,0,0,-0.0622688360345757,0,0.131939174786508,-0.0121403948517327,0,0,-0.0358730996788286
X5.HK.EQUITY,0,-0.0295383333976182,0,0.188051770090099,0,0.0441565228347085,0,0,0,0,0,0,0.0488549692496717,0,0,0,0,0,0,0,0,0.412133915555383,0,0,0,0,0,0,0,0,0.369334338099138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123135481902883,-0.1334053713133,0,-0.0671228147056746,0
X601988.CH.EQUITY,0.175235049993464,0.0805503311828075,0.103884651568338,0.0528615247489873,0,0,0,0,0.226415434672125,0,0.0220694201146902,0.253709259999813,0,0,0,0,0,0,0,0,0,0.021639545232579,0,0,0.044955318162175,0,0,0,0,0,0,0,0,0,0.17200486108472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.176939344086604,0,-0.0316313503333161,0.0310268831452662,0,0.315220731534872,0,0.260466438030607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042225042387514,0,0.0513086206333958,0.031231519145744,0.0959556026726245,0,0,0,0.0438589690381268,0,0,0,0.0517249375208987,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0483882033951537,0,0,-0.131870972789085,0,0.175554350755177,0.256204551024404,0,0,0,0,0,0,0,0,0,0,0.205057913956703,0,0,0,0,0,0.0834064444682808,0.0891006123861678,0.000814151387338872,0,0,0.0619426000591831,0,0,0.0943126957906692,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.306748519886113,0,0,0.130786141428465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0616142871949837,0,0,0,0,0,0.273251110145054,0,0.0162731706056376,-0.14660196834135,0,0,0,0,0,0,0,-0.217046143400487,0,0,0,0.0417544884272296,0,0,0,0,0.174124573679725,0,0,0,0.0705848085911326
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.195798227935393,-0.605380165018428,0,0.300199727627771,0,0,0,-0.27270746659086,0,0,0,0,0,0.284198473111255,0,0,0,0,0,-0.134520585528789,0.156029656599602,0,0,0.114104332193402,0,0.796762409383353,-0.131831530003826,0,0,-0.147233515644047,0,0.0459619264399273,0,0,0,0.496998776530588,0,-0.105142058438153,0,-0.351858408940367,0,0.499754581244148
