,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.2672279590518,0.132415812219084,0,0,0,0,0,0,0,0,0,0,0.183232635041131,0,0,0,0,0,0,0,0,0,-0.311006317535738,0,0,0.905512687876847,0,0,-0.186699285024691,0,0,0,0,0,0,0,0,0,0.0213364955585747,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.243202799733625,0,0,-8.67361737988404e-19,0,0,0,0.127126070629031,0.106864167881741,0,0,0,0,0.111292489989043,0,0,0.0402498321349736,0,0,0,0,0,0,0,0,0,0,0,0,0.116064803391967,0.0761011368955284,0,0.265916781117536,0,0,0,0,0,0,0,0,0,0,0,-0.111849164817791
X601939.CH.EQUITY,0.288843008148581,0,0,0,0.11537152150265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160318894552062,0,0,0,-0.124841832376178,0,0,0,0,0.46870132572426,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.553997486858776,0.216749189296852,0,0.422847048676817,0,0,0,0.433922382893116,-0.14936052784888,0.138342290587314,0,0,0,0,0,0,-0.228781257589649,0,0,0,0,0,0,0,-0.60929733972075,0,0,0,0,0,0,0,0,0,0,0,0,0.119651409494865,0,0.161438031655822,0,0,-0.110436677595361,0
X5.HK.EQUITY,-0.0289437225247396,-0.0713881321508777,0,0,0,0.0733619509166021,0,0.00718586945129814,0,0,0,0,0,0,0.0908742522589056,0.0582225194738778,0,0,0,0.844830014489057,0,0,0,-0.190675989470085,0,0,0.0692020699108924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137162978368431,0,0,0,0,0.112806621454979,0,0,0
X601988.CH.EQUITY,-0.293325296526593,0,0,0,0.416313222886903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.649993130775548,0,0,0,-0.0990355737897229,-0.0461941653515619,0,0,0,0,0,-0.44606383338771,0,0,0,0,0,0,0,0,0,0.147205482069848,0,0,0,0,0,0.0978615492470815,0,0,0,0,0
X600036.CH.EQUITY,0,0.279831658811191,-0.0695705665609074,0,-0.0776869327831249,0,0,0,0,0.685917669767728,0,0,0,0,0,0.105810823566871,0,0,0,0,0,0,-0.0732682575003267,0.314159283618696,0,0.128097969272208,0,0,0,0,0,0,0,-0.246633336300083,0,0,0,0,0,0,0,0,0.0060720665233417,0,0,-0.0803316245768588,0,0,0,0,0.0391560072469818
X1299.HK.EQUITY,0,0,0,0,0.278259464202147,0,0,0,0,0,0,-0.0669638847690411,0,0,0,0,0.0211890843980701,0,0,0,0,0,0,0,0,0,0.169120544742419,0,0.101567749012019,0,0,0,0.117259988939023,0,0,0,-0.0140334388109195,0,0,0,0,0,-0.0987098008307474,0,0,0,0,0,0,0,-0.0161641059917445
X601628.CH.EQUITY,0,0.0579862731466454,0,0,0,0,0,0,0,0,0.158470991449842,0,0,0.385763266942613,0,0,0,-0.00786257555859081,0.000159942468286695,-0.0178288911316,0,0,0,0,0,0,0,0,0,0,-0.0662135821509572,0,0,0,0,0.109443443966127,0,0.135925786806528,0.065339307633707,0,0,0,0,0,0,0.0417305103788556,0,0,0,0,-0.10767100435713
X601328.CH.EQUITY,0,0,0.022525432724826,0.0313446964580395,0,0,0.538330982711073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144768793959604,0,0,0.249779232762483,0,0,0.226787143987473,0,0,0,0,0,0,0,-0.156527620591384,0,0,0,0,0,-0.0145962610939312,0.109762884401095,0,0,0,-0.144024452221924,0,0,0,-0.0420985231444391,-0.171842674328136
X601166.CH.EQUITY,0,0,0,0.275703175890385,0,0,0,0,0,0,0,0.216043081594542,0,8.67361737988404e-19,0,0,0,0,0,0.0579514954872056,0,0,0.122001934237357,0,0,0,0,0,0.162002790991242,0,0.0948890687969123,0,0,0,0,0,0.0402687194228118,0,0,0,-0.0296351153856278,0,0,0,0,0,0,0,0,0.0194151004877244,0
