,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X300059.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.337114539173043,0,0.040883058873762,0,0,0.202464925550161,0,0,0,0.0397864819401778,0,0,0,0,0,-0.00147236906440539,0,0,0,0,0,-0.0215804945151785,0,0.260331130027479,0,0,0,0,0,0,0,0,0,0,0.0556776304812348,0.125420026916196,0,0,0,0,0,0,0,0,0,0,-0.0404947406382185,0,0,0
X601318.CH.EQUITY,0,0,0.231345398879051,0,0,0,0,0,0.0624531070079818,0,0.0106712944448419,0,0.0546328163574596,0,0.171742946852459,0,0,0,0,0,0,0.0817448177601496,0,0,0,0,0,0,0.24124028169399,0,0,0,0,0,0.0374549126188424,0,0,0,0,0,0,0,0,0,0.0976107829324835,0,0,0.0281542023087206,0,0,0,0
X601939.CH.EQUITY,0.38473567287264,0.0387536040981096,0,0,0,0,0,0.365657724800742,0.206468005828559,0,0,0,0,0,0,0,0.0602863088040043,0,0,-0.0101796176099113,0,0,0,0,0,0,0,0,0.295977126627518,0,-0.0509983088449402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0870974467241365,0
X600036.CH.EQUITY,0,0,0,0,0,0.177452678862852,0.0238412696818134,0,0.0765188917744908,-0.142636721983961,0,-0.102211744282621,0.151828626856867,0,0,0.165199801139824,0,0,0.174299935155775,0,0,0,0,0,0.403302464853769,0,0,0,0.0280138953267771,0,0,0,0,0,0,0,0,0,0,-0.0630400687212933,0,0,0,0,0,0,0,0,0,0,0,0.0118600999547887
X601288.CH.EQUITY,0,0,0.0339399759820416,0,0,0,0,0.517535443279569,0,-0.0500973603159855,0,0.0105320541309883,0,0,0,0,0,0,0.061633112359021,0,0,0.0251997523050576,0,0.0729817762752021,0,0.0922100037019563,0,0,0.112256643020088,0,0,0,0,0,0,0,0.0168270023368541,0,0,0,0,0,0,0,0,0,0,0.0214157895918543,0.0379120688687623,0.0567969139463824,0,0
X1299.HK.EQUITY,0,0,-0.0336004574523319,0,0,0,0,0,0,0.148772588463798,0,-0.0545233054031797,-0.073960399071168,0,0,-0.0381202857987414,0,0,0,0,0,0,0,0.157250887269595,0,0,0,0,0,0,0,0,0,0,0,0,0.0872612467352296,0.0572201516866112,0,0,0.181513643491463,0.240452277430367,3.46944695195361e-18,0.027687240666663,0,0,0,0,0.202283637413399,0,0,0
X601628.CH.EQUITY,0.0109820441738137,0,0,-0.0362214354168208,0,0,0,0,0,0,0,0,0,0,0,-0.283392922257257,0,0,0,0.259285567586132,0,0,-0.0227960435489676,0,0,0,0,0,0,0,0,0,0,0,0,0.623900566547592,0,0.121849967364953,0,0,0.0133746641336439,0,0,0,0,0,0,0,0,0.0173068612281979,-0.0654984707731353,0.13038731210416
X601988.CH.EQUITY,0,0,0.0749546049750644,0,0.440729192475698,0,0,0,-0.0924825233532076,0,0,1.73472347597681e-18,0,0,0,0,0.279588535652719,0,0,0,0,0,0.0456137606529589,0,0,0.0832753813672406,0,0,0,0,0,0,0,0,0,0,0,0.00189888050861878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0754687973723559,0,0,0,0,0,0,-0.0529735669185041,0.159747574584828,0,0,0,0,0,0,0,0,-0.122608020409092,0,0,0,0.260733798020414,0,0,0.0920250917193781,0,0,0.0332988719121265,0,0,0,0,0,-0.0480697788905469,0.175319019145371,0,0,0.226753651393076,0,0.267876692927171,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.297187796464138,0,0.26498171533145,-0.0332290143740195,0,0,0,0,0,0,0,0,0,0,0.277802473616018,0,0.317391965074933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0841955259462769,0,0.109353731389953,0,0,0,0,0,0,0.0397819545777576,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.178925919297155,0,0,0,0,0,-0.0303153448131136,0,0.0928370358548007,0.454421580390229,0,-0.0463720412308952,0,0,0,0,-0.116938621100611,-0.109864296919359,0,0,-0.0637775517777124,0,0,0,0,0.205487127912154,0,0,0.0686817716739333,0,0,0,0.0548972015009506,0.110362554343569,0,0,0,0,0,0,0,0,0,0,0.0211315310339578,0,0,0,0
X601658.CH.Equity,0,0,0,-0.266946452312038,0,-0.0506066338798882,0.0452832036273199,0.449905171759818,0,0,0.407887283693692,0,0,0,0,0,0.290120696764937,0,0,0.214125677802847,0,0,0,0,0,0,0,-0.417911047921271,0.0343566026030724,0,0,0,0,0,0,0,0,0.196875881155016,0,0,0,0,0,0,0,0,0,0,0,-0.0124386099074517,0,0
X000001.CH.EQUITY,0,0,0,0.127035286552533,0.0456010086642841,0,0.00320807081840743,0,0,0,0.46278846180598,0.0344745786011499,0,0,0.261040249608705,0,0,0,0,1.73472347597681e-18,0,0.00989265498855243,0.225037201607476,0,0,0,0,0,0,-0.0187625333662991,-0.0329535736447721,0,0,0,0,0,-0.194572639820476,-0.135921761857538,0,0,0,0,0,0,-0.0615960045537542,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0.0666468494575587,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161810933927054,0,0.114730254896762,0,0.0996346371237834,0,0,0,0,0,0,0,0.0983957090623312,0,0,0,0,0.252562100110373,0,0,0.0447248829341663,0,0,0,0,0,0,0,0.33271760103431,0.0318216811798965,0.00212601779940503,0.0286934363657313,0,0,0.12232874605385,0,0
X601601.CH.EQUITY,0,0.54299887538214,0,0,0,0,0,0.0946195507881042,0,0,0,0,0.0318736217335343,0,0,0,0,0,0,0.0531658637509723,0,0.182074572232568,0.00667990339943311,0,0,0,0,0,0,0,0.0827764812861125,0,0,0,-0.158259037534351,0.131292459103269,0,0,-0.0849894936489258,0.0940440803402909,0,0,0.0282228637538824,0,0,0,0,0,0,0,0,0
