,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X601916.CH.Equity,X2891.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.0138979305673461,0.0837032095164814,0,0,0,0,0,0,0.277096819943982,0.123287684838727,0,0,0,-0.16740016513982,0,0,0,0.0843595283105164,0,0,0,0,0,0,0,0.0487183891556085,0,0,0,0.036731409979941,0,0.0545366076998972,0,0,0,0,0,0,0,0.257391804116299,0,0,0,0.0425643473455239,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0279237301526408,-1.38777878078145e-17,0,0.244946144401253,0,0,0.275509583066559,0,0,0,0.0752866637784762,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.115238812290099,0,0,0,0,-0.251835466882998,0.107855040900875,0,0,0.179111431259873,0,0,0,0,0,0.088974736885086,0,0
X601939.CH.EQUITY,0.4687701753426,0,0,0,0,0.189658062026402,0,0,0,0,0,0,0,0.0493331807348361,0,0,0,0,0.009072479251859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3724783493471,0,-0.125524950669383,0,0.051243315757497,0,0,-0.0393961899113393,0,0,0,0,0
X601288.CH.EQUITY,0.558548001188971,0.031530419482569,0.106370963482482,0,0.0656990805675986,0.0110390865360992,0,0,0.0485917505549874,0,0,0,0,0,0,-0.0356170218206163,0,0,0,0,0,0,0,0,0,0.0815331145266711,0,0,0,0,0,0,0.0509568910677114,0,0,0,0,0.158532183980672,0.179989514484318,0,0,0,0,0,0,0.0396655251098809,0,0,0,0,-0.0610129977110499
X5.HK.EQUITY,0,-0.0397224412132079,0.199676844984885,0.080860339533195,0,0,0,-0.160047237825368,0,0,0,0.228829924449886,0,0,0,0,0,0.594552132452164,0,-0.0270124964844903,-0.149913609374122,0,0,0.11839070562056,0,-0.118910748529926,0,0,0,0,0,0,0,0,0,0.0440306065612415,0,0,0,0,0,0,0,0.0986282081417159,0,0.157987756286795,0,0,-0.0672462613795324,0,0
X601988.CH.EQUITY,0.0974300821837701,0,0.131749097002111,0.162524791717922,0,0,0,0,0.146504065556129,0.102933347846687,0.16505415670945,0,-0.347410631889119,0,0,0,0,0,0,0,0,0,0.179176278463599,0,0,0.0855612998413357,0,0,0,0,0,0,0,0.000700346160560124,0.0148989194807755,0,0,0,0,0,0,0,0,0,0.0192912335447153,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.35977079165202,0,0,0,0,0,0,0,0,0,0.183991379948337,0,0.16157560758931,0,0.050785618648973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933593015712584,0,0,0.0138902648802177,0,0,0,0.0934151491327252,0,0,0,0,0,0.0389517992326893,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0682096221875577,0,0,0,0,0,0,0,0,0,0.223363891457657,0.296972066022273,0,0.215874411739366,0,0,0,0,0,0.0417396476686932,0,0,0.0358126235182091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.244278725242659,0.300517697223942,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00964731066017612,0,0,0,0.0712211353323312,0,0.047321432994922,0,0,0,-0.0995532962640355,0.173534764251605,0,0,0,0,0,0,0,0,0,0,0,0,0.143041496834501,0,0,-0.154643750229577,0,0.239037339179413
X601166.CH.EQUITY,0.232958592038375,0,0,0,0,0.106727387901133,0.432564877292668,0,0,0,0,0,0,0.0113573402370732,0,0.391120962937568,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0483800662526288,-0.131881569648949,0.0363465752655399,0,0,0,0,0.0375239647828767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0596593998013215,0,0,0.0948352162641555,0.00673485186420788,0,0,0,0.0225740176537834,0,0.236777648406121,0,0,0,0,0,0,0.228785424516561,-0.118585184935113,0,0.0651587005023369,0.119740903965427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239570975724438,-0.0331968396661342,0,0.185362642965614,0,0.0846821141949817,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0650334630085319,0,0,0,0,0.2518414240154,-0.0311683442250432,0,0,0.384368641377245,0,0,0.0645048191927484,0,-0.106202945182536,0,0,0,0,0,0,0,0,0,0,0,0.222036018023562,0,-0.00146717089028449,0,0,0,0.0345012270506592,0,0,0,0,0,0,0,0,0,0,0,0,0.0321732646286023,0,0.162619694760709,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.052541322933088,0,0,0,0,0,0,0,0,0,0,0.158212851995427,0,0.0503576000774924,0,0.0269593116141803,0,0,0,0,0.0354940670418728,0.0210306683710723,0,0.325832549711249,0,0,0,0.323636738679326,0,0,0,0,-0.0389771326265991,0,0,0,0.0596586278100847,0,0,0.081169934535428,0,0,0,0.112145609167943,0,-0.0283543763007281
X000001.CH.EQUITY,0,0,0,0,0,0,0.0331389007486975,0.140316465542972,0,0.0828465380355774,0,0,0,0,0,0,0,0.113020283783635,0,0,0,0,0,0,0,0,0.0106299265407316,0,0,0,0,-0.227627045959419,0,0.212811718864442,0.147958022870127,-0.274072526825199,0,0.0596927126478045,0.217248598894106,-0.0346967427865905,0,0,0,0,0,0,0.218591884871846,-0.0285150964540148,0.204535622846494,0,0
X16.HK.EQUITY,0.0143970099941346,0,0,0.206321432599307,0,0,0,0.201576653349774,0,0,0,0,0,0,0,0,0.0673102920942387,0.125570230578069,0,0,0,0.0326922083330557,0,0.166488894936405,0,0,0,0,0.0067611823608501,0,0.200190683778966,0,0,-0.0905180204181517,0,0,0,0,0,0,0,0.224726590512795,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,-0.0969213632849473,0.0186184823385096,0,0,0,-0.166330784580111,0.0720554392903571,0,0.22072818191309,0.216892374330714,0,0,0,0,0,0,0.3161820550046,0,0,0.178423747784846,0,0,0.115043573904779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201694370735769,0,0,0,0,0,0,-0.0271367553576035,0,0,0,0.0709127594100833,0.00661427464334991
X388.HK.EQUITY,0,-0.13091277786161,0,0,0,0,0,0.335078990275124,0,0,0,0,0,0,0.059745231510848,0.21345706808033,0,0,0,-0.0927696134799581,-0.102895074813858,0,0,0,0,0,0,0,0,0,0.221763771291461,0,0,0,0,0,0,-0.307655864438239,0,0,0,0.275661133723332,-6.93889390390723e-18,0.173082225315463,0,-0.0913940799551716,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0.111462412315764,0,0,0.204946391870549,0,0.0220258267224581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339476821543424,0,0,-0.0316640630126503,-0.0822304066536351,0,0,0,0.0903944356095843,0,0,0,0,0,0,-0.0988828868575128,0,-0.0680443831296873,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0
X601998.CH.EQUITY,0,0,0.0508825702365491,0,0,0,0,0,0,0.016256474357343,0.0742934000715225,0,0,0,0,0,-0.0072268622354686,0,0,0,0,0,0.183468453817698,0,0,0,0,0.0872794064209138,0.147117777488189,0,0.108208717213786,0,-0.134408135320247,0,0,0,0,0,0,0,0.0140942852520897,0,0.00216752549829177,0.30673744556987,0,0,0,0,0,0.0637364618689066,0
X267.HK.EQUITY,0.29432076547635,0,0,0,0,0,0,0.214306554750621,0,0,0,0,0,0,0,0,0,0.555766023126046,0,0,0,0.04050162692003,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0488936874743291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00222305658525642
