,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.135069765865,0,0.0165968415311234,0,0,0,0,0,0,0.275771165578214,0.244716294539906,0,0,0,-0.0878611168411947,0,0,0,0,0,0,0.0202217455473809,0,0,0,0,0,0,0,0,0.0222707225234302,0,0.261120756067306,0,0,0,0,0.0409243992242276,0,0,0.0551823647680899,0,0,0,0.0199038339325773,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.261780472192431,0,0,0.139940885148839,0,0,0,0.0412645032678885,0,0,-0.0311536693065694,-0.130488350261378,0,0,0,0,0,0,0,0,0,0,0,0.187139951957982,0,0,0,0,0,0,-0.312392510181157,0,0.309611827868724,0.0558452477026945,0.267612123900993,0,0,0,0.0217093795517623,0.0823306754957247,0,0,0
X601939.CH.EQUITY,0.492557845565108,0,0,0,0,0.1828621741295,0,0,0,0,0,0,0,0.0691611469258524,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372933938205278,-0.11339944605942,0,0,0.0443446030299083,0,0,-0.0482332930270069,0,0,0,0,0
X601288.CH.EQUITY,0.612782646045856,0.083134294512975,0.114587008628519,0,0.0467189384665324,0.0198957846998107,0,0,0,0,0,0,0,0,0.00618333519054104,0,0,0,0,0,0,0,-0.0388458609020381,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0.117997829011356,0,0.0353583818580753,0,0,0.0529915851034091,0.180777710687669,0,0,0.0314887177087173,0,0,0,8.67361737988404e-19,0,0,0,0,0
X5.HK.EQUITY,0.0141090468656044,-0.0440008136217736,0.115475882997459,0.0382619633017088,0,0.0698705333366362,0,-0.131282998668732,0,0,0.0515326252152506,0.284561129210634,0,0,0,0,0,0.709275900037006,0,0,0,0,0,0,0,0,-0.167121086235946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933663858711632,0,0,0,0,0
X601988.CH.EQUITY,0.133245914779063,1.73472347597681e-18,0.203792598269955,0.0664680168189384,0,0,0,0,0.0774261625498352,0.105156487079738,0.103827689695919,0,-0.277179102426999,0,0,0,0,0,-0.0165673245175659,0,0,0.211826101751313,0,0,0,0,0.163318895192007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100621443647737,0,4.33680868994202e-19,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0503464245860954,0,0,0,0,0,0.0433813701887751,0,0,0,0,0,0.247922870255677,0,0.142391657355217,0,0,0,0,0,0,0,0.172508056348553,0,0,0,0,0,0,0,0.143400206457285,0,0,0,0.0342567141793479,0.0846929351138146,0,0,0,0.0185213813463337,0,0,0,0,0,0.0307482414936248,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.183430011513372,0,0,0.0346677381072409,0,-0.0996752863196472,0,-0.0498599999894179,0,0,0.272196737263555,0.262995704434204,0,0,0,0,0.121475407198674,0,0,0,0.137262674660937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178520006919126,0,0
X601628.CH.EQUITY,0.255132510522923,0.354288844092798,0,0.102877850786824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040401046162742,0,0,0,0,0,0,0,0.00960932438778155,1.0842021724855e-19,0,0,0,0,0.0503764542166888,-0.127866407554941,0,0,0,0,0,0,0,0,0,0,0,0.102405118635085,0,-0.253157795764462,0.0993764979186804,0,0.231534842557212
X601166.CH.EQUITY,0.204369420745888,0,0,0,0,0.0107534541294395,0.433415134282038,0,0,0,0,0,0,0,0,0.429286421024227,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.0339881408324841,3.46944695195361e-18,0,0,0,6.93889390390723e-18,0.00241598724397213,0,0,0,0,0,0,0,0.058289785034519,0,0,0,0,0,0,0,0,0,0
