,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.106892506030677,0,0.253870250325413,0,0.155193852111405,0,0,-0.0490034348717048,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.134011642580406,0,0,0,0,0,0,0,0,0,0,0,0.0535381085232794,0,0,0,0,0.0490439086779541,0,0,0,0,0,0,0,0,0.211317243103305,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.0151559176252759,0.140689592481359,0,0.0333307298692837,0,0,0.134167886767166,0,0,0,0,0.258702895999557,0.274590298073261,0,0,0,0,0,0,0,-0.0334228038728103,0,0,0,0.081813402246278,0,0,0,0,0,0.0330811237930001,0,0,0,0,0,0.00822771623442333,0,0,0,0,0,0,0,0.0852703435229344
X601939.CH.EQUITY,0,0,0,0,0.0181884257848632,0,0.434372035073219,0,0,0,0,0,-0.143536171034544,0,0,0,0,0,0,0,0.0135955002606662,0,0.636937799105222,-0.0629707714296633,0,-0.0149339895802956,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225594779183987,0,0,0,0,0,0,0,0,0,0,-0.112815448992474,0.00232124247983903
X601628.CH.EQUITY,0,0,0,0,0,0.0385173616389531,0,0,0,0.0987216175850199,0,0,0,0,0,0,0,0.263546074191872,0,0,0,0,0,0.0546596195864326,0,-0.204263371475162,-2.16840434497101e-19,0,0,0,0,0.0450364704450489,0,0.249426424347977,0.398271045687785,0,0,0,-0.0300917786085733,0,0,0,0,0,0,0,0.114870286832634,0,0,0,0,0.0436693163434176
X601288.CH.EQUITY,0.102991443368753,0,0.111647526369866,0,0,0,0.0771507115116504,-0.0629735462958383,0,0,0,0,0,0,0,0.169210706969641,0,0.105022705359112,0,0,0,0,0.22606438430015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0764454007843544,0,0.0737433637642761,0,0,0,0,-0.0790726626724366,0,0,0
X600036.CH.EQUITY,0,0.189427938691692,0,0.0443294527360865,0,0,0.111905155191034,0.0360077182732124,0,0,0,0,0,0.179693503188893,0,0,0,0,0,0,0,0,0,0,0.3644920356676,0,0,0.0448103416753485,0,0,0.0447538276737324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431668340892005,0,0,0,0,0.0272485882425113
X601988.CH.EQUITY,0.181190108749413,0.141199492038561,0.0520025987611418,0,0,0.316141261254182,0,0,0,0,0,0,0,0,0,0.227057624487712,0,0,0,0,0.177893852531627,0,0,0,0,0,0,0,0,0,0,0.0543100889425128,0,0,-0.0501358122060097,0,0,0,0,0,0,0,-0.150419774077845,0,0,0,0,0,0,0,0.0903485849874061,0
X1299.HK.EQUITY,0,0,0,0,-0.147610523099179,0.0449891917298905,0,0,0,0.357118176554873,0,0,0,0,0,0,0.114256834182733,0,0,0,-0.0592927029360824,0,0,0,0,0,0.33648810141944,0.144916597966554,0.0599103093768592,0,0,0,0,0,0,0,0,0,0,0,0.0805785292352328,0.0205950611120606,0,0,-0.000174879989445112,0,0,0,6.93889390390723e-18,0,0,-0.0122486476235784
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0454119685761716,0,0,0,0,0,0,0,0,0.0867516403682471,0,0,0,0,0.55591677664646,0.0222589735950976,0,0.124740773517531,0,0,0,0,0,0,0,0,0,0,0,0.188128376464749,-0.0252656926031792,0.149566887651284,0,0,0,0.115793715557224,0,0.140358747963253,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.125579952935669,0,0,0,0,0,0,0.453899917978317,-0.0380669697457683,0.0945827407463533,0,0.105215087523686,-0.0503150056890616,0,0.230849767908403,0,0,0,0.345822333855735,0,0,0,0,0,0.214325573855613,0,0,0,-0.277284885693297,0,0.0298398110288479,0,0,0,-0.141188806737568,0
