,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.244212986171188,0,0.13378320349585,0,0.0384429871875026,0,0,0.250283683385268,0.0714568180348681,0,0.107486199754129,0,-6.93889390390723e-18,0,0,0,0,0.0598195486364485,0,0,-0.0873048752941421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590458347295502,0,0,0,0,0,0,0,0,0,0.0518139834368061,0.0131523521130164,0,0,0,0,0
X601939.CH.EQUITY,0.462043024496886,0,0,0.0176868590634007,0.000369935384469669,0,-0.0311056282940515,0,0,0,0.192547634311167,0,0,0.226258332571164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0085739791102696,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.232925704869547,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019979175808148,0,0,0,0,0,0,0.152663598154382,0,0,0.0792287041461669,0,0.173923576305147,0.183717057666238,0,0,0,0,0
X601288.CH.EQUITY,0.372465100684514,0,0,0,0.371544569063984,0,0,0,0,0,0.0703076748303667,0,0,0,0.0714040960880677,0,0,0,0.0609705047731148,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0174496380749782,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0545054878167592,0,0.318830104281629,0,0,0,0,0,0,0.182496443588834,0,0.0847679563608319,0,0,0,0,0,0.196697922618487,0,0,0,0,0,0,0.0409432470425072,0,-0.0116536731728417,0,0,0.0756903116228916,0,0,0,0,0,0,0,0,0.0683163053096169,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0210325840011211,0,0,0,0,0,0,0,0,0.413718643106049,0,0,0,0,0,0,0,0,0,0.0529784871734491,0,0,0,0.129785431578302,0,0,0,0,0,0,0,0,0,0,0.0833123517033475,0,0,0.0595002586455015,0,0,0,0,0,0,0,0,0,0.260757858902234,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0197405392717238,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.030537884359948,0,0.178029530190357,0.0698154737310018,0,0,0.0920912098354745,0,0,0,0,0,0,0.130870063134669,0,0,0,0,0.237366002489689,0,0,0,0,0,0,0,0,0,0.0228216902294794,0,0,0,0.208593753092567,0,0,0,0
X5.HK.EQUITY,0,-0.190143055493172,0,-0.0923337897607747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22389471327517,0,-0.794753654784424,0,0,0,0.486606003024246,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413210355853937,0,0,0,0,0,0,0,0,-0.104445231018564,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.211930627348218,0,0,0,0,0,0,0.0493641961495141,0,0.286214569096615,0,0,0,0.127410242944372,0,0,0,0.090258308432198,0,0,0,0,0,0,0.0410631117103282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359550595646006,0
X601658.CH.Equity,0,0,-0.204296396847682,0.303524402883461,0,0,0,0.116328626997786,0.0410363260382911,0,0,0,0,0,-0.234339957696229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704665244285708,0,0,0,0,0,0,0,0.00479142297133294,0,0,0,0,-0.100650803944559,0,0,0,0.620939841437511,0.0463768349646132,0,0,-0.109171440457389,0,0
X601328.CH.EQUITY,0,0,0,0.312892271825632,0,0,0,0,0,0,0,0,0.0610602892724908,0.411203416858267,0,0,0,0,0,0.115249020530715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299776318986472,0.0388589712389469,0,0,0.0471562184920718,0,0,0.0428327083321667,0,0,0,0,0,0,0,0,0.01690290039779,0
X601166.CH.EQUITY,0,0.0916042157589335,0,0.0161572128668928,0,0.158758609860199,0,0,0,0,0,0,0,0.0369741128284189,0,0,0,0,0.0245459033229793,0,0,0,0,0,0,0,0,0,0,0,0.310105384532907,0,0,0,0,0,0,0.0706639570202408,0,0,0,0,0,0,0,0.226353559076066,0,0,0,0.0848581671616043,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,-0.0796095698858066,0,0,0,0,0.0471770266818888,0,0,0.544218433554115,0,0.18695451437094,0,0.156128961367077,0,0,0.0366030033423612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.344296721782392,0,0,0,0,0,0,0,0,0.211094331304522,0,0,0,0,0.151091534277685,0,0,0,0,0,0.0317539534553818,0,0,0,0,0,0,0,0,0,0.126639816374513,0,0,0,0.121940794163172,0.0067514949473409,0,0,0,0,0,0
