,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.217053351554652,0,0,0,0,0.394595721868393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265763558641058,0,0.0258809988661491,0,0.0126638455021657,0,0,0,0,0,0.0687257719682308,0.0539543096842838,0,0,0,0,0,0,0.0268705927199843,0,0,0,-0.094604317261104,0,0,0
X601318.CH.EQUITY,0,0,0.246877039466799,0,0,0,0,0,0.0804508840407935,0,0.0748755410607691,0,0.0153412223012852,0,0.181296181515544,0,0,0,0,0,0,0.0581579992982653,0,0,0,0,0,0.191311423045929,0,0,0,0,0,0.0500197715041311,0.0215822669870146,0,0,0,0,0,0,0,0,0,0.0623699682321186,0,0,0.0368075242492887,0,0,0,0
X601939.CH.EQUITY,0.349873219527584,0.00760504123450933,0,0,0,0,0.0656663998278772,0.359807854093887,0.265337209192076,0,0,0,0,0,0,0,0,0.0936096897122392,0,0,0,0,0,0,0,0,0,0.257935256605767,0,0,-0.0158324105036226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0447742275891822,0
X600036.CH.EQUITY,0,0,0,0,0,0.166575462534255,0.0231455956230757,0,0.0732743128827257,-0.137266538040882,0,-0.0992362653002695,0.147833586125229,0,0,0.160414953133547,0,0,0,0.169197949165338,0,0,0,0,0,0.391818761953762,0,0.0272091120049788,0,0,0,0,0,0,0,0,0,0,0,0,-0.0608283191009828,0,0,0,0,0,0,0,0,0,0,0.0115105672171345
X601288.CH.EQUITY,0,0,0.0339679560907199,0,0,0,0,0.516598607109705,0,-0.0495550211233699,0,0.0105132681895496,0,0,0,0,0,0,0,0.0615047040434296,0,0.0250267261309997,0.0760959207293647,0,0,0,0.0919571970978442,0.112079800808221,0,0,0,0,0,0,0,0,0.0166133662392268,0,0,0,0,0,0,0,0,0,0,0.0215172266213957,0.037273149738108,0.0567789459798202,0,0
X1299.HK.EQUITY,0,0,-0.0416817021676131,0,0,0,0,0,0,0.150980256799462,0,-0.0685248551636051,-0.079487153795211,0,0,-0.0310786524432005,0,0,0,0,0,0,0.162521694706484,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0980424741576891,0.0614501236802206,0,0.198937299959022,0,0.250724464119171,0,0.0113998377885208,0,0.0422441825730457,0,0,0.197580359255563,0,0,0
X601628.CH.EQUITY,0.0761988957450922,0,0,-0.00341427982279883,0,0,0,0,0,0,0,0,-0.00275429546294308,0,0,-0.180628618926047,0,0,0.260712477381736,0,0,0,0,-0.109108954743745,0,0,0,0,0,0,0,0,0,0,0,0.589580693737321,0,0.0510089262689166,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.0580947776150616,0
X601988.CH.EQUITY,0,0,0.0751318051318488,0,0.441507796587009,0,0,0,-0.0912021783421266,0,0,0,0,0,0,0,0,0.279328290675154,0,0,0,0,0,0.0456240300859451,0,0,0.083197103828385,0,0,0,0,0,0,0,0,0,0,0.00190555573925553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0521870970511016,0,0,0,0,0,0,0,0.196819368297472,0,0,0,0,0,0,0,-0.00774728526308469,0,0,0,0.217458375385524,0,0.0672014505367399,0,0,0,0,0,0,0,0,0,0,-0.114820568107821,0.184146162937662,0,0,0,0.21839765831192,0.184421118002262,0.0397960336865796,0,0,0,0,0.115002486023078,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.373248466141071,0,0.197268200905702,0,0,0,0,0,0,0,0,0,0,0.0559868527336301,0,0.351532498916395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.190613884902797,0,0.246489043084632,0.0307369021347979,0,0,0.0524729897016255,0,0,0.125383812585608,0,0.0252571706226717,0.0408653477135941,0,0,-0.0217323982667278
