,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.363156434504702,0,0,0.0971300064841473,0,0.31404507845775,0,-5.55111512312578e-17,0.10671105037959,0,0,0,0,0,0.0904329651716369,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0152454251440189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.421355426590472,0,0,0.0415308165506948,0,0,0,-0.113958173042416,0,0.0468744581638144,1.38777878078145e-17,0,0.431414066614446,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0487511916241752,0,0,0,0,0,0,0,0,0.0481080234061282,0,0,0,0,0,0,0,0,0,0,0.0270869096123593,0,0,0.0392659464978953,0,0
X601318.CH.EQUITY,0,0,0,0.0482030706682916,0,0,0,0,0,0,0,0.366296129604997,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0150537296777936,0,0,0,3.30348004132976e-05,0,0,0,0,0,0,0,0,0,0,0,0.0791230575275648,0,0.0607991820564004,0.170572387826035,0,0,0,0,0,0.152529328036066,0,0,0,0,0,0
X601288.CH.EQUITY,0.415458344551895,0,0,0,0.400668411671225,0,0,0,0,0,0.06554889870723,0,0,0,0,0.0697709054457497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340382341612392,0,0,0,0,0,-0.01454308169672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.277449853513576,0,0,0,0,0,0.00164075011951713,0,0,0,0,0,0,0,0.136259391138554,0,0.135321639747522,0,0,0,0,0,0,0,0,0.00149455612400667,0,0.0662276472708226,0,0.0118989922770515,0,0,0,0.0468257557381897,0,0,0,0,0,0,0,0.165856056076668,0,0.149466753997525,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.179292807455672,0,0,0,0.180558166784206,0,0,0,0,0,0,0,0.090443114439045,0,0.120390670608209,0,0.331305129508775,0.182844510679415,-0.230288371233567,0,0,0,0,0,0,0,0,0,0,0,-0.0301499413741088,0,0.271455962205434,0,0,0,0,0,0,0,0,-0.149591584258254,-0.0341692848034173
X600036.CH.EQUITY,0,0,0.0284392086503994,0,0,0.0493971890388913,0,0,0,0,0,0.333139097270635,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0250573895682046,0,0,0.0897878362019839,0,0.00155906909198993,0,0,0,0,0.132536331357317,0,0,0,0,0,0,0.0718292843377208,0,0,0,0,0,0,0,0,0.275816144149298,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0251767415347762,0.0607632263237325,0,0,0,0,1.38777878078145e-17,0,0,0,0.280330435935127,0,0,0,0,0,0.149290166942397,0,0.0570066107991284,0,0,0,0.136477697291544,0,0,0,0,0,0,0,0,0.204404853211525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0615854468809545,0,0,0,0,0,0,0,0,0,0,0.076715770646526,-4.33680868994202e-19,0,0,0,0,0.219920784780787,0,0,0,-3.46944695195361e-18,0.175767424989986,0,0,0,0,0,0,0,0.0341417608160414,0,0,0,0.0595360940091613,0,0,0,0,0.180557517734431,0,0,0,0,0,0,0.00166995288845084,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.084652692054819,0,0,0,0,0,0,0,0.0451158247723391,0,0,0,0,0,0,0.422673867699755,0,0,0.173629714010207,0,0,0,0,0,0,0.0821687174681546,-0.407824055844712,0,0,0,0,0.740047790679702,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.259011830532636,0,0,0,0,0,0,0,0,0.247664308889142,0,0,0,0,0,0,0.304911200085939,0,0,0,0,0,0,0,0,0,0.0235796869914337,0,0,0,0,0.110753465612727,0,0,0.0690971415266226,0,0,0,0.0298492192996266,0,0,0,0,0.0150306559654453,0,0,0,0.0240389959556312,-0.0112354658536338
X601166.CH.EQUITY,0,0.0905780412647747,0,0.0159536492252655,0,0,0.159438295832692,0,0,0,0,0,0.037211443796515,0,0,0,0,0.0247787520458584,0,0,0,0,0,0,0,0,0,0,0,0.311272527588606,0,0,0,0,0,0,0,0,0.0688365316750158,0,0,0,0,0,0,0.229511969600843,0,0,0,0.0833665505048447,0,0
X600000.CH.EQUITY,0,0,0,0.00734831744667614,0,0,0,0,0,0,0.350437077101585,0,0,0,0,0,0,0,0,0.109137116692265,0,0,0.227927544932008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177866113527104,0,0,0,0.115110276668603,0,-6.93889390390723e-18,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0.0424768651991909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0931003978522768,0,0,0,0.0727697476147115,0.52967499241668,0,0,0,0,0,0,0.150075043068391,0.143264067074481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387552473347637,0,0,0,0,0,0,0,0,0.209465247227344,0.119186841295387,0,0,0,0,0,0,0,0.0313658834691821,0,0.0263568542739379,0.231299668820979,0.0469689086507345,0,0,0.217158829272728,0.0178605918553256,0,0,0
X388.HK.EQUITY,0,0,0.200898713530373,0,0,0,0,0.468113260529547,0,0,0.0355917453055084,0,0,0,0,0,0,0.0365952516159328,0,1.38777878078145e-17,0,0,0,0,0,0,0.0466814020267307,0,0,0,0,0,0,0.00213092938939212,0,0,0,0,0,0,0,0.0227281949497776,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0.072207823387505,0,0,2.77555756156289e-17,-0.127725267629168,0,0,0.127263035450636,0,0,0.103126610817363,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.0265790053712627,0,0,0,0,0,0,-0.068639680354695,0,0.153367909853668,0.174870826171574,0,0.266716695892252,0.180901921980449,0,0.0853979907378528,0,0,0,0,0,0,0,0,0,-0.00157454679004162
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0544425675922362,0.351549880020743,0,0,0.0795525871919242,0,0,0,0,0,0,0,0,0,0,0.0781300456666398,0,-8.67361737988404e-19,0,0.272221744115979,0,0,0.134009999951497,0,0,0,0,0,0,0,0,0,0,0.0466008495032627,0,0.00598007360062084,0,0,0,0,0
