,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.600608154842839,0,0.0146286713324656,0,0,0,0,0.0172782699394505,0,0.0968117446001873,0,0,0,0,0,0,0.101303915588718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.010820102100698,0,0,0,0.0709798519026445,0,0.0415606847490177,0,0,0,0,0,0.0421380085662739,-0.0369985165366783,-0.0119196713274824,0
X601318.CH.EQUITY,0,0,0,0.118779230631565,0,0,0,0,0.0589417516306569,0,0,0,0,0,0,0,0,0,0.231198674186568,0,0,0,0,0,0,0.0383219200029773,0,0,0.0410755488968616,0,0,0,0.114086045599073,0,0,0,0,0,0,0.194654411885665,0.0755979968753783,0,0,0,0,0,0.0784581305715875,0,0,0,0
X601939.CH.EQUITY,0.110562541010609,0,0,0.336316714181137,0,0.242897222059192,0,0,0,0,0,0,0,0,0,0,0,0.0226943719178825,0,0.0158788421879539,0,0,0,0,0,0,0,0,0.0534582233650964,0,0,0,0.116836049628839,0,0,0,0,0.0165413504383512,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0.0453074656885883
X601288.CH.EQUITY,0.0134552005470526,0,0.29015423321075,0,0,0,0,0,0,0.21382121975786,0,0,0,0,0,0,0,0,0.0506559824494505,0,0,0,0,0,0.0126935208911521,0.223355867482334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073075361234219,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0276337928353624,0,0,0,0,0,0.442183410363379,0,0,0,0,0,0.0320384308864869,0.111089299853006,0,0.160955732127849,0.0918716027939886,0,0,0,0,0,0,0.159640772935553,0,0,0,0,0.120046059203801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.675353104251102,0,0,-0.135645729531992,-0.174127073201374,0
X601988.CH.EQUITY,0.0735175451970792,0,0.0793451422021882,0,0.011570066530565,0,0,0,0,0,0,0.0533572385249858,0,0,0,0,0,0,0,0,0,0,0.600528455973567,0.0123023561214478,0,0,0,0,0,0.114299955329923,0,0,0,0,0,0,0,0,0,0.0911922297501902,0,0,0,0,0,0,0,0,0,-0.0972571042837258,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0246896203552042,0,0,0,-0.0230269204322459,0,0,0,0,0,0.0753475223225,0,0,0,0,0,-0.0077909301602462,0.70055893913629,0,0,0.0287380803816776,0.0975498301594219,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0667842044663806,0,0,0.049755463326068,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264125012962482,0,0,0.186334995973782,0,0,0,0,0.0846057218670803,0,0,0.0714198940843356,0,0,0,0,0,0,0,0.0161269211826851,0,0,0,0,0,0,-0.0347507078841654,0,0,0,0,0,0.0259852390365978,0,0.0280977198060096
X601628.CH.EQUITY,0,0.162573905683963,0,0,0.0108859113984418,0,0,0,0,0,0,0,0,0,0,0,0,-0.0457941963417997,0,0,0,0,0,0,0,0.152230624371125,0,0,0,0,0,0,0,0,0,0,0.369345304813606,0,0,0,0.215498902015958,0.064680575629408,0,0,0.0187902699470134,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0676134324575222,0,0,0,0.140841771032395,0,0,0,0,0,0,0.206915032390916,0,0,0,0,0,0,0,0.240684638203094,0,0,0,0,0,0,0.0772756483080057,0,0,0.0035357035727326,0.035549288678782,-0.00736917703685715,0,0,0.011618772069467,0,0,0.237366437214911,0,0,0,0,0.0335459304556166,0,0,0.0140379081266604,0,0,0
X601166.CH.EQUITY,0.0288908211362006,0,0.21832674530217,0,0,0,0.164656480871137,0,0,0.0815508425004868,0,0.00457513585885176,0,0.187035392760131,0,0,0,0,0,0,0,0,0,0,0,0.0889089743015796,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0969108888379095,0,0,0,0,0,0,-0.0468025460260705,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.18120984865288,0,0,0,0,0,0,-0.0286671023529356,-0.0125233322724022,0.168558057960138,0.255254312649059,0,0,0.109302305013117,0,0,0,0,0,0.171205726100809,0,-0.0500815652562932,0,0,0,0,0.245976237681661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942389841916135,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0,-0.203719636953353,0,0,-0.0859430054408915,0,0,0,0,0,0,0,0,0,-0.112031345710176,0,0,0,0,0.170425014143522,0,0,0.100281489300427,0.119235502405893,0.315608409038277,0,0.316029640117027,-1.0842021724855e-19,-0.0459537991544794,0,0,0.0785622871462451,0,0,0,0,0,0,0.153203551851165,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.0143897768291387,0.179088174362514,0.0717858555304834,0,0,0.243797101153725,0.0910799085342734,0,0,0,0,0.0508266162615067,0.0265635132723198,0,0,0,0,0.0454739239994488,0,0,0,0,0,0,0,0,0,0,0.0162082026516478,0,0,0,0,0,0.213440128021898,0,0,0.0612420756208,0,0.0103674441408723,0,0,0,0,0,0
