,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X1997.HK.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.368640724774742,0,0.297504335761941,0.00315766590303788,0,0.17279042991422,0,0.128369795089277,0,0,2.77555756156289e-17,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.107700853668662,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.104499915382091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212771361548163,0,0,0
X601939.CH.EQUITY,0.369703726933869,0,0,0,0,0,0,0,0,0,0,0.0757531142391358,0.30743447386451,0,0,0,0,0.102144032538561,0.0709108841695964,0,0,0,0,0,0,0,-0.106723379657039,-0.0122641768162481,0,0,0,0,0,0,0,0,0.0130904393761023,0,0,0,0,0,0,0,0,0,0.0298830136091208,0,0,0.0326399565823165,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0589403624058073,0,0,0,0,0.279113464753969,0,0,0,0,0,0,0,0,0,0,0,0,0.0398139369779153,0,0,0,0,0,0,0,0,0.0946199948898837,0,0,0,0,0,0.421717441267614,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.42149356363181,0.0478166982167911,0,0,0.332327513135373,0,0,0,0,0,0.107128620868825,0.0107621134424024,0,0,0,0,0.0353111338176832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.264745104531706,0,0,0,0,0,0,0,0,0,0.0198539651675133,0,0,0,0,0.165395193122536,0.170932819564011,0,0,0,0,0,0,0,0,0,0,0.0668776861772415,0,0,0.0240434252640347,0,0,0,0,0,0,0,0,0,0.18094386536892,0,0,0.097931432243209,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710686812649973,0,0,0.0236212479790661,0,0,0,0,0,0,0,0,0.571613536513133,0.183444804253411,0,0,0,0,0,0,0,0,0,0.00183519249955352,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.40394655785223,-0.0634495804144748,-0.066100387652148
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.135290265227586,0,0,0,0.502857252009464,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.112105477884534,0.11988454449174,0,0,0,0,0,0,0,0,0.10535273206999,0.135163919540469,0,0.149377700404073,0,0.0562261978949133,0,0,0,0,0,0,0,0,-0.0562748449954623,0.0454106783913208,0.0341110606835746
X1299.HK.EQUITY,0.0280735620272732,0,0,0,0,0.0399689967185812,0.0707873646895984,0,0.0708893357468144,0,0,0,0,0,0,0,0.347554226481451,0,0,0,0.222781702822251,0,0.193701815809093,0,0,0,0,0.0911610734250763,0,0,0.140277662576583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0966739294446782,0.0303326698966609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459895192438864,0,0.0342560164376749,0,0,0,0,0,0,0.152413507116324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026058443741217,0,0,0,0,0
X601658.CH.Equity,0,0,0,-0.13879895478956,0,0,-0.240440047251842,0,0,0,0,0,0,0.00171576247480137,0,0,-0.0454043433670555,0,0,0,0,0,0,0,0,0,0,0,0,0.412693584227289,0,0,0,0,0,0,0,0,-0.391375067673747,0.624970618271737,0.0336856506807947,-0.163299949352935,0,0,0,0,0.685396206712471,0,0,0,0,-0.0791404601235223
