,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.211096636776677,0,0.0177682123639272,0,0,0.386788464333628,0,0,0,0.0205549667576334,0,0,0,0,0,0,0,0,0,0,0,0,0.237398596716511,0,0,0,0.0261936547610397,0,0,0,0.101011948637162,0,0.0669039848156537,0,0,0,0,0,0,0,0.0300036960921494,0,0,0,0,0,-0.101454170801138,0,0,0
X601318.CH.EQUITY,0,0,0.128877551228074,0,0,0,0,0,0.168399401246951,0,0,0,0.205252070677542,0,0.09148064204417,0,0.0336483142319293,0,0.0465016368542471,0.00949859376569395,0,0.0584046415516027,0,0,0,0,0,0,0.179073839436815,0,0,0.0480055577224788,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152161250590824,0.152087682546518,0,0,0,0,0
X601939.CH.EQUITY,0.532053967014323,0.0793425490962299,0,0,0,0,0,0,0.13149269458722,0,0.122932516729697,0,0,0,0,0,0,0.062521760463684,0.143691645425899,0,0,0,0,0,0,0,0,0,0,0.206878416599937,0,0,0.054526250784804,0,0,0,0,0,0.0828361461339774,0,0,-0.0874853728342324,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,-0.0232515001633194,0,0,0,0,0.212102052799856,0,0,0,-0.127436304481149,0,-0.0356451843762004,0.108747504847806,0,0,0.137319344633841,0,0,0.153034166305511,0,0,0,0,0,0,0.425579687000814,0,0,0,0.0434031712464474,0,0,0,0,0,0,0,0,-0.0679173012022192,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0464786896916009,0,0,0,0.00908329637708728,0.537981643304408,0,-0.0707199899283589,0,0.0389304279716875,0,0,0,0,0,0,0.0432718734753287,0,0,0,0,0.0943521427442899,0.109946739243794,0,0,0,0,0.119193692540878,0,0,0.032303323854394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306149263201643,0.014349301580892,0.011564105594121,0,0
X1299.HK.EQUITY,0,0,0,0,-0.0435159824558233,0,0,0,0,0.104156101413448,0,0,-0.117994365850105,0,0.00402508041825045,0,0,0,0,0,0,0,0,0.224425923031191,0,0,0,0,0,0,0,0,0.0137168514370334,0,0,0,0,0.0481226993706407,0,0.0889531449387985,0,0.189531097004447,0,-4.33680868994202e-19,0.1444393944634,0,0,0,0.253100070960652,0,0,0
X601628.CH.EQUITY,0,0,0,-0.0204713539439947,0,0.0213006683776841,0,0,0,0,0,0,-0.00783079714648583,0,0,-0.0302958947143392,0.123602648153268,0,0,0.00132809431747165,0,0,-0.140247894523225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.464273833876387,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0346504142005416,0
X601988.CH.EQUITY,0.0314256542547157,0,0,0,0.478968930306462,0,0,0,0,0,0,0.0425592090505007,-0.0479730126533468,0,0,0,0,0.229574565923232,0,0,0,0,0,0,0.0105420793742358,0,0,0,0,0,0,0,-0.104280334403656,0,0,0,0,0,0,0,0,0.116612957631628,0,0.146213454098002,0,-0.0411665855751204,0,0,0,0,0,-0.0675733834066279
X5.HK.EQUITY,0,0.145551986369687,0.00271637929259172,0,0,0,0,0,0,-0.182732526886863,0.065162917129237,0.0890178713546814,0,0,0,0,0,0,0,0,0,0,0,0.222878110135628,0,0,0.15254906355595,0.0379074107285411,0,0,0.000283847520298217,0,0.132821027456937,0,0,0,0,0,0.25480601563236,0,0,0,0,0,0.218328635184255,0,0,0.0171038576237935,0,0,0,-0.0468380624249605
X388.HK.EQUITY,0,0,0,-0.166066057053732,0.0512839579635078,0,-0.126824520559886,0,-0.163473880570436,0,0,0,0,0,0,0,0,0,0,0,0,0.127109323737925,0,0,0,0,0,0,0,0,0,0,-0.232519103584502,0,0,0,0,0.207500699851534,0,0,0.164558574253121,0,0.257113846612684,0,0,0,0,6.93889390390723e-18,0.187549758644528,0,0,0
