,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.402635762593932,0,0,0.0148440111304432,0,0,0,0,0,0,0,0,0.0235943625597429,0.0042624753523114,0,0,0,-0.0280920861263538,0,0,0,0,0,0,0,0,0,-0.0461927089474857,0,0,0,0.1665072335949,0,0,0,0.0708630097803605,0,0,0,0,0,0,0,0,0.231289852879048,0.0460033338177056,0,0.0439951271180142,0
X601318.CH.EQUITY,0,0,0,0,0.0150637282987555,0,0,0,0.14759954220463,0,0.0523365619490762,0,0.104721863961134,0,0,0,0,0,0.220277013599556,0.231335721398329,0,0,0,0,0.00603677285639379,0,0,-0.0183221909780454,0,0,0,0.0795293544264636,0,0,0,0,0,0.0496370025632341,0,0,0,0,0,0,0.0138832705330739,0,0,0,0,0,0,0.0807121383591862
X601939.CH.EQUITY,0,0,0,0.302947549929699,0,-0.118450440696131,0.0232857805880909,0,0,0,0.0225872715100247,0,0,0,0,0,0,0,0,0,0.00137732685015212,0,0.748764111716044,0,-0.243643593833426,-0.128288835780081,0,0,0,0,0,0.0659011527994196,0,0,0,0,0,0,0,-0.120026958725446,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,-0.0888008888102374,0
X601288.CH.EQUITY,0.212897922076853,0,0.0323036576635053,0,0.0558702970747176,0,0.343071301445151,-0.0974080454763253,0,0,0.0488351561168515,0,0,0,0,0.0670857752936589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162870093430997,0,0,0,0,0,-0.107564428622586,0
X601628.CH.EQUITY,0,0,0,0.0739449102913984,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221696366836311,0,0,0,0.0786441489633675,0,0,0.154098648863375,-0.183562942570089,0,0,0,0.0505678183068019,0,0,0,0.49140844017463,0.0562529038177386,0,0,0,-0.0156665409016053,0,0,0,0,0,0,0,0.0590970309714039,0,0,0,0,0.0462919927255562
X600036.CH.EQUITY,0,0.194756577998934,0,0,0.104015676749442,0,0.0817587756130646,0,0,0,0,0,0.227369037829442,0,0,0,0,0,0,0,0,0,0,0.307409553545915,0,0,0,0,0,0,0.137364868985788,0,0,0,0,0,0,0,0.0528621403507924,0,0,0,0,0,0,0,0.0207397821689667,0,-0.0624233548242559,0,-0.0100023318781161,-2.16840434497101e-19
X601988.CH.EQUITY,0,0,0,0,0,0.330406092809061,0,0,0,0,0,0,0,0,0,0.505107000650388,0,0,0,0,0.0388829337427481,0,0,0,0,0,0,0,0,0,0.0101175007667291,0.142861785605193,0,-0.0681880328688204,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0140548932736554,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.330165212785618,0,0,0,0,0,0,0.0530095643590809,0,0,0,0,0,0,0,0,0,0.0567780504548655,0.0466846337192324,0,0,-4.33680868994202e-19,0,0,0,0,0,2.16840434497101e-19,0.0537104330527296,0,0.154175272419193,0,0.119843026919396,0,-0.0373315781433459,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457096653362978,0,0,0,0,0,0.0945545988037776,3.46944695195361e-18,0,0,0,0.595433072326378,0.0500687692281046,0,0,0.0603910698854243,0.0527144336356932,0,0,0,0,0,0,0,0,0.180967648463015,0,-0.106726513920736,0.097883362785351,0.051977429856504,0,0,0.120294348575518,0,0.171326337412383,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.113704518257598,0,0,0,0,0,0,0,0,-0.0746747495893216,0,0,0,0,0,0,0,0.4882096139905,0.128857096362706,0.0176127167773693,0,0,0,0.158265640388322,0,0,0.412449800154919,0,0,0,0.184683177352891,0.0100340733901386,0.0547349886804557,0,0,0,-0.434216566823443,-4.33680868994202e-19,0,0.0888176753797729,0,0,0,-0.00208307911145532,0
