,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.268922900084996,0.135775553461631,0,0,0,0,0,0,0,0,0,0,0.186360888145815,0,0,0,0,0,0,0,0,0,-0.311955235480526,0,0,0.904821767246878,-0.19754087442801,0,0,-0.00201013374260637,0,0,0,0,0,0,0,0,0.0202497377384429,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.22654756391032,0,0,0,0,0,0,0.12003898018982,0.113723306856396,0,0,0,0,0.10589722704695,0,0.0205038637565569,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154673133095749,0,0,0,0.256716338122196,0,0,0,0,0,0,0,0,0,0,-0.114404576537166
X601939.CH.EQUITY,0.297750077704239,0,0,0,0.167641083155674,0,0,0,0,0.0325561740935943,0,0,0,0,0,0,0,0.0304218011510381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139889583569557,-0.108239270737297,0,0.107142741006109,0,0,0.419481819858485,0,0.0766628964976159,0,0,0,0,0,0,0,0,0.023594537572063
X601288.CH.EQUITY,0,0,0,0,-0.174414491058583,0,0,-0.417581954063163,0.159260208591643,0,0.581468614863409,0,0,0,0,0.378666745442273,0,0,0,0,0,0,0,-0.281586092792186,0,0,0,0,0,0,0,0,-0.78604720728441,0,0,0,0,0.067104403719773,0,-0.168141061777347,0,0,0,0,0.463374083588044,0,0.201660170911195,0,0,-0.250170623603111,-0.020347104492129
X5.HK.EQUITY,-0.0766949402431776,-0.16310527452856,0,0,0,0,0,0,0,0,0,0,0,0,0.48567727744786,0,0,0.201563925355739,0,0.43436020450047,0,0,0.0236223172103893,0.0340308638251367,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.175247525190776,0,0,0,0,0.0403048991591959,0,0,0,0,0,0,-0.0774926045984588,0
X601988.CH.EQUITY,-0.100988477148953,0,0,0,0.374920951714386,0,0,0,0,0,0,0,0,0,0,0.0643780166316629,0,0,0.451369530287083,0,0,0,0,-0.110422727195882,0,0,0,0,-0.322324843736084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791921609492081,0,0,0,0,0
X600036.CH.EQUITY,0,0.2252073657189,-0.0660160909908058,0,-0.125170000427454,0.0308212352524516,0,0,0,0.671648878028599,0,0.0907610594353935,0,0,0,0,0.146470788077421,0,0,0,0,-0.0284041178187661,0,0.325032616599369,0,0,0.129609911940926,0,0,0,0,0,0,-0.230655802567535,0,0,0,0,0,0,0,0,0.0841841427003927,-0.146169512196765,0,0,0,0,0,0,0.0956243064303065
X1299.HK.EQUITY,0,0,0,0,0.198397399003181,0,0,0,0,0,0,-0.117385116745389,0,0,0,0.0557798676186606,0,0,0,0,0,0.139128340791181,0,0,0,0.167546733476182,0,0,0,0.043115403912268,0,0.144354926692522,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.121048226901505,0,0,0,0,-0.00871915376973832,0,0,0
X601628.CH.EQUITY,0,0.0631004164592055,0,0.00632623084871784,0,0,0,0,0,0,0.148859596612914,0,0,0.384298250236186,0,0,0,0,0.00786926537965368,-0.0214788460912094,0,0,0,0,0,0,0,0,0,0,-0.0645817700442968,0,0,0,0,0.0987464714965913,0,0,0.136810036298319,0.058055754286907,0,0,0,0,0,0.0500928944728118,0,0,0,4.33680868994202e-19,-0.10362704658566
X601328.CH.EQUITY,0,0,0,0.0274583464019914,0,0,0.507290199163858,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249183676865158,0,0,0.248866287098346,0,0.227739609392831,0.0394501341642324,0,0,0,0,0,0,0,-0.237641878022763,0,0,0,0,0,-0.0218251472509646,0.134618721542587,0,0,0,-0.0506798012913264,0,0,0,-0.055011379982028,-0.216913246618179
X601166.CH.EQUITY,0,0,0,0.264061951013542,0,0,0,0,0,0,0,0.231261527613362,0,0,0.0085034122211993,0,0,0,0,0.0511884881386144,0,0.118123120261407,0,0,0,0,0,0,0,0.152976121604367,0.0713678247245326,0,0,0,0,0,0.0156377721118807,0,0,0,0,0,0,0,0,0,0,0,0,0.0240615399011788,0
X600000.CH.EQUITY,0,0,0.476400347510484,0,0,0,0.335640857518693,0,0,0,0.234124888591435,0,0,0,0,0,0,-0.12282688254015,0,0,0,0.0749544476842093,0,0,0,0.108719175704434,0,0,0,0.0453858469326709,0,-0.0393073171120999,0,0,0,0,0.00576216903908498,0,-0.373385207684417,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399959509487875,0,0,0,0,0,-0.057482251811474,0,0,0.113978095377221,0,0,-0.0912000761796942,0,0,0,0,0,0,0,0,0,0.392644326848082,0,0,0,0,0,0,0,0,0.0217813610103981,0,0,-0.133449826303229,0.0226825056505457,0,0
X601601.CH.EQUITY,0,0.0338674321121562,0,-0.0606831954015499,-0.0800865747390027,-0.158259431049855,0.0350544357482801,0,0.685672265728804,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442838787494248,0,0,0,0,0.179749646610427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.0298620491536316,0,0,0.104832410851566
X000002.CH.EQUITY,0,0,0,0,0.305525270650872,0,0,0,0,0,0,0,0,0.208987546072914,0,0,0,0,0,0,0,0,0,-0.304800002538544,0,0,0,0.156605557841356,-0.170723095784456,0,0.0236229181497822,0,0,0.38458192209272,0,0,0,0,0,0,0,0.151369870477794,0.339124187718589,0,0,0,0.059686924766892,0,0,0,0.09860203157873
