,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.551012207358402,0,0.0285063985413175,0,0.0691390196644155,0,0,-4.33680868994202e-19,0,0.0942633787215129,0,0,0,0,0,0.12608873689812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00200947450208504,0,0,0,0,0.0788630117151565,0,0,0.0751605510502764,-0.049653985121245,-0.016991819927379,0,0,-0.0279262238376845,0,-0.00193610846093202,0
X601318.CH.EQUITY,0,0,0,0.104708101168595,0,0,0,0,0.0433807821090412,0,0,0,0,0,0,0,0,0.234653438107085,0,0,0,0,0,0,0,0.0473918045206146,0,0,0.0648288862789846,0,0,0,0.103355579937038,0,0,0,0,0,0,0.194289507939526,0.0573030338933207,0,0,0,0,5.42101086242752e-20,0,0,0.0813963459900228,0,0
X601939.CH.EQUITY,0.0650539698381127,0,0,0.384533316406221,0,0.111131967402071,0,0,0,-4.33680868994202e-19,0.0984853444727734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152531967769215,0,0,0,0.0297570673604572,0,0,0,0,0,0,0,0,0,0,0,0.0461290030010754,0,0.0197475107591858
X601288.CH.EQUITY,0.251020873606852,0,0,0,0,0.03767417395161,0,0,0,0.124838253640491,0,0,0,0,0,0,0,0.0483158395797526,0,0,0,0,0,0,0.0556964867108004,0.171992291033919,0,0.00842978753580919,0,0.133133060846715,0,0,0,0,0,0,0,0,0,0,0,0.10888960035456,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.321255529546074,0,0,0.102720555866679,0,0,0,0,0.106078469408023,0.0973209206684686,0,0,0,0,0,0,0,0,0,0,0,0,0.263058641459517,0,0,0,0,0,0,0,0,0,0,0,0.129589674820982,0,0,-0.488161205253289,0,-0.0296890145951172,-0.0436005263492462,0,-0.242891219195332,0
X601988.CH.EQUITY,0.0731398369389988,0,0.0666652502004746,0,0.0144729927694382,0,0,0,0,-8.67361737988404e-19,0,0.0533911833348826,0,0,0,0,0,0,0,0,0,0,0.601976439417966,0,0,0,0,0,0,0.114704507179709,0,0,0,0,0,0,0,0,0,0.083236040235702,0,0,0,0,0,0,0,0,0.0117433266243082,-0.097732489948935,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0392530669960945,0,0,0,-0.0192269099532917,0,0,0,0,0.05958940334798,0,0,3.46944695195361e-18,0,0,0,-0.00588338823358089,0.665886566275786,0,0,0.0442764328753025,0.100872041315839,0,0,0,0,0,0,1.73472347597681e-18,0,-1.0842021724855e-19,0,0,0,0.0676248830600809,0,0,0.044495691101917,0,0,0,0,0
X1299.HK.EQUITY,0,0.214843385044556,0,0,0,0,0,0,0,0,0,0.168573977150924,0,0,0,0.0316408850845607,0.174022138361259,0,0,3.46944695195361e-18,-0.0857817614171104,0,0,0,0,0,0,0.217546333869819,0,0,0,0,0,0,0.0718706406796059,0,0,0,0,0,0,0,0,0,0.0388309428032629,0,0,0,0,0,0.0938488476969496
X601628.CH.EQUITY,0,0.162865204634462,0,0,0.0196244968913519,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418654395239499,0,-0.0189728704144326,0,0,0,0,0.15549295931171,0,0,0,0,0,0,0,0,0,0,0.371225430908551,0,0,0,0.224900676004097,0,0.0653135178198985,0,0,0.00552378399089257,0,0,0,0.0154421455448818,0
X601328.CH.EQUITY,0,0.00821396020415378,0.129753475077959,0,0,0,0.126717610382448,0,0,0,0,0.0217941465009714,0,0.241924126414649,0,0,0,0,0,0,0,0.232943351269004,0,0,0,0,0,0,0.0543418517281344,0,0,0.0136552635827708,0,-0.00897000747959143,0,0,0.00716575735244983,0,0,0.217078698821041,0,0,0,0,0,0.0186704353420862,0,0,0,0,0
