,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0.365129178393691,0.0254213392780554,0.115173270382685,0,0,0,0,0,0,0.214760194196741,0,0,0,0,0,0,0,0,0,0,0.0987627042694948,0.0375244391922117,0,-0.029267730802001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.028166035780012,0,0,0,0,0,0,0.0184640168230264,0.0446221427930607,0,0,-0.159012820442112,0
X601939.CH.EQUITY,0.429925201114528,0,0,0.175581661335407,0,0,0,0,-0.0475065325509827,0,0.178739596255298,0,0,0,-0.0558003925639483,0,0,0,0,0,0,0,0.0985392580995098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584181722186048,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.306213989123177,0.0922673763927026,0,0,0,0,0,0,0,0,0.00418511897146008,0,0,0,0,0,0,0.192592845173027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10893898203381,0,0,0.0761147456657815,0.129458056136193,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.327709844892219,0,0,0,0.285576905709831,0,0,0,0,0,0.0523296481891578,0,0,0.0710581672799485,0,0,0,0.118071448334491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110066612121256,0,0,0,0,0,0,0.00734146283678115,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.398689308765629,0,0,0,0,0,0.247424299911963,0,0,0,0,0,0.190542854912607,0.109670688618325,0,0,0,0,0,0,0,0,0,0.094220152602511,0,0,0,0,0,0,0,0,-0.437400767539828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264511448325199
X600036.CH.EQUITY,0,0,0,0,-0.019021002534166,0,0,0,0,0,0,0.294132685952677,-0.0527208339194861,0,0,0,0.140268457153835,0,0,0,0,0.127534400120578,0,0,0.0147505789489642,0,0,0,0,0,0,0.224242109235196,0,0,0,0,0,0,0,0.0194258904756111,0.0953113473593888,0,0.124049857332997,-0.00698416991653008,0,0,0.0982347879812021,0,0,0,0.0230322044510757,0
X1299.HK.EQUITY,0,0,0,0,0.0104161547077107,0,0,0,0,0,0,0,0,0.244317610317193,0,0,0,8.67361737988404e-19,0.482243258559649,0,0,0,0,0,0.106292308738456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.10598253100501,0.0334842450829718,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216130226770541,0,-0.240545617559658,0,-0.114126472943513,0,0,0,0,0,0.504671084357128,-0.102470809395948,0,0.762915175426353,0,0,0,0,0,0,0,0,0,0.426843393968051,0,0,0,0,-6.93889390390723e-18,-0.238497091161452,0,0,0,0.00374544173822717,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.133277841752574,0,0,0,0,0,0,-0.184690105179797,0,0,0,0,0,0,0,0,0.233952555788243,0,0,0,0,0,0,0,0,0,0,0,0.0209390062036527,0.120749303643452,0,0,0,0,0,0.23844633042646,0.0142874158562223,0,0,0,0,0,0.136157361579813,0,0,-0.148200747024277,0.0433858590613954
X601658.CH.Equity,0,0,0,0.131772485361709,0.170949895697303,0,0,0,0,0,0,0,0,0.126634927464774,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.172013419509029,0,0,0,0,0,0,0,0,0.225685977044332,0,0,0,0,0,0,0,0,0,0,0.356223376615993,0,0.0291318943099525,0
