,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X300059.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0.238412347220781,0,0,0,0.342686899017878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263291051813402,0,0,0.017016047907406,0,-3.46944695195361e-18,0,0.0119297815009942,0.0790306543868214,0,0.0778355653007534,0,0,0,0,0,0,0,0,0,0,0,0,0.0107737364937483,-0.0922670147821166,0,0,0
X601318.CH.EQUITY,0,0,0,0.10085874605696,0,0,0,0,0.188838320641917,0,0.0165005421482837,0,0.221920224397653,0.000834947079991544,0,0,0,0,0.086959305052934,0.139423747442484,0,0.0704826060967168,0,0,0,0,0,0.167993106726341,-3.46944695195361e-18,0,0,0.0182664708394222,0,0,0,0,0,0,0,0,0,0,0,0.130646726666453,0,-0.0638633347389974,0.00896793263820116,0.0180986575963885,0,0,0,0
X600036.CH.EQUITY,-0.0209682867062352,0,0,0,0,0.211063253194992,0,0,0,-0.125330787718817,0,-0.0476978759199201,0.118719224064952,0,0,0,0.127349140159081,0,0.167593015588529,0,0,0,0,0,0,0.412854142436653,0,0,0.0592472609289949,0,0,0,0,0,0,0,0,0,-0.0680661474371451,0,0,0,0,0,0,0,0,0,0,0,0,0.00706784224675202
X601939.CH.EQUITY,0.525703076954851,0.109526159144428,0,0,0,0,0,0,0.129891423440164,0,0.199392194643415,0,0,0,0,0,0,0.147279083436399,0,0,0,0,0,0,0,0,0,0,0.161627173228563,0,0,0,0.0152830401854404,0,0,0,0.0028536282970995,0,0.080543192085187,0,0,-0.109341159920682,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0762220603154012,0,0.074840379633323,0,0,0,0.511670550388045,0,-0.0323959635341763,0,0,0,0,0,0,0,0,0.0629760552267184,0,0,0,0.067748778308791,0,0.0302625263189862,0,0,0,0.0240425283029507,0,0,0,0.00855777268572728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647659039443919,0.103054989183353,-8.67361737988404e-19,-0.0340584975931294
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0717021246060027,0,0.12419306552882,0,-0.0813886120437173,-0.0657688621223151,0,0,0.109742521023825,0,0,0,0,0,0,0.14744275457029,0,0,0,0,-0.0249267016766198,0,0,0,0,0.0586613912335331,0,0,0,0,0.0110218169736658,-1.38777878078145e-17,0.174540460579223,0,0.149556254343805,0.129277063480299,0,0,0,0,0,0.259172500610981,0,0,0
X601628.CH.EQUITY,0,0,-0.0640474007367342,0,0,0,0,0,0,0.196346397638626,0,0,0,0,0.0123350405485511,0.0982371235376833,-0.0112951705698499,0,0,0,-0.0627786508793665,0,0.147908117436322,-0.0583568253926445,0,0,0,0,0,-0.0264350479815607,0,0,0,0,0,0,0,0.36964463933687,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0350131060742208,0
X601988.CH.EQUITY,0.104486632572146,0,0,0,0.410396990655367,0,0,0,0,0,0,0.0769588707742289,-0.0165732536010625,0,0,0,0,0.150830128924757,0,0,0,0,0,0,0.0386362997521821,0,0,0,0,0,0,0,-0.131020390899051,0,0,0,0,0,0,0,0,0.1202316956509,0,0.151567965462178,0,-0.0295568986164567,0,0,0,0,0,-0.0625089379267088
X5.HK.EQUITY,0,0.156535561480105,0,0.0416305964271988,0,0,0,0,0,-0.0949637866467964,0.0596964684855259,0.069183191437773,0,0,0,0,0,0,0,0,0,0,0.108983753938779,0,0,0,0.175429076455195,0,0,0.0853334759639303,0,0,0.0209183402923409,0,0,0,0,0,0.301416854497345,0,0,0,0,0,0,0,0.0401807577314676,0,0,0,0,-0.120017354988274
X388.HK.EQUITY,0,0,-0.170481691281806,0,0.0474014955526872,0,-0.125432338918905,0,-0.15635388535219,0,0,0,0,0,0,0,0,0,0,0,0,0.0972243573742036,0,0,0,0,0,0,0,0,0,0,-0.238644728575191,0,0,0,0,0.213790404013963,0,0,0.19790136447376,0,0,0,0.246355201324447,0,0,0,0.204743892047509,0,0,0
