,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0797345012721311,0,0,0,0,0,0.0411326433070628,0,0,0,0,-0.372986647947682,0,0,0,0,0,0,0,0,0,-0.113514195516948,0,0,0,-0.329068319273101,0.0993158297381485,0,0.743400762471332,-0.0608583046228161,0.364116404479407,0,0,0,0,0,0,-0.027399135535451,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.165990960173787,0,0,0,0,0,0,0.0636331146386704,0,0,0,0,0,0,0,0,0,0,0.145114275304454,0,0,0,0,0.0652060504255004,0,0,0,0,0,0,0,0.450442036398498,0,0,-0.049912887114351,0,0.0831894060407041,0,0,-0.0211544154147225,0,0,0,0,-0.0610139672647423
X601939.CH.EQUITY,0.292452196678704,0,0,0,0.0494191113252017,0.045486627190899,0,0,0,0.0296087956933118,0,0,0,0,0,0,0,0,0,0,0,0,0.0785005813357341,0,0,0,0,0,0.236280545343424,0,-0.0234060421983981,0,0.0816475432605814,0,0,0,-0.148560925485869,0,0.404442279186431,0,0,0,0,0,0,0,0,0,0,0,0.113739321878924
X601288.CH.EQUITY,0,0,0,0,0,0,-0.0368527779613338,-0.20074410057678,0.0585611427820266,0,0.386737434578471,0.238561440554539,0,0,0,0,0.155780131293373,0,0,0,0,0,0,0,0,0,-0.0298681549796798,0.0137891807220853,0,0,-0.553255152813779,0,0,0,0,0,0,0,0,0,0,0.117761973571449,0,0.0119401804516096,0,0.176620624775864,0,0,0,-0.100078227764739,0
X5.HK.EQUITY,-0.177205890239986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253827694025333,0.0312334274392948,0,0,0.20461515597056,0.121017248963513,0,0,0.473213441824972,0,0.00126381176931154,0,0,0,0,-0.231836211010181,0,0,0,0,-0.000212827534330259,0,0,0,0,0,-0.127497333526496,0,0.190436301081448,0,0,-0.0684022478534385,0,0,-0.136124915734018,0,0
X601988.CH.EQUITY,0.171536875656015,0,0,0.520964083956058,0,0,0,0,0,0,0.127137261661001,0,0.0353125035526759,0,0,0,0,0,0,0,0,0,0.00997462222732062,0,0,0,0,0.130231215709122,0,0,0,0,0,0,0,0,0,0,0.22156291459637,0,0,0,0,0,0,0,0,0,0,-0.0101851389593694,0.0985417376449886
X600036.CH.EQUITY,0,0.64148126090411,0,0,0,0,0,0,-0.204442502885182,0.597796280102436,0,0,1.38777878078145e-17,0,0,0,0,0,0,0.0872350459762291,0.0143606684995485,0,0,-0.0438863260938211,0,0,0,0.0478803521170355,0,0.108746583018342,0,0,0,0,0,0,-0.076471604554876,0,-0.124710790417864,0,0,0.00425883127874014,0.166487942076572,0,0,0,0,0.0042310072542231,0,0,0
X1299.HK.EQUITY,0,0.0437876289317251,0.00580225086232029,0,0.0761257773306315,0,0,0,0,0,-0.0617754853747068,0,-0.0257161390902901,0.138073355984612,0,0,0.249732629948384,0,0,0.0545144572046207,0,0,0,0.0864012654615474,0,0,0,0,0,0,0,0,0.218090712396579,0,0,0,0,0,0,-0.0988045954073947,0,0,0,0,0,0,0.169492342521415,0.0588979955331444,0.0285089444111805,0,0
X601628.CH.EQUITY,0,0.0406912621087555,0,0.0347603110195676,0,0,0,0,0,0,0,0,0,0.297675192154071,0,0,0,0,0,0,0.00720213933875491,0,0,0.0827077335572022,0,0,0,0,0,-0.0192833219621622,0,0,0,0,0.0372873375869791,0,0,0.214980252909359,0,0,0,0,0,0,0,0,0.121569780690428,0,0,0,-0.0356450714457454
X601328.CH.EQUITY,0,0,0.0286695484632609,0,0,0,0.187903116666512,0,0,0,0,0,0.272447714922348,0,0,0,0,0,0,0,0.257857614164625,0,0,0,0,0.153434846898856,0,0,0,0,0,-0.19075856201551,0,0,0,0,0,0,0,0,0,0,0,0,0.0905552715773081,0,0,0,0,0,-0.253720667851202
