,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X2882.TT.EQUITY,X823.HK.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.00538793017280419,0,0.231898295145833,0,0,0,0,0,-0.216380271178364,0,0,0,0,0,0,0,0,0,0,0,0.470062907927166,0.475026331331507,0,0,0.104620954716682,0,0,0,0,0,-0.0825231335913213,0,0,-0.18086763445948,0,0,0,-0.618050234131146,0,0,-0.0944247793103998,0.035218120845546,0.032186265030524,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0723718203745481,0,0,0.212000055030105,0.0208753686632901,0,0,0,0,0,0,0.100694085565085,0.21155249148078,0,0,0,0,0,0,0,0,0,0,0.0422519405126761,0,0,0,-0.0245334292177032,0,0,0,0,0,0,0,0,-0.0133642653456692,0,0,0,0,0,0,0,0,0,0.0223210779466107,0,0.371803928069382,0,0,0.0987370077078085
X601318.CH.EQUITY,0,0,0,0,0.0243562361848062,0.263515410908052,0.138410551894354,0,0,0,0,0,0,0,0,0,0,0,0,0.223195202833636,0,0.153491329435086,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.27917476155499,0,0,0.340703303562051,0,0,0.0555855224326131,0,0,0.0254937907907317,0,0.141696888313717,0,0,-0.0276724903926376,0,0,0.0505397821930266,0,0.109388542227195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0706930645216139,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.164767833536076,0,0,0,0,0,0.53835507135728,0,0.0745893382186774,0,0,0,0,0.0676019025790993,0.0374488543716191,0,0,0,0,0,0.270360839170642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.376257437784324,0.0701521011858509,0,0,0,0,0,0,0,0,0,0.112484325389052
X600036.CH.EQUITY,0,0.0870853849700883,0,0,0,0,0.0349648994656579,0.0622768124619496,0,0,0,0.1146198384633,0,0,0,0,0,0,0,0.126755337477938,0,0,0,0,0.0166910131807621,0,0.00162713766595821,0,0,0,0,0,0,0.387300627689344,0,0,0,0,0,0,0,0,0,0,0,0.07278439612737,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.287049068572072,0,0.042519322720924,0,0,-0.0888815773602228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241483130497149,0,0,0,0,0,0,0,0,0,0,0.107337906246415,0.200576021963508,0.0793839254054673,0,0,0,0,0,0,0.0312924660748868,0,0,0,0,0,0.0123350166822798
X1299.HK.EQUITY,0,0,0,0,0,0,0.0931155293278994,0,0,0,0,0,0,0,0,0.0571165093344779,0,0,0,0,0,0.231930999857962,0,-0.0517815987152653,0,0.010896590700309,0,0,0,0,0.135375024441319,0,0,0,0,0,0,0,0,0,0,0,0.0503964889677529,0.183676524760324,0,0.483174519436179,0,0,0,0,-0.059039256334554,0
X5.HK.EQUITY,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340202421427057,0,-0.053558356535669,0,0,-0.578119646156597,0.838835146800189,0,0,0.141979041257727,0.641367666547103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185588096168687,0,0
X601658.CH.Equity,0,0,0,0.0410437195913711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294575888267346,0.0540545820248741,0,0,0,-0.00683258230003727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217606860386789,0,0,-0.0123298635156139,0,0,0,0,-2.16840434497101e-19,0
