,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146292789339005,0,0,0,0,0,0,0.403173524674931,0,0,0,0,0,0,0,0,-0.144876707754366,0,-0.0221270180493003,0,0,0,0,0.0368070277574677,0,0,0,0,0.658647124642121,0,0,0,0,0,0,0,-0.00838099600439938,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.110974607987232,0,0,0,0,0,0,0,0.0700228780896935,0,0.0833504404444293,0.0273180544733444,0.0545987040113604,0,0,0,0,0,0.0944421966961518,0.0402360172192635,0,0,0,0,0,0,0,0.277749094933633,0,0,0,0,0.212671425160689,0.0164075003084852,0,0,0.0373447539612465,0,0,0,0,0,-0.0301516890279591
X601939.CH.EQUITY,0.28327402887736,0,0,0,0,0,0,0,0,0.0389878184719861,0,0,0,0,0,-0.0166904315331606,0,0,0,0,0,0,0.0756099298579777,0,0,-0.0847426252291905,-0.0642418218873881,0,0,0,0,0,0,0,0,0,0,0.0257074161890783,0,0.546319118655261,0,0,0,0,0,0,0,0,0,0,0.116585091569245
X601288.CH.EQUITY,0,0,0,0,-0.282962408777337,0,-0.257194077723196,0,0,0,0.840210936270873,0,0,0,0,0,0,0,0,-0.155398350183575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113658656424607,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.13339665592594,0.374185613242851,0,0,0,0.0471913067482954,0,0,0.187886896164318,0,0,0,0,0,0,0,0,0.0259122686712362,0,0,0.0343958591669468,0,-0.122557475881676,0,0,0,0,0,0,0,0,0,0.0785333996627096,0,0,0.131256588561358,0,0,0,0,-0.184129400032326,0,0,0.135655067138251,0,0
X601988.CH.EQUITY,0,0,0,0,0.373758664688637,0,0,0,0,0,0,0,0,0.113643224109011,0,0,0,0.142895443072936,0,-0.0695531873770274,-0.0249146251913873,0,0,0,0.217656172689941,0,0,0,0,0,-0.334737510466612,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00357991792160281,0,0,0,0,-0.0415717125857994,0
X1299.HK.EQUITY,0,0,0,0,0.260573623736339,0,0,0,0,0,0,0,0,0,0,0,0,0.140092239287135,0,0,0.0213279934968329,0,0,0,0,0,0.0887309585402229,0.13074750044189,0,0.089767189334856,0,0,0,0,0,0,0,0.321407106875422,0,0,0,0,0,-0.133735200454132,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.135933827283332,0,0,0,0,0,0,0,0.484919807135456,0,0,0,0,0,0,0,0,0,0.229636198131108,0,0,0,0,0,0,0,-0.00207037968902722,0.126575985026887,0,0,0,0,-0.211120221237569,0,0,-0.157141020633802,0,-6.93889390390723e-18,0,-0.00861266201371846,0,0,0.211356714026608,0,-0.0260022884266731,0,0,0,0,0
X601628.CH.EQUITY,0,0.264905334560667,0.0140786435406473,0.0537445293285697,-0.0873929146856502,0,0,0,0,0,0,0,-0.00959728098163481,0,0,0,0.234337844833672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156625348651078,0.0774310942344895,0,0,0,0,0,0.150036621615482,0,0.0796760532692825,0.105626765140547,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.0135870520156009,0,0,0,0.680488649429323,0,0,0,0,0,0,0,0,0,0,0,0.227665129613641,0,0,0,0,0,0.104974661984693,0,0,0,0,0,0,0,0,0,0,0,-0.0898956509445113,0,0,0,0,0,0.131034088089819,0,-0.135562866752816,0,-0.129769618596555,0,-0.0254470372883597,-0.0399113476058987
