,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601169.CH.EQUITY,X601881.CH.EQUITY,VXFXI.INDEX,CN2YR
X601398.CH.EQUITY,0,0,0.153661747841453,0,0,0,0,0,0,-0.0159463368494352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286784206875393,0.425797605121683,0.226147511924154,-0.188458949390403,0,0,-0.0497009855947798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000138327773855104
X601318.CH.EQUITY,0,0,0,0,0,0.303746334116709,0,0,0,-0.0696703160880339,0,0,0,0.00386729442934153,0,0,0,0.0481934637632038,0,0,0,0,0,0,0,0,0,0,0,0.0529157063127328,0.113692397110676,0,0,0,0,0.241658371066362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0618950078664734
X601939.CH.EQUITY,0,8.67361737988404e-19,0,0.769469171886778,0,0,0.0112265804384563,0,0,0.00364676564241654,0,0.0246745737943567,-0.0099213020524521,0,0,0,0,0.142516881097345,0.076084011706767,0,0,0,0,0,0,0,0.00162188344906775,0,0.0281706783822611,0,0.0571243838907228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.950715816162831,0,-0.10031700872765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0457473421482575,0.0383290673418289,0,0,0,0,0,0,0,0,0.0561081332400666,0,0,0,0,0,0,0.0065122073512992,0,0,0,0,-0.084941890174128,0,0,0,0,0,0,0,0,0.0144515507581598,0,0
X601628.CH.EQUITY,0.0112808251286449,0,0,0,0,0,0,0,0,0.295807977657677,0.199111951230818,0,0,0,0,0,0,0,0,0,0.0276274238540839,0,0,0,0,0,0,0,-0.0306269331691202,0,0,0,0,-1.73472347597681e-18,0,0,0,0.551068876978292,0,0,0,0,0,0,0,0,0.219860359354884,0,0,0,0.0447441075566281,0.1129161652156
X600036.CH.EQUITY,0,0,0,0.353540210942774,0,0,0,0,0.0530344337260896,0,0,0,0,0,0,0,0.137349030851541,0.0529112476190316,0,0,4.33680868994202e-19,0,0,0,0,0.128314308950725,0,0,0.096187385260098,0,0,0,0.0445777308816192,0,0,0,0,0.0161314759518016,0,0,0,0,0,0.00681467458587652,0.0115768974692652,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0218689628417259,-0.137882978427392,0.0342272104610648,0,0.0344248859738246,0,0,-0.0132724023270932,0,0,0.0563137447223841,0,0,0,0,0,-0.0247930675216203,0,0,-0.00633959610519967,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.089461921054285,0,0,0,-3.46944695195361e-18,0,0,0,0.999575486991786,0,0.0328829797540924,0
X1299.HK.EQUITY,0,0,0,0,0.0736447571382142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364320534126534,0,0,0,0,0,0,0,0,0,0.26051861540497,0.095177822333243,0,0,0,0,0,0,0,0,0.0465871966464429,0,0,0,0.0887972585273999,0,0,0,0,0.0798573754798172
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.32943081585206,0,0,0,0.0228375745021937,0,0,0,0,0.522505324164632,0.149934842533585,0,0,0,0,0,0,-0.00271996102683766,0,0,0.0631101879868991,0,-0.123177595880347,0,0,0.111110902198466,0.153486395132607,0,-0.169341664769931,0,0,0,0.0200427568475311,0
X388.HK.EQUITY,0,0,-0.186555629621453,0,0.221720911773875,0,0,0,0,0,0,0,0,0,0,0.0437245648180662,0,0,0,0.0521790355300774,0,0,0.37393194098192,0,0,0,0.0846975009583185,0,0,0.0695752458462562,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.122132381993568,0,0.140193155271801,0,0,0,0,0,0.250528033950744
