,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,macro_return_add
X601398.CH.EQUITY,0,0.524943790645657,0.1686932446653,0,0,0,0,0,0,-0.0957711529004207,0.0552566204726303,0,0,-0.016818988719118,0,0,0,0,0,0,0,0,0,0,0,-0.0112158192138195,0,0,0,0,0.0384333053418035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490238726129779,0.0942230619813145,0
X601939.CH.EQUITY,0.126986278314047,0,0,0.218741159438396,0,0,0,0,-0.116654091935118,0,0.155614973261388,0,0,0.148097122468869,0,0,0,0,0,0,0,0,0,0,0.215972913378008,0,0,0,0,0,0,0,0,0,0,0,-0.0708746613905804,0,0,0,0,0,0,0,-0.0174299399102449,0,0,0,0.188774409292072,0,0
X601318.CH.EQUITY,0,0,0,0,0.166802212760597,0,0,0,0,0,0,0.182171358857895,0,0,0.0183187129094365,0,0,0,0,0,0,0.0954827873487464,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0580491677357605,0,0,0,0,0.19703620807802,0,0,0,0,0,0
X601288.CH.EQUITY,0.176601122275195,0,0,0,0.365817955141693,0,0,0,0,0,0.040118497678682,0,0,0.0943525684123539,0,0,0,0,0,0.065209772019209,0,0,0,0,0.0958153309446161,0,0,0,0,0,0,0,0,0,0.146877288216491,0,0,0,0,0,0,0,0.0113898050787812,0,0,0,0,0,3.46944695195361e-18,0,0
X601988.CH.EQUITY,0,0,0,0.491627075139672,0,0,0,0,0,0.242739272026949,0,0,0,0,0,0.0646464798735382,0.126675073035613,0,0,0,0.0710907796548966,0,0,0,0,0,0.0858103413032582,0,0,0,0,0,0,0,0,0,-0.576580539312922,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.185908785151272
X600036.CH.EQUITY,0,0.0776342490162305,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.194485288028651,-0.0014668854047759,0,0,0,0,0,0,0,0,0.27412680281796,0,0,0,0,0,0,0,0,0,0.282126664697382,0,0,0,0,0,0,0,0,0.0648004331216401,0.0538753154901253,0,0,0,0,0.0219504417333473,0.0892701541997978,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23624129308088,0,0,0,0.47973181303681,0,0,0,0,0,-3.46944695195361e-18,0,0.107385191636437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116677843313428,0,0,0,0,0.0458611139348823,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164114245269178,0,-0.259694708640594,0,0,0,0,0,0,-0.409458192241788,0,0.731627656312746,0,0.612032111390062,0,0,0.0447665663399015,0,0,0,0,0,0,0.357535684438792,0,0,0,0,3.46944695195361e-18,0,-0.0747319046537827,0,0,0.00178297314269172,0,0,-1.38777878078145e-17
X601628.CH.EQUITY,0,0,0,0,0,0.0310760409146866,0,0,0,0,0,0,-0.195439848169819,0,0,0,0,0,0,0,0,0.28357035531021,0,0,0.0813734224671133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273339833030934,0,0,0,0,0,0,0.184429421496701,0.0707234975950919,0,0
X601658.CH.Equity,0,0,0,0.158283962482929,0.182119995956033,0,0,0,0,0,0,0,0,0.118453886266381,0,0,0,0,0,0,0,-0.0828976806608067,0,0,0,0,0.0367363615412697,0,0.094067540983005,0,0,0,0,0,0,0,0,0.27651671958111,0,0,0,0,0,0,0,0,0,0,0.437062462554883,0,0
X601328.CH.EQUITY,0.171667844563796,0,0,0.46114757256454,0,0,0,0,0,0,0,0,0.0218342934879404,0,0.0409196289257902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1564808182137,0,0,0,0,0.089410415463022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671829961307585,0
X601166.CH.EQUITY,0,0,0,0,0,0.409178416068168,0,0,0,0,0.0676114580643025,0,0,0,0,0,0.0474725141342783,0,0,0,0,0,0,0,0,0,0,0,0,0.219153255580086,0,0,0,0,0,0,0,0,0,0,0,0,0.0544870637004897,0,0,-1.0842021724855e-19,0.0298538798902932,0.0607630578812927,0.115525324423224,0,0
